date, pm10, no2, so2, co
2021/3/17, 33, 25, , 4
2021/3/18, 47, 22, , 7
2021/3/19, 48, , , 
2021/3/21, 23, 25, , 4
2021/3/22, 36, 18, , 4
2021/3/23, 38, 21, , 4
2021/3/24, 42, 29, , 8
2021/3/25, 80, 26, , 11
2021/3/26, 86, 14, , 4
2021/3/27, 40, 11, , 2
2021/3/28, 25, 18, , 4
2021/3/29, 39, 25, , 6
2021/3/30, 57, 26, , 9
2021/3/31, 65, 24, , 6
2020/10/1, 29, 9, , 3
2020/10/2, 22, 6, , 2
2020/10/3, 23, 7, , 2
2020/10/4, 16, 11, , 2
2020/10/5, 14, 14, , 2
2020/10/6, 20, 17, , 4
2020/10/7, 30, 18, , 4
2020/10/8, 29, 16, , 4
2020/10/9, 34, 11, , 4
2020/10/10, 26, 11, , 2
2020/10/11, 22, 20, , 3
2020/10/12, 19, 16, , 3
2020/10/13, 13, 10, , 2
2020/10/14, 16, 18, , 5
2020/10/15, 32, 15, , 5
2020/10/16, 29, 12, , 3
2020/10/17, 15, 5, , 2
2020/10/18, 15, 17, , 3
2020/10/19, 28, 14, , 8
2020/10/20, 45, 10, , 3
2020/10/21, 22, 14, , 3
2020/10/22, 26, 17, , 4
2020/10/23, 42, 15, , 5
2020/10/24, 40, 9, , 6
2020/10/25, 39, 11, , 4
2020/10/26, 29, 15, , 4
2020/10/27, 35, 11, , 3
2020/10/28, 28, 11, , 3
2020/10/29, 21, 12, , 3
2020/10/30, 21, 13, , 3
2020/10/31, 24, 6, , 3
2020/11/1, 25, 9, , 3
2020/11/2, 18, 16, , 5
2020/11/3, 32, 18, , 4
2020/11/4, 25, 16, , 5
2020/11/5, 42, 15, , 4
2020/11/6, 30, 10, , 4
2020/11/7, 41, 17, , 8
2020/11/8, 55, 9, , 5
2020/11/9, 42, 9, , 3
2020/11/10, 39, 9, , 4
2020/11/11, 40, 11, , 4
2020/11/12, 32, 12, , 4
2020/11/13, 36, 8, , 3
2020/11/14, 24, 8, , 3
2020/11/15, 29, 13, , 5
2020/11/16, 38, 15, , 5
2020/11/17, 41, 14, , 4
2020/11/18, 38, 8, , 2
2020/11/19, 20, 21, , 4
2020/11/20, 35, 14, , 5
2020/11/21, 41, 5, , 2
2020/11/22, 17, 11, , 3
2020/11/23, 23, 12, , 3
2020/11/24, 27, 14, , 4
2020/11/25, 36, 12, , 4
2020/11/26, 44, 13, , 5
2020/11/27, 41, 15, , 5
2020/11/28, 28, 9, , 4
2020/11/29, 22, 12, , 6
2020/11/30, 44, 16, , 7
2020/12/1, 60, 12, , 6
2020/12/2, 56, 16, , 6
2020/12/3, 62, 15, , 6
2020/12/4, 36, 13, , 5
2020/12/5, 35, 7, , 4
2020/12/6, 25, 8, , 3
2020/12/7, 28, 8, , 4
2020/12/8, 35, 7, , 4
2020/12/9, 31, 13, , 8
2020/12/10, 52, 12, , 9
2020/12/11, 60, 9, , 5
2020/12/12, 35, 11, , 6
2020/12/13, 44, 16, , 7
2020/12/14, 54, 15, , 6
2020/12/15, 47, 13, , 5
2020/12/16, 32, 14, , 7
2020/12/17, 53, 14, , 6
2020/12/18, 46, 10, , 5
2020/12/19, 28, 9, , 4
2020/12/20, 34, 14, , 7
2020/12/21, 39, 12, , 6
2020/12/22, 28, 19, , 7
2020/12/23, 36, 8, , 4
2020/12/24, 16, 7, , 3
2020/12/25, 10, 6, , 3
2020/12/26, 19, 10, , 5
2020/12/27, 41, 12, , 6
2020/12/28, 26, 14, , 5
2020/12/29, 27, 25, , 9
2020/12/30, 48, 18, , 9
2020/12/31, 63, 13, , 8
2021/1/1, 55, 13, , 9
2021/1/2, 62, 11, , 7
2021/1/3, 53, 15, , 10
2020/7/1, 19, 13, , 2
2020/7/2, 15, 15, , 2
2020/7/3, 22, 11, , 2
2020/7/4, 18, 6, , 1
2020/7/5, 16, 11, , 1
2020/7/6, 15, 12, , 1
2020/7/7, 19, 12, , 2
2020/7/8, 17, 9, , 1
2020/7/9, 18, 9, , 1
2020/7/10, 21, 12, , 2
2020/7/11, 15, 11, , 1
2020/7/12, 13, 17, , 3
2020/7/13, 20, 12, , 2
2020/7/14, 22, 12, , 2
2020/7/15, 25, 15, , 2
2020/7/16, 18, 16, , 2
2020/7/17, 19, 13, , 2
2020/7/18, 22, 10, , 1
2020/7/19, 17, 15, , 2
2020/7/20, 21, 16, , 2
2020/7/21, 22, 19, , 2
2020/7/22, 23, 17, , 2
2020/7/23, 26, 13, , 1
2020/7/24, 25, 15, , 1
2020/7/25, 20, 8, , 1
2020/7/26, 17, 17, , 2
2020/7/27, 20, 11, , 1
2020/7/28, 24, 19, , 2
2020/7/29, 28, 22, , 3
2020/7/30, 33, 20, , 2
2020/7/31, 33, 13, , 2
2020/8/1, 23, 6, , 1
2020/8/2, 21, 20, , 2
2020/8/3, 27, 15, , 2
2020/8/4, 12, 14, , 1
2020/8/5, 18, 18, , 1
2020/8/6, 28, 17, , 2
2020/8/7, 37, 17, , 2
2020/8/8, 36, 13, , 2
2020/8/9, 28, 16, , 1
2020/8/10, 22, 21, , 2
2020/8/11, 33, 15, , 1
2020/8/12, 21, 22, , 1
2020/8/13, 30, 19, , 2
2020/8/14, 30, 11, , 1
2020/8/15, 23, 7, , 1
2020/8/16, 18, 13, , 1
2020/8/17, 21, 17, , 2
2020/8/18, 26, 18, , 2
2020/8/19, 25, 21, , 3
2020/8/20, 27, 14, , 2
2020/8/21, 27, 10, , 1
2020/8/22, 19, 10, , 1
2020/8/23, 15, 16, , 1
2020/8/24, 18, 17, , 2
2020/8/25, 20, 12, , 1
2020/8/26, 20, 12, , 1
2020/8/27, 16, 11, , 1
2020/8/28, 21, 15, , 2
2020/8/29, 19, 10, , 1
2020/8/30, 18, 15, , 2
2020/8/31, 19, 16, , 2
2020/9/1, 10, 14, , 1
2020/9/2, 13, 18, , 2
2020/9/3, 27, 15, , 2
2020/9/4, 23, 9, , 1
2020/9/5, 15, 12, , 1
2020/9/6, 17, 22, , 3
2020/9/7, 37, 14, , 2
2020/9/8, 21, 13, , 1
2020/9/9, 21, 19, , 2
2020/9/10, 26, 17, , 4
2020/9/11, 34, 15, , 4
2020/9/12, 33, 17, , 3
2020/9/13, 34, 24, , 5
2020/9/14, 40, 19, , 4
2020/9/15, 39, 15, , 2
2020/9/16, 40, 17, , 2
2020/9/17, 27, 23, , 4
2020/9/18, 34, 17, , 5
2020/9/19, 38, 12, , 2
2020/9/20, 28, 21, , 4
2020/9/21, 47, 22, , 6
2020/9/22, 51, 18, , 5
2020/9/23, 44, 16, , 3
2020/9/24, 33, 16, , 3
2020/9/25, 26, 8, , 2
2020/9/26, 14, 6, , 2
2020/9/27, 8, 16, , 4
2020/9/28, 21, 13, , 4
2020/9/29, 24, 14, , 3
2020/9/30, 28, 14, , 3
2020/4/1, 32, 13, , 4
2020/4/2, 30, 15, , 3
2020/4/3, 28, 17, , 5
2020/4/4, 42, 9, , 7
2020/4/5, 43, 19, , 4
2020/4/6, 40, 18, , 6
2020/4/7, 46, 27, , 7
2020/4/8, 54, 17, , 6
2020/4/9, 43, 18, , 4
2020/4/10, 28, 13, , 7
2020/4/11, 42, 7, , 3
2020/4/12, 21, 6, , 3
2020/4/13, 23, 10, , 3
2020/4/14, 18, 9, , 3
2020/4/15, 22, 16, , 3
2020/4/16, 26, 24, , 5
2020/4/17, 37, 9, , 4
2020/4/18, 23, 6, , 3
2020/4/19, 17, 17, , 4
2020/4/20, 30, 15, , 4
2020/4/21, 30, 21, , 6
2020/4/22, 42, 24, , 7
2020/4/23, 47, 16, , 6
2020/4/24, 41, 10, , 3
2020/4/25, 28, 14, , 5
2020/4/26, 29, 18, , 6
2020/4/27, 35, 14, , 4
2020/4/28, 27, 16, , 4
2020/4/29, 29, 11, , 3
2020/4/30, 24, 10, , 3
2020/5/1, 21, 9, , 4
2020/5/2, 15, 9, , 3
2020/5/3, 15, 17, , 5
2020/5/4, 32, 14, , 4
2020/5/5, 17, 12, , 3
2020/5/6, 18, 15, , 2
2020/5/7, 25, 20, , 3
2020/5/8, 33, 20, , 5
2020/5/9, 38, 13, , 2
2020/5/10, 26, 12, , 3
2020/5/11, 25, 11, , 2
2020/5/12, 15, 11, , 3
2020/5/13, 28, 19, , 3
2020/5/14, 27, 19, , 4
2020/5/15, 37, 16, , 2
2020/5/16, 29, 16, , 5
2020/5/17, 40, 19, , 3
2020/5/18, 28, 16, , 3
2020/5/19, 28, 18, , 2
2020/5/20, 28, 17, , 3
2020/5/21, 27, 19, , 4
2020/5/22, 33, 11, , 3
2020/5/23, 27, 6, , 1
2020/5/24, 16, 16, , 2
2020/5/25, 15, 13, , 2
2020/5/26, 24, 18, , 2
2020/5/27, 26, 20, , 4
2020/5/28, 35, 14, , 2
2020/5/29, 19, 12, , 2
2020/5/30, 18, 11, , 2
2020/5/31, 22, 15, , 3
2020/6/1, 28, 18, , 2
2020/6/2, 21, 16, , 3
2020/6/3, 29, 11, , 2
2020/6/4, 28, 11, , 2
2020/6/5, 16, 7, , 1
2020/6/6, 15, 7, , 1
2020/6/7, 15, 14, , 2
2020/6/8, 15, 17, , 3
2020/6/9, 27, 16, , 3
2020/6/10, 29, 8, , 2
2020/6/11, 25, 16, , 2
2020/6/12, 28, 12, , 3
2020/6/13, 36, 7, , 1
2020/6/14, 16, 17, , 2
2020/6/15, 22, 18, , 2
2020/6/16, 30, 18, , 2
2020/6/17, 29, 17, , 2
2020/6/18, 27, 15, , 3
2020/6/19, 16, 10, , 2
2020/6/20, 15, 6, , 1
2020/6/21, 15, 11, , 2
2020/6/22, 17, 13, , 2
2020/6/23, 20, 12, , 3
2020/6/24, 14, 10, , 2
2020/6/25, 19, 16, , 2
2020/6/26, 23, 9, , 2
2020/6/27, 16, 9, , 2
2020/6/28, 14, 14, , 3
2020/6/29, 18, 13, , 2
2020/6/30, 20, 10, , 2
2020/1/1, 25, 24, 15, 8
2020/1/2, 61, 16, 6, 6
2020/1/3, 37, 9, 2, 3
2020/1/4, 14, 11, 2, 3
2020/1/5, 21, 13, 5, 6
2020/1/6, 39, 17, 6, 5
2020/1/7, 38, 14, 3, 5
2020/1/8, 32, 13, 3, 4
2020/1/9, 27, 13, 3, 5
2020/1/10, 35, 12, 2, 4
2020/1/11, 16, 8, 4, 4
2020/1/12, 18, 15, 6, 4
2020/1/13, 32, 14, 7, 5
2020/1/14, 34, 12, 6, 5
2020/1/15, 27, 24, 6, 12
2020/1/16, 80, 19, 12, 19
2020/1/17, 91, 14, , 6
2020/1/18, 36, 15, , 6
2020/1/19, 34, 20, , 5
2020/1/20, 37, 14, , 4
2020/1/21, 28, 14, , 4
2020/1/22, 25, 20, , 5
2020/1/23, 34, 14, , 6
2020/1/24, 33, 19, , 8
2020/1/25, 57, 13, , 7
2020/1/26, 52, 19, , 8
2020/1/27, 56, 16, , 7
2020/1/28, 35, 11, , 4
2020/1/29, 17, 12, , 3
2020/1/30, 17, 13, , 4
2020/1/31, 18, 9, , 4
2020/2/1, 14, 7, , 3
2020/2/2, 12, 16, , 5
2020/2/3, 15, 17, , 4
2020/2/4, 16, 17, , 4
2020/2/5, 21, 17, , 5
2020/2/6, 24, 22, , 6
2020/2/7, 36, 16, , 8
2020/2/8, 42, 8, , 4
2020/2/9, 24, 9, , 4
2020/2/10, 13, 10, , 3
2020/2/11, 12, 10, , 3
2020/2/12, 13, 13, , 4
2020/2/13, 28, 22, , 6
2020/2/14, 29, 13, , 5
2020/2/15, 33, 6, , 4
2020/2/16, 16, 13, , 4
2020/2/17, 25, 14, , 4
2020/2/18, 18, 11, , 4
2020/2/19, 15, 18, , 4
2020/2/20, 27, 17, , 5
2020/2/21, 22, 9, , 4
2020/2/22, 20, 5, , 3
2020/2/23, 7, 16, , 4
2020/2/24, 22, 8, , 4
2020/2/25, 15, 15, , 4
2020/2/26, 18, 16, , 3
2020/2/27, 24, 21, , 5
2020/2/28, 36, 10, , 3
2020/2/29, 20, 8, , 2
2020/3/1, 18, 22, , 5
2020/3/2, 30, 14, , 4
2020/3/3, 21, 24, , 4
2020/3/4, 36, 19, , 8
2020/3/5, 54, 17, , 4
2020/3/6, 28, 13, , 4
2020/3/7, 18, 14, , 4
2020/3/8, 33, 23, , 7
2020/3/9, 49, 14, , 5
2020/3/10, 25, 12, , 2
2020/3/11, 15, 9, , 2
2020/3/12, 12, 13, , 3
2020/3/13, 16, 13, , 3
2020/3/14, 22, 10, , 5
2020/3/15, 33, 10, , 4
2020/3/16, 27, 25, , 6
2020/3/17, 51, 21, , 9
2020/3/18, 58, 24, , 6
2020/3/19, 57, 16, , 9
2020/3/20, 70, 7, , 2
2020/3/21, 15, 5, , 2
2020/3/22, 19, 11, , 3
2020/3/23, 24, 14, , 3
2020/3/24, 30, 9, , 3
2020/3/25, 30, 16, , 3
2020/3/26, 39, 20, , 4
2020/3/27, 48, 24, , 6
2020/3/28, 65, 12, , 15
2020/3/29, 75, , , 
2019/10/1, 13, 16, 1, 3
2019/10/2, 15, 15, 2, 3
2019/10/3, 14, 18, 2, 3
2019/10/4, 21, 14, 2, 3
2019/10/5, 20, 14, 4, 3
2019/10/6, 24, 24, 4, 10
2019/10/7, 56, 14, 4, 6
2019/10/8, 33, 11, 3, 2
2019/10/9, 17, 11, 2, 2
2019/10/10, 10, 12, 2, 2
2019/10/11, 14, 7, 2, 2
2019/10/12, 13, 8, 1, 2
2019/10/13, 14, 19, 2, 4
2019/10/14, 32, 21, 2, 7
2019/10/15, 44, 16, 2, 3
2019/10/16, 21, 19, 4, 3
2019/10/17, 25, 21, 5, 5
2019/10/18, 36, 19, 4, 5
2019/10/19, 45, 18, 3, 7
2019/10/20, 36, 29, 5, 10
2019/10/21, 56, 29, 3, 11
2019/10/22, 74, 19, 2, 9
2019/10/23, 54, 25, 3, 6
2019/10/24, 49, 30, 4, 9
2019/10/25, 59, 18, 4, 7
2019/10/26, 48, 11, 2, 3
2019/10/27, 18, 21, 1, 3
2019/10/28, 26, 21, 3, 6
2019/10/29, 33, 27, 3, 7
2019/10/30, 57, 23, 7, 13
2019/10/31, 77, 14, 7, 11
2019/11/1, 62, 8, 7, 3
2019/11/2, 23, 10, 6, 3
2019/11/3, 23, 15, 3, 4
2019/11/4, 18, 16, 3, 3
2019/11/5, 23, 16, 4, 4
2019/11/6, 26, 21, 10, 6
2019/11/7, 50, 16, 5, 8
2019/11/8, 41, 12, 5, 4
2019/11/9, 26, 14, 4, 6
2019/11/10, 29, 10, 4, 4
2019/11/11, 35, 20, 4, 5
2019/11/12, 30, 19, 4, 8
2019/11/13, 39, 11, 2, 3
2019/11/14, 18, 10, 2, 4
2019/11/15, 29, 17, 6, 8
2019/11/16, 40, 15, 4, 8
2019/11/17, 36, 17, 3, 5
2019/11/18, 35, 23, 6, 6
2019/11/19, 42, 15, 4, 6
2019/11/20, 41, 8, 3, 3
2019/11/21, 22, 9, 2, 3
2019/11/22, 24, 8, 2, 3
2019/11/23, 29, 7, 2, 4
2019/11/24, 22, 10, 2, 5
2019/11/25, 36, 13, 6, 6
2019/11/26, 44, 16, 7, 7
2019/11/27, 44, 13, 4, 4
2019/11/28, 26, 14, 2, 3
2019/11/29, 14, 16, 3, 4
2019/11/30, 23, 16, 8, 6
2019/12/1, 48, 20, 6, 8
2019/12/2, 40, 22, 2, 5
2019/12/3, 32, 18, 6, 5
2019/12/4, 35, 12, 3, 4
2019/12/5, 26, 10, 3, 4
2019/12/6, 29, 10, 3, 4
2019/12/7, 20, 7, 4, 3
2019/12/8, 13, 14, 3, 4
2019/12/9, 25, 24, 3, 6
2019/12/10, 32, 20, 11, 8
2019/12/11, 59, 21, 12, 7
2019/12/12, 51, 18, 7, 8
2019/12/13, 43, 11, 5, 4
2019/12/14, 17, 9, 3, 3
2019/12/15, 14, 22, 9, 7
2019/12/16, 47, 22, 11, 8
2019/12/17, 49, 21, 5, 6
2019/12/18, 49, 19, 6, 16
2019/12/19, 78, 15, 7, 5
2019/12/20, 31, 17, 4, 5
2019/12/21, 34, 14, 2, 5
2019/12/22, 25, 18, 2, 6
2019/12/23, 26, 13, 2, 4
2019/12/24, 19, 13, 5, 6
2019/12/25, 38, 9, 2, 4
2019/12/26, 14, 16, 2, 5
2019/12/27, 14, 12, 2, 4
2019/12/28, 14, 15, 4, 4
2019/12/29, 24, , , 
2019/7/1, 24, 19, 1, 2
2019/7/2, 22, 19, 1, 2
2019/7/3, 18, 21, 2, 2
2019/7/4, 18, 18, 2, 3
2019/7/5, 21, 18, 2, 2
2019/7/6, 20, 11, 1, 2
2019/7/7, 15, 18, 1, 2
2019/7/8, 15, 17, , 2
2019/7/9, 14, 14, 1, 2
2019/7/10, 14, 17, 1, 3
2019/7/11, 18, 19, 2, 3
2019/7/12, 24, 20, 1, 3
2019/7/13, 19, 14, 1, 2
2019/7/14, 16, 25, 1, 3
2019/7/15, 17, 16, 1, 2
2019/7/16, 18, 19, 1, 2
2019/7/17, 17, 22, 2, 3
2019/7/18, 25, 20, 3, 3
2019/7/19, 26, 18, 1, 2
2019/7/20, 22, 11, 1, 3
2019/7/21, 18, 23, 1, 3
2019/7/22, 21, 23, , 4
2019/7/23, 15, 19, 1, 3
2019/7/24, 21, 22, 2, 3
2019/7/25, 25, 21, 2, 3
2019/7/26, 23, 15, 1, 2
2019/7/27, 19, 14, 1, 2
2019/7/28, 18, 12, 1, 2
2019/7/29, 20, 20, , 4
2019/7/30, 23, 20, , 3
2019/7/31, 26, 22, 1, 3
2019/8/1, 19, 24, 1, 3
2019/8/2, 20, 19, 1, 3
2019/8/3, 18, 14, 1, 3
2019/8/4, 14, 20, 2, 3
2019/8/5, 19, 16, 2, 2
2019/8/6, 16, 17, 1, 2
2019/8/7, 11, 18, 1, 2
2019/8/8, 16, 25, 3, 3
2019/8/9, 21, 14, 1, 4
2019/8/10, 17, 13, 2, 2
2019/8/11, 14, 22, 2, 3
2019/8/12, 22, 22, 1, 3
2019/8/13, 17, 30, 2, 5
2019/8/14, 22, 12, 2, 3
2019/8/15, 18, 17, 2, 3
2019/8/16, 17, 10, 2, 2
2019/8/17, 15, 9, 3, 2
2019/8/18, 13, 24, 2, 3
2019/8/19, 21, 14, , 2
2019/8/20, 15, 20, 1, 3
2019/8/21, 15, 18, 1, 2
2019/8/22, 20, 18, 2, 2
2019/8/23, 20, 13, 1, 2
2019/8/24, 20, 15, 2, 2
2019/8/25, 20, 23, 2, 3
2019/8/26, 28, 27, 2, 4
2019/8/27, 36, 13, 2, 3
2019/8/28, 30, 21, 2, 3
2019/8/29, 31, 28, 1, 3
2019/8/30, 28, 14, , 3
2019/8/31, 22, 11, 1, 2
2019/9/1, 21, 20, 1, 3
2019/9/2, 14, 22, 1, 3
2019/9/3, 18, 20, 1, 3
2019/9/4, 20, 20, 2, 3
2019/9/5, 20, 24, 1, 3
2019/9/6, 21, 14, 1, 3
2019/9/7, 19, 11, , 3
2019/9/8, 14, 13, , 2
2019/9/9, 13, 15, 1, 2
2019/9/10, 14, 24, 2, 5
2019/9/11, 31, 26, 2, 5
2019/9/12, 29, 20, 2, 4
2019/9/13, 20, 20, 1, 3
2019/9/14, 23, 10, 1, 3
2019/9/15, 18, 18, 2, 3
2019/9/16, 15, 14, 1, 2
2019/9/17, 16, 13, 1, 2
2019/9/18, 14, 19, 2, 3
2019/9/19, 19, 22, 2, 4
2019/9/20, 25, 17, 2, 4
2019/9/21, 31, 17, 4, 6
2019/9/22, 33, 19, 2, 6
2019/9/23, 35, 14, 3, 2
2019/9/24, 33, 18, 2, 4
2019/9/25, 38, 18, 2, 3
2019/9/26, 22, 12, 2, 4
2019/9/27, 23, 11, 1, 2
2019/9/28, 11, 7, 2, 2
2019/9/29, 11, 9, 1, 2
2019/9/30, 13, 10, 1, 2
2019/4/1, 24, 10, 3, 2
2019/4/2, 34, 18, 4, 3
2019/4/3, 43, 15, 5, 3
2019/4/4, 42, 24, 3, 4
2019/4/5, 42, 16, 3, 4
2019/4/6, 43, 17, 2, 5
2019/4/7, 38, 31, 4, 7
2019/4/8, 50, 24, 5, 6
2019/4/9, 45, 19, 3, 3
2019/4/10, 28, 19, 2, 4
2019/4/11, 28, 19, 2, 4
2019/4/12, 27, 16, 1, 4
2019/4/13, 27, 14, 3, 3
2019/4/14, 22, 27, 5, 4
2019/4/15, 34, 23, 3, 5
2019/4/16, 33, 25, 3, 4
2019/4/17, 32, 32, 3, 6
2019/4/18, 46, 32, 3, 8
2019/4/19, 49, 22, 3, 7
2019/4/20, 40, 13, 3, 3
2019/4/21, 20, 5, 2, 2
2019/4/22, 21, 6, 2, 2
2019/4/23, 31, 8, 2, 2
2019/4/24, 24, 26, 2, 4
2019/4/25, 39, 25, 2, 5
2019/4/26, 42, 14, , 3
2019/4/27, 22, 11, , 3
2019/4/28, 14, 22, 1, 5
2019/4/29, 18, 23, 1, 4
2019/4/30, 32, 11, 1, 3
2019/5/1, 23, 16, 1, 3
2019/5/2, 26, 11, 2, 3
2019/5/3, 19, 9, 2, 3
2019/5/4, 18, 10, 3, 2
2019/5/5, 13, 22, 2, 4
2019/5/6, 23, 24, 2, 4
2019/5/7, 27, 13, 4, 4
2019/5/8, 32, 15, 2, 3
2019/5/9, 24, 17, 1, 4
2019/5/10, 25, 19, 2, 4
2019/5/11, 22, 11, 1, 3
2019/5/12, 21, 24, 1, 4
2019/5/13, 22, 17, 3, 4
2019/5/14, 18, 17, 1, 4
2019/5/15, 16, 17, 2, 4
2019/5/16, 24, 22, 3, 5
2019/5/17, 28, 17, 2, 4
2019/5/18, 23, 13, 1, 3
2019/5/19, 18, 15, 1, 2
2019/5/20, 20, 25, 1, 5
2019/5/21, 23, 19, , 4
2019/5/22, 18, 16, , 4
2019/5/23, 18, 26, 1, 5
2019/5/24, 32, 24, 1, 6
2019/5/25, 30, 16, , 3
2019/5/26, 20, 15, 1, 3
2019/5/27, 22, 12, 1, 2
2019/5/28, 15, 19, 1, 3
2019/5/29, 22, 20, 4, 3
2019/5/30, 20, 24, 1, 4
2019/5/31, 28, 22, 1, 4
2019/6/1, 27, 14, 1, 4
2019/6/2, 24, 17, 1, 3
2019/6/3, 23, 17, 1, 2
2019/6/4, 20, 15, 1, 2
2019/6/5, 25, 12, , 2
2019/6/6, 18, 21, , 3
2019/6/7, 26, 18, 1, 4
2019/6/8, 30, 12, 1, 3
2019/6/9, 15, 12, 1, 2
2019/6/10, 21, 12, 1, 2
2019/6/11, 26, 13, 1, 2
2019/6/12, 27, 16, 1, 2
2019/6/13, 31, 22, 1, 4
2019/6/14, 34, 11, 1, 2
2019/6/15, 32, 13, 1, 2
2019/6/16, 20, 21, 1, 3
2019/6/17, 17, 19, 1, 2
2019/6/18, 17, 14, 1, 2
2019/6/19, 24, 8, 2, 2
2019/6/20, 20, 23, 1, 3
2019/6/21, 21, 13, 1, 2
2019/6/22, 19, 10, 1, 2
2019/6/23, 12, 20, 2, 2
2019/6/24, 19, 14, 1, 2
2019/6/25, 25, 12, 1, 2
2019/6/26, 27, 20, 1, 2
2019/6/27, 29, 20, 2, 3
2019/6/28, 21, 20, 2, 2
2019/6/29, 20, 8, 2, 2
2019/6/30, 16, 19, 1, 2
2019/1/1, 17, 12, 2, 3
2019/1/2, 12, 17, 3, 4
2019/1/3, 19, 17, 3, 4
2019/1/4, 23, 14, 3, 4
2019/1/5, 13, 9, 4, 3
2019/1/6, 15, 25, 20, 12
2019/1/7, 83, 16, 8, 6
2019/1/8, 29, 18, 6, 5
2019/1/9, 34, 22, 4, 7
2019/1/10, 52, 18, 4, 6
2019/1/11, 46, 16, 4, 4
2019/1/12, 24, 9, 4, 3
2019/1/13, 12, 14, 2, 3
2019/1/14, 12, 15, 2, 4
2019/1/15, 13, 16, 3, 4
2019/1/16, 18, 15, 5, 4
2019/1/17, 22, 19, 2, 4
2019/1/18, 19, 23, 9, 8
2019/1/19, 63, 27, 16, 18
2019/1/20, 108, 20, 7, 12
2019/1/21, 67, 24, 13, 13
2019/1/22, 91, 12, 5, 4
2019/1/23, 37, 15, 4, 5
2019/1/24, 34, 20, 5, 6
2019/1/25, 43, 16, 12, 7
2019/1/26, 56, 16, 17, 7
2019/1/27, 48, 25, 14, 9
2019/1/28, 56, 22, 8, 8
2019/1/29, 46, 22, 9, 11
2019/1/30, 70, 25, 18, 15
2019/1/31, 91, 24, 12, 14
2019/2/1, 74, 23, 11, 8
2019/2/2, 44, 14, 5, 11
2019/2/3, 43, 20, 4, 7
2019/2/4, 27, 21, 11, 7
2019/2/5, 48, 23, 9, 7
2019/2/6, 46, 23, 15, 9
2019/2/7, 54, 21, 7, 6
2019/2/8, 41, 15, 9, 6
2019/2/9, 37, 10, 7, 5
2019/2/10, 29, 15, 2, 5
2019/2/11, 14, 17, 2, 4
2019/2/12, 22, 15, 3, 5
2019/2/13, 21, 20, 2, 5
2019/2/14, 25, 25, 4, 6
2019/2/15, 42, 26, 9, 10
2019/2/16, 56, 29, 10, 12
2019/2/17, 78, 36, 17, 19
2019/2/18, 91, 19, 9, 8
2019/2/19, 46, 18, 3, 5
2019/2/20, 25, 17, 3, 5
2019/2/21, 29, 15, 2, 4
2019/2/22, 19, 20, 7, 6
2019/2/23, 43, 18, 8, 7
2019/2/24, 44, 24, 5, 7
2019/2/25, 46, 20, 3, 5
2019/2/26, 35, 21, 4, 6
2019/2/27, 40, 19, 5, 5
2019/2/28, 45, 22, 2, 6
2019/3/1, 46, 22, 6, 7
2019/3/2, 49, 9, 4, 5
2019/3/3, 28, 12, 3, 3
2019/3/4, 18, 14, 2, 3
2019/3/5, 14, 14, 4, 3
2019/3/6, 24, 15, 5, 3
2019/3/7, 27, 12, 2, 2
2019/3/8, 15, 9, 2, 2
2019/3/9, 12, 6, 2, 2
2019/3/10, 11, 17, 1, 3
2019/3/11, 14, 21, 3, 4
2019/3/12, 29, 16, 5, 4
2019/3/13, 24, 13, 3, 3
2019/3/14, 16, 14, 2, 3
2019/3/15, 13, 10, 2, 2
2019/3/16, 13, 13, 3, 3
2019/3/17, 19, 16, 2, 4
2019/3/18, 16, 23, 3, 4
2019/3/19, 35, 30, 7, 7
2019/3/20, 49, 23, 8, 6
2019/3/21, 47, 24, 3, 6
2019/3/22, 52, 22, 6, 11
2019/3/23, 51, 14, 4, 13
2019/3/24, 26, 18, 3, 8
2019/3/25, 27, 16, 1, 3
2019/3/26, 21, 25, 3, 4
2019/3/27, 30, 27, 4, 6
2019/3/28, 41, 27, 6, 12
2019/3/29, 63, 25, 9, 14
2019/3/30, 77, 19, 7, 9
2019/3/31, 45, 21, 4, 3
2018/10/1, 33, 13, 1, 2
2018/10/2, 14, 10, 1, 2
2018/10/3, 12, 17, 2, 2
2018/10/4, 21, 25, 4, 5
2018/10/5, 45, 22, 4, 5
2018/10/6, 40, 12, 4, 3
2018/10/7, 27, 17, 2, 3
2018/10/8, 28, 26, 3, 10
2018/10/9, 63, 32, 4, 11
2018/10/10, 59, 28, 2, 5
2018/10/11, 45, 34, 3, 8
2018/10/12, 57, 31, 3, 10
2018/10/13, 62, 26, 4, 9
2018/10/14, 50, 33, 4, 8
2018/10/15, 50, 37, 5, 10
2018/10/16, 66, 37, 7, 11
2018/10/17, 70, 28, 3, 10
2018/10/18, 60, 16, 1, 6
2018/10/19, 58, 11, 1, 4
2018/10/20, 37, 9, 2, 3
2018/10/21, 25, 18, 3, 7
2018/10/22, 44, 12, 1, 3
2018/10/23, 14, 7, 1, 2
2018/10/24, 10, 12, 1, 3
2018/10/25, 11, 23, 3, 4
2018/10/26, 30, 15, 3, 5
2018/10/27, 29, 10, 1, 3
2018/10/28, 14, 15, 2, 5
2018/10/29, 23, 20, 4, 4
2018/10/30, 30, 32, 6, 7
2018/10/31, 39, 23, 4, 7
2018/11/1, 40, 25, 6, 6
