date, pm10, no2, so2
2024/5/1, 17, 7, 1
2024/5/2, 17, 5, 1
2024/5/3, 17, 4, 1
2024/5/4, 17, 8, 2
2024/5/5, 24, 4, 1
2024/5/6, 13, 5, 1
2024/5/7, 11, 5, 5
2024/5/8, 10, 8, 3
2024/5/9, 18, 8, 1
2024/5/10, 19, 9, 1
2024/5/11, 24, 4, 3
2024/5/12, 11, 8, 1
2024/5/13, 12, 8, 2
2024/5/14, 15, 6, 1
2024/5/15, 15, 6, 1
2024/5/16, 15, 8, 1
2024/5/17, 15, 7, 1
2024/5/18, 17, 5, 1
2024/5/19, 13, 7, 1
2024/5/20, 14, 10, 1
2024/5/21, 21, 8, 2
2024/5/22, 19, , 
2024/4/1, 80, 4, 2
2024/4/2, 11, 3, 2
2024/4/3, 8, 4, 3
2024/4/4, 10, 5, 2
2024/4/5, 11, 7, 2
2024/4/6, 14, 8, 3
2024/4/7, 28, 9, 2
2024/4/8, 18, 11, 4
2024/4/9, 22, 5, 2
2024/4/10, 16, 9, 2
2024/4/11, 20, 7, 2
2024/4/12, 25, 7, 2
2024/4/13, 20, 4, 2
2024/4/14, 18, 11, 4
2024/4/15, 23, 4, 3
2024/4/16, 12, 4, 3
2024/4/17, 10, 5, 2
2024/4/18, 16, 4, 2
2024/4/19, 11, 3, 2
2024/4/20, 6, 2, 2
2024/4/21, 12, 4, 2
2024/4/22, 12, 11, 4
2024/4/23, 22, 8, 3
2024/4/24, 24, 6, 1
2024/4/25, 14, 9, 3
2024/4/26, 20, 12, 4
2024/4/27, 23, 9, 2
2024/4/28, 21, 12, 2
2024/4/29, 24, 10, 1
2024/4/30, 26, 6, 1
2024/1/7, 7, 10, 4
2024/1/8, 26, 19, 13
2024/1/9, 53, 33, 24
2024/1/10, 111, 18, 9
2024/1/11, 50, 8, 3
2024/1/12, 21, 6, 3
2024/1/13, 13, 4, 3
2024/1/14, 11, 4, 3
2024/1/15, 9, 10, 4
2024/1/16, 16, 25, 15
2024/1/17, 52, 11, 4
2024/1/18, 23, 8, 3
2024/1/19, 19, 5, 4
2024/1/20, 15, 11, 6
2024/1/21, 30, 6, 4
2024/1/22, 11, 6, 2
2024/1/23, 20, 4, 2
2024/1/24, 9, 3, 1
2024/1/25, 9, 5, 2
2024/1/26, 13, 4, 1
2024/1/27, 12, 10, 3
2024/1/28, 26, 16, 7
2024/1/29, 48, 12, 9
2024/1/30, 37, 7, 4
2024/1/31, 26, 7, 2
2024/2/1, 26, 4, 2
2024/2/2, 11, 4, 2
2024/2/3, 11, 3, 2
2024/2/4, 7, 2, 2
2024/2/5, 7, 3, 2
2024/2/6, 12, 2, 2
2024/2/7, 8, 9, 4
2024/2/8, 14, 16, 6
2024/2/9, 33, 16, 6
2024/2/10, 37, 11, 6
2024/2/11, 30, 7, 3
2024/2/12, 12, 8, 2
2024/2/13, 16, 11, 5
2024/2/14, 34, 10, 6
2024/2/15, 24, 14, 5
2024/2/16, 31, 6, 2
2024/2/17, 19, 5, 3
2024/2/18, 13, 8, 4
2024/2/19, 21, 5, 2
2024/2/20, 7, 5, 2
2024/2/21, 15, 6, 3
2024/2/22, 15, 8, 3
2024/2/23, 13, 9, 5
2024/2/24, 17, 12, 5
2024/2/25, 35, 19, 7
2024/2/26, 37, 16, 6
2024/2/27, 40, 14, 4
2024/2/28, 57, 9, 3
2024/2/29, 31, 14, 4
2024/3/1, 55, 13, 5
2024/3/2, 48, 10, 5
2024/3/3, 33, 12, 5
2024/3/4, 34, 8, 3
2024/3/5, 29, 11, 3
2024/3/6, 26, 8, 7
2024/3/7, 26, 12, 5
2024/3/8, 33, 15, 6
2024/3/9, 43, 7, 5
2024/3/10, 21, 9, 4
2024/3/11, 22, 8, 3
2024/3/12, 24, 9, 3
2024/3/13, 26, 12, 5
2024/3/14, 39, 13, 5
2024/3/15, 30, 8, 4
2024/3/16, 22, 3, 2
2024/3/17, 8, 4, 2
2024/3/18, 10, 8, 3
2024/3/19, 22, 13, 6
2024/3/20, 38, 15, 6
2024/3/21, 38, 8, 3
2024/3/22, 21, 6, 4
2024/3/23, 14, 3, 2
2024/3/24, 7, 5, 3
2024/3/25, 9, 9, 5
2024/3/26, 20, 7, 4
2024/3/27, 14, 5, 3
2024/3/28, 17, 4, 2
2024/3/29, 9, 9, 4
2024/3/30, 56, 5, 3
2024/3/31, 68, 2, 2
2023/10/1, 14, 8, 1
2023/10/2, 18, 5, 1
2023/10/3, 20, 5, 1
2023/10/4, 8, 5, 1
2023/10/5, 13, 6, 1
2023/10/6, 12, 3, 8
2023/10/7, 13, 2, 1
2023/10/8, 7, 7, 1
2023/10/9, 14, 8, 2
2023/10/10, 25, 5, 2
2023/10/11, 23, 4, 1
2023/10/12, 22, 6, 1
2023/10/13, 20, 3, 1
2023/10/14, 19, 4, 1
2023/10/15, 8, 5, 1
2023/10/16, 10, 8, 2
2023/10/17, 20, 11, 3
2023/10/18, 39, 16, 5
2023/10/19, 41, 13, 5
2023/10/20, 34, 7, 3
2023/10/21, 33, 4, 2
2023/10/22, 17, 8, 2
2023/10/23, 20, 13, 3
2023/10/24, 29, 7, 2
2023/10/25, 20, 7, 3
2023/10/26, 19, 10, 3
2023/10/27, 20, 3, 2
2023/10/28, 7, 6, 2
2023/10/29, 17, 10, 3
2023/10/30, 20, 4, 2
2023/10/31, 11, 5, 2
2023/11/1, 12, 11, 4
2023/11/2, 17, 8, 3
2023/11/3, 11, 6, 2
2023/11/4, 24, 8, 3
2023/11/5, 23, 5, 1
2023/11/6, 7, 8, 2
2023/11/7, 15, 7, 1
2023/11/8, 13, 8, 1
2023/11/9, 17, 12, 3
2023/11/10, 24, 6, 2
2023/11/11, 29, 5, 1
2023/11/12, 10, 9, 3
2023/11/13, 21, 4, 1
2023/11/14, 8, 4, 1
2023/11/15, 4, 7, 2
2023/11/16, 16, 8, 1
2023/11/17, 16, 4, 1
2023/11/18, 11, 6, 3
2023/11/19, 21, 5, 1
2023/11/20, 11, 6, 1
2023/11/21, 12, 8, 1
2023/11/22, 15, 3, 1
2023/11/23, 14, 4, 1
2023/11/24, 7, 4, 2
2023/11/25, 11, 3, 2
2023/11/26, 10, 9, 5
2023/11/27, 21, 13, 5
2023/11/28, 28, 12, 5
2023/11/29, 30, 14, 6
2023/11/30, 29, 20, 12
2023/12/1, 58, 10, 4
2023/12/2, 26, 6, 3
2023/12/3, 14, 14, 6
2023/12/4, 33, 24, 12
2023/12/5, 58, 23, 12
2023/12/6, 68, 17, 9
2023/12/7, 65, 17, 11
2023/12/8, 63, 13, 9
2023/12/9, 45, 13, 9
2023/12/10, 35, 5, 3
2023/12/11, 9, 10, 3
2023/12/12, 19, 18, 7
2023/12/13, 37, 11, 3
2023/12/14, 31, 9, 2
2023/12/15, 21, 8, 2
2023/12/16, 21, 4, 1
2023/12/17, 12, 6, 2
2023/12/18, 11, 5, 3
2023/12/19, 9, 6, 1
2023/12/20, 12, 2, 1
2023/12/21, 2, 3, 2
2023/12/22, 5, 4, 2
2023/12/23, 9, 3, 2
2023/12/24, 7, 1, 1
2023/12/25, 6, 2, 1
2023/12/26, 6, 10, 4
2023/12/27, 22, 8, 3
2023/12/28, 27, 3, 2
2023/12/29, 13, , 
2023/7/1, 20, 3, 2
2023/7/2, 15, 5, 2
2023/7/3, 15, 7, 2
2023/7/4, 16, 8, 2
2023/7/5, 18, 5, 2
2023/7/6, 13, 7, 2
2023/7/7, 16, 6, 2
2023/7/8, 18, 5, 3
2023/7/9, 20, 9, 2
2023/7/10, 23, 5, 2
2023/7/11, 15, 9, 2
2023/7/12, 17, 5, 2
2023/7/13, 12, 5, 2
2023/7/14, 13, 6, 2
2023/7/15, 17, 5, 2
2023/7/16, 22, 7, 2
2023/7/17, 16, 4, 2
2023/7/18, 10, 9, 3
2023/7/19, 16, 4, 3
2023/7/20, 12, 7, 4
2023/7/21, 13, 4, 2
2023/7/22, 12, 4, 2
2023/7/23, 17, 3, 3
2023/7/24, 13, 4, 3
2023/7/25, 11, 4, 2
2023/7/26, 9, 4, 2
2023/7/27, 7, 3, 3
2023/7/28, 8, 3, 3
2023/7/29, 9, 2, 3
2023/7/30, 7, 4, 3
2023/7/31, 7, 6, 3
2023/8/1, 12, 3, 3
2023/8/2, 8, 4, 3
2023/8/3, 8, 5, 3
2023/8/4, 8, 4, 3
2023/8/5, 18, 2, 3
2023/8/6, 10, 3, 3
2023/8/7, 5, 4, 2
2023/8/8, 4, 6, 1
2023/8/9, 34, 7, 1
2023/8/18, 11, 6, 3
2023/8/19, 16, 6, 3
2023/8/20, 19, 7, 4
2023/8/21, 23, 8, 3
2023/8/22, 20, 6, 3
2023/8/23, 18, 9, 3
2023/8/24, 21, 9, 4
2023/8/25, 22, 6, 3
2023/8/26, 17, 3, 3
2023/8/27, 14, 4, 4
2023/8/28, 8, 6, 4
2023/8/29, 16, 5, 4
2023/8/30, 8, 4, 4
2023/8/31, 8, 4, 4
2023/9/1, 10, 5, 3
2023/9/2, 10, 3, 3
2023/9/3, 16, 5, 3
2023/9/4, 12, 10, 3
2023/9/5, 18, 11, 3
2023/9/6, 21, 12, 3
2023/9/7, 23, 13, 4
2023/9/8, 25, 9, 3
2023/9/9, 28, 9, 3
2023/9/10, 26, 7, 3
2023/9/11, 21, 10, 3
2023/9/12, 29, 8, 4
2023/9/13, 32, 4, 2
2023/9/14, 21, 6, 1
2023/9/15, 10, 7, 1
2023/9/16, 17, 6, 1
2023/9/17, 17, 9, 1
2023/9/18, 23, 8, 1
2023/9/19, 16, 7, 1
2023/9/20, 13, 9, 1
2023/9/21, 19, 8, 1
2023/9/22, 18, 5, 1
2023/9/23, 12, 3, 1
2023/9/24, 8, 7, 2
2023/9/25, 17, 7, 2
2023/9/26, 26, 11, 1
2023/9/27, 27, 13, 1
2023/9/28, 30, 10, 1
2023/9/29, 31, 8, 1
2023/9/30, 21, 5, 1
2023/4/1, 8, 3, 2
2023/4/2, 14, 3, 2
2023/4/3, 6, 4, 3
2023/4/4, 10, 8, 6
2023/4/5, 25, 9, 4
2023/4/6, 24, 7, 1
2023/4/7, 19, 5, 4
2023/4/8, 18, 6, 6
2023/4/9, 30, 4, 2
2023/4/10, 32, 7, 2
2023/4/11, 17, 6, 3
2023/4/12, 11, 13, 4
2023/4/13, 26, 9, 4
2023/4/14, 20, 4, 3
2023/4/15, 8, 4, 2
2023/4/16, 16, 9, 3
2023/4/17, 23, 4, 1
2023/4/18, 10, 7, 2
2023/4/19, 23, 8, 2
2023/4/20, 22, 11, 3
2023/4/21, 24, 11, 3
2023/4/22, 28, 10, 3
2023/4/23, 27, 10, 3
2023/4/24, 24, 4, 1
2023/4/25, 10, 4, 2
2023/4/26, 11, 8, 2
2023/4/27, 19, 10, 3
2023/4/28, 26, 7, 3
2023/4/29, 23, 2, 1
2023/4/30, 11, 6, 3
2023/5/1, 18, 9, 3
2023/5/2, 22, 4, 1
2023/5/3, 24, 7, 2
2023/5/4, 15, 10, 3
2023/5/5, 18, 8, 2
2023/5/6, 25, 2, 1
2023/5/7, 13, 4, 1
2023/5/8, 10, 5, 2
2023/5/9, 14, 8, 2
2023/5/10, 14, 8, 2
2023/5/11, 16, 8, 2
2023/5/12, 17, 6, 2
2023/5/13, 18, 6, 2
2023/5/14, 18, 4, 2
2023/5/15, 12, 6, 2
2023/5/16, 16, 4, 1
2023/5/17, 11, 6, 3
2023/5/18, 11, 6, 1
2023/5/19, 15, 4, 1
2023/5/20, 19, 3, 2
2023/5/21, 17, 6, 2
2023/5/22, 13, 8, 3
2023/5/23, 22, 4, 1
2023/5/24, 18, 4, 1
2023/5/25, 17, 7, 1
2023/5/26, 21, 5, 2
2023/5/27, 14, 3, 2
2023/5/28, 12, 7, 3
2023/5/29, 14, 6, 2
2023/5/30, 21, 8, 2
2023/5/31, 17, 8, 2
2023/6/1, 21, 4, 1
2023/6/2, 19, 4, 1
2023/6/3, 12, 3, 2
2023/6/4, 11, 8, 2
2023/6/5, 18, 7, 2
2023/6/6, 18, 6, 2
2023/6/7, 19, 4, 2
2023/6/8, 21, 5, 2
2023/6/9, 16, 3, 2
2023/6/10, 15, 1, 1
2023/6/11, 11, 4, 1
2023/6/12, 10, 6, 2
2023/6/13, 11, 6, 2
2023/6/14, 14, 5, 3
2023/6/15, 17, 6, 2
2023/6/16, 17, 5, 2
2023/6/17, 16, 4, 2
2023/6/18, 22, 8, 3
2023/6/19, 19, 8, 2
2023/6/20, 26, 7, 2
2023/6/21, 23, 4, 3
2023/6/22, 20, 7, 2
2023/6/23, 18, 3, 2
2023/6/24, 12, 3, 2
2023/6/25, 14, 4, 2
2023/6/26, 14, 3, 2
2023/6/27, 14, 3, 2
2023/6/28, 19, 4, 2
2023/6/29, 22, 5, 2
2023/6/30, 65, 3, 2
2023/1/2, 32, 9, 3
2023/1/3, 17, 7, 2
2023/1/4, 23, 2, 1
2023/1/5, 4, 4, 2
2023/1/6, 10, 10, 3
2023/1/7, 27, 13, 8
2023/1/8, 46, 11, 5
2023/1/9, 30, 9, 3
2023/1/10, 13, 12, 4
2023/1/11, 29, 5, 2
2023/1/12, 9, 3, 2
2023/1/13, 8, 7, 3
2023/1/14, 13, 1, 1
2023/1/15, 5, 12, 5
2023/1/16, 17, 14, 7
2023/1/17, 24, 11, 4
2023/1/18, 20, 14, 6
2023/1/19, 37, 13, 6
2023/1/20, 29, 9, 4
2023/1/21, 18, 9, 6
2023/1/22, 25, 10, 3
2023/1/23, 19, 8, 2
2023/1/24, 13, 7, 4
2023/1/25, 9, 11, 6
2023/1/26, 30, 12, 6
2023/1/27, 30, 6, 3
2023/1/28, 23, 3, 2
2023/1/29, 11, 4, 3
2023/1/30, 12, 4, 2
2023/1/31, 10, 5, 2
2023/2/1, 8, 4, 1
2023/2/2, 7, 4, 2
2023/2/3, 7, 2, 1
2023/2/4, 8, 6, 5
2023/2/5, 13, 14, 8
2023/2/6, 31, 16, 10
2023/2/7, 62, 15, 8
2023/2/8, 41, 15, 12
2023/2/9, 48, 9, 6
2023/2/10, 29, 7, 4
2023/2/11, 34, 7, 2
2023/2/12, 17, 9, 2
2023/2/13, 26, 9, 2
2023/2/14, 18, 11, 6
2023/2/15, 29, 8, 4
2023/2/16, 32, 7, 3
2023/2/17, 21, 3, 2
2023/2/18, 7, 2, 1
2023/2/19, 6, 3, 3
2023/2/20, 10, 3, 2
2023/2/21, 8, 11, 5
2023/2/22, 29, 15, 8
2023/2/23, 34, 6, 3
2023/2/24, 20, 3, 2
2023/2/25, 8, 3, 3
2023/2/26, 10, 6, 3
2023/2/27, 10, 13, 6
2023/2/28, 25, 22, 11
2023/3/1, 50, 22, 12
2023/3/2, 49, 12, 4
2023/3/3, 47, 5, 3
2023/3/4, 24, 4, 3
2023/3/5, 12, 5, 4
2023/3/6, 14, 4, 3
2023/3/7, 17, 4, 3
2023/3/8, 13, 8, 3
2023/3/9, 17, 8, 4
2023/3/10, 13, 2, 2
2023/3/11, 6, 3, 3
2023/3/12, 9, 2, 2
2023/3/13, 8, 4, 4
2023/3/14, 12, 5, 3
2023/3/15, 13, 10, 4
2023/3/16, 22, 16, 10
2023/3/17, 42, 14, 7
2023/3/18, 28, 13, 10
2023/3/19, 30, 10, 5
2023/3/20, 32, 7, 3
2023/3/21, 23, 10, 4
2023/3/22, 28, 8, 3
2023/3/23, 16, 6, 3
2023/3/24, 19, 3, 3
2023/3/25, 8, 1, 3
2023/3/26, 5, 5, 3
2023/3/27, 11, 3, 3
2023/3/28, 9, 7, 5
2023/3/29, 17, 7, 6
2023/3/30, 21, 6, 3
2023/3/31, 18, 3, 3
2022/10/1, 24, 2, 
2022/10/2, 7, 4, 
2022/10/3, 10, 4, 
2022/10/4, 12, 4, 1
2022/10/5, 18, 6, 1
2022/10/6, 16, 9, 1
2022/10/7, 27, 5, 1
2022/10/8, 33, 4, 
2022/10/9, 15, 11, 2
2022/10/10, 20, 9, 1
2022/10/11, 22, 11, 2
2022/10/12, 36, 12, 2
2022/10/13, 40, 12, 2
2022/10/14, 40, 7, 2
2022/10/15, 29, 5, 2
2022/10/16, 25, 8, 1
2022/10/17, 28, 6, 2
2022/10/18, 22, 5, 
2022/10/19, 12, 9, 2
2022/10/20, 17, 12, 3
2022/10/21, 26, 7, 5
2022/10/22, 24, 7, 2
2022/10/23, 24, 5, 2
2022/10/24, 25, 5, 1
2022/10/25, 16, 7, 1
2022/10/26, 18, 7, 2
2022/10/27, 31, 7, 2
2022/10/28, 29, 4, 2
2022/10/29, 14, 5, 2
2022/10/30, 19, 11, 3
2022/10/31, 27, 4, 1
2022/11/1, 21, 7, 2
2022/11/2, 22, 12, 2
2022/11/3, 23, 16, 4
2022/11/4, 32, 5, 1
2022/11/5, 11, 6, 3
2022/11/6, 20, 6, 2
2022/11/7, 18, 11, 3
2022/11/8, 31, 8, 4
2022/11/9, 36, 8, 2
2022/11/10, 26, 7, 2
2022/11/11, 16, 12, 3
2022/11/12, 29, 9, 4
2022/11/13, 35, 10, 3
2022/11/14, 21, 11, 5
2022/11/15, 36, 9, 5
2022/11/16, 38, 6, 2
2022/11/17, 5, 8, 2
2022/11/18, 14, 8, 7
2022/11/19, 26, 10, 12
2022/11/20, 67, 10, 7
2022/11/21, 35, 13, 5
2022/11/22, 31, 10, 5
2022/11/23, 29, 8, 2
2022/11/24, 38, 11, 3
2022/11/25, 41, 8, 2
2022/11/26, 26, 9, 5
2022/11/27, 23, 12, 5
2022/11/28, 31, 14, 6
2022/11/29, 41, 10, 3
2022/11/30, 27, 9, 3
2022/12/1, 19, 8, 3
2022/12/2, 19, 9, 4
2022/12/3, 46, 7, 3
2022/12/4, 27, 9, 5
2022/12/5, 33, 9, 5
2022/12/6, 28, 7, 2
2022/12/7, 7, 10, 4
2022/12/8, 20, 14, 6
2022/12/9, 30, 9, 2
2022/12/10, 20, 5, 2
2022/12/11, 13, 6, 4
2022/12/12, 14, 8, 4
2022/12/13, 13, 20, 13
2022/12/14, 52, 19, 13
2022/12/15, 53, 15, 9
2022/12/16, 42, 10, 5
2022/12/17, 52, 12, 7
2022/12/18, 39, 25, 16
2022/12/19, 63, 8, 8
2022/12/20, 25, 9, 6
2022/12/21, 27, 12, 5
2022/12/22, 21, 9, 3
2022/12/23, 13, 8, 4
2022/12/24, 16, 10, 4
2022/12/25, 24, 7, 4
2022/12/26, 22, 4, 1
2022/12/27, 7, 7, 2
2022/12/28, 12, 5, 3
2022/12/29, 14, 12, 6
2022/12/30, 37, 6, 3
2022/12/31, 24, 5, 3
2023/1/1, 15, 9, 5
2022/9/26, 15, 6, 1
2022/9/27, 16, 4, 1
2022/9/28, 8, 7, 1
2022/9/29, 12, 10, 1
2022/9/30, 20, 6, 3
2021/7/1, 12, 5, 2
2021/7/2, 11, 4, 1
2021/7/3, 16, 5, 2
2021/7/4, 17, 6, 2
2021/7/5, 18, 6, 2
2021/7/6, 15, 8, 2
2021/7/7, 21, 7, 3
2021/7/8, 26, 6, 2
2021/7/9, 27, 4, 3
2021/7/10, 11, 3, 2
2021/7/11, 16, 6, 2
2021/7/12, 13, 8, 2
2021/7/13, 20, 8, 2
2021/7/14, 30, 6, 2
2021/7/15, 18, 6, 2
2021/7/16, 23, , 
2021/7/18, 17, 3, 3
2021/7/19, 15, 6, 2
2021/7/20, 17, 5, 2
2021/7/21, 14, 7, 2
2021/7/22, 19, 9, 3
2021/7/23, 25, 7, 2
2021/7/24, 26, 6, 3
2021/7/25, 23, 8, 2
2021/7/26, 15, 8, 2
2021/7/27, 17, 6, 2
2021/7/28, 21, 5, 3
2021/7/29, 8, 7, 2
2021/8/1, 8, 5, 1
2021/8/2, 8, 7, 1
2021/8/3, 8, 8, 2
2021/8/4, 12, 7, 1
2021/8/5, 8, 6, 1
2021/8/6, 9, 5, 1
2021/8/7, 11, 3, 1
2021/8/8, 6, 8, 1
2021/8/9, 9, 7, 2
2021/8/10, 17, 6, 1
2021/8/11, 15, 9, 1
2021/8/12, 17, 11, 1
2021/8/13, 24, 7, 1
2021/8/14, 26, 7, 1
2021/8/15, 24, 5, 1
2021/8/16, 16, 3, 1
2021/8/17, 6, 4, 1
2021/8/18, 9, 4, 1
2021/8/19, 8, 6, 1
2021/8/20, 13, 8, 1
2021/8/21, 18, 5, 1
2021/8/22, 20, 7, 1
2021/8/23, 15, 6, 1
2021/8/24, 10, 6, 1
2021/8/25, 14, 5, 1
2021/8/26, 12, 6, 1
2021/8/27, 12, 5, 1
2021/8/28, 12, 5, 2
2021/8/29, 22, 7, 1
2021/8/30, 16, 4, 1
2021/8/31, 7, 4, 1
2021/9/1, 11, 6, 1
2021/9/2, 15, 7, 1
2021/9/3, 18, 5, 1
2021/9/4, 22, 4, 1
2021/9/5, 6, 10, 1
2021/9/6, 16, 10, 2
2021/9/7, 24, 10, 1
2021/9/8, 28, 11, 1
2021/9/9, 27, 11, 1
2021/9/10, 28, 9, 1
2021/9/11, 29, 6, 2
2021/9/12, 23, 8, 1
2021/9/13, 21, 12, 1
2021/9/14, 31, 12, 2
2021/9/15, 31, 11, 2
2021/9/16, 28, 6, 1
2021/9/17, 12, 5, 1
2021/9/18, 8, 3, 1
2021/9/19, 14, 6, 2
2021/9/20, 11, 6, 1
2021/9/21, 16, 7, 2
2021/9/22, 15, 5, 2
2021/9/23, 16, 5, 2
2021/9/24, 18, 8, 2
2021/9/25, 20, 6, 2
2021/9/26, 29, 8, 2
2021/9/27, 28, 9, 2
2021/9/28, 21, 10, 2
2021/9/29, 27, , 
2021/4/1, 33, 7, 2
2021/4/2, 21, 4, 2
2021/4/3, 15, 5, 3
2021/4/4, 15, 3, 3
2021/4/5, 13, 4, 2
2021/4/6, 14, 5, 3
2021/4/7, 13, 5, 3
2021/4/8, 16, 7, 3
2021/4/9, 15, 9, 3
2021/4/10, 20, 8, 5
2021/4/11, 24, 11, 4
2021/4/12, 29, 6, 2
2021/4/13, 14, 6, 2
2021/4/14, 14, 6, 1
2021/4/15, 11, 5, 1
2021/4/16, 16, 6, 1
2021/4/17, 25, 6, 4
2021/4/18, 24, 12, 4
2021/4/19, 41, 11, 4
2021/4/20, 33, 7, 5
2021/4/21, 24, 6, 2
2021/4/22, 20, 4, 2
2021/4/23, 18, 5, 3
2021/4/24, 23, 5, 3
2021/4/25, 19, 6, 3
2021/4/26, 21, 8, 4
2021/4/27, 25, 12, 5
2021/4/28, 28, 13, 7
2021/4/29, 37, 6, 1
2021/4/30, 16, 6, 3
2021/5/1, 35, 3, 1
2021/5/2, 15, 3, 1
2021/5/3, 10, 6, 3
2021/5/4, 18, 4, 2
2021/5/5, 11, 3, 2
2021/5/6, 8, 3, 1
2021/5/7, 8, 6, 3
2021/5/8, 17, 7, 4
2021/5/9, 20, 11, 3
2021/5/10, 17, 9, 2
2021/5/11, 20, 10, 3
2021/5/12, 26, 5, 2
2021/5/13, 30, 4, 1
2021/5/14, 18, , 
2021/5/18, 9, 6, 1
2021/5/19, 15, 6, 1
2021/5/20, 12, 6, 1
2021/5/21, 12, 6, 1
2021/5/22, 13, 5, 1
2021/5/23, 11, 7, 1
2021/5/24, 12, 6, 1
2021/5/25, 11, 4, 1
2021/5/26, 9, 4, 1
2021/5/27, 10, 6, 1
2021/5/28, 16, 4, 1
2021/5/29, 11, 4, 1
2021/5/30, 14, 6, 2
2021/5/31, 14, 11, 2
2021/6/1, 23, 11, 2
2021/6/2, 22, 7, 1
2021/6/3, 18, 9, 1
2021/6/4, 22, 8, 1
2021/6/5, 24, 7, 1
2021/6/6, 21, 8, 1
2021/6/7, 20, 8, 2
2021/6/8, 24, 8, 1
2021/6/9, 20, 8, 1
2021/6/10, 17, 7, 1
2021/6/11, 16, 4, 1
2021/6/12, 11, 3, 1
2021/6/13, 10, 5, 1
2021/6/14, 14, 9, 2
2021/6/15, 21, 10, 3
2021/6/16, 30, 9, 1
2021/6/17, 25, 8, 1
2021/6/18, 21, 6, 2
2021/6/19, 21, 4, 2
2021/6/20, 16, 6, 2
2021/6/21, 21, 8, 2
2021/6/22, 25, 5, 2
2021/6/23, 28, 6, 2
2021/6/24, 31, 6, 1
2021/6/25, 17, 5, 2
2021/6/26, 16, 5, 2
2021/6/27, 16, 7, 3
2021/6/28, 20, 8, 2
2021/6/29, 23, 4, 2
2021/6/30, 11, 6, 2
2021/1/4, 56, 9, 3
2021/1/5, 20, 9, 7
2021/1/6, 40, 9, 3
2021/1/7, 23, 10, 3
2021/1/8, 17, 9, 3
2021/1/9, 30, 10, 6
2021/1/10, 45, 13, 12
2021/1/11, 69, 6, 3
2021/1/12, 17, 8, 3
2021/1/13, 14, 8, 3
2021/1/14, 19, 10, 5
2021/1/15, 24, 6, 3
2021/1/16, 16, 9, 6
2021/1/17, 35, 16, 11
2021/1/18, 52, 10, 5
2021/1/19, 20, 9, 2
2021/1/20, 13, 9, 3
2021/1/21, 20, 13, 5
2021/1/22, 27, 13, 6
2021/1/23, 23, 6, 3
2021/1/24, 19, 9, 4
2021/1/25, 19, 9, 3
2021/1/26, 24, 11, 4
2021/1/27, 26, 12, 7
2021/1/28, 32, 13, 6
2021/1/29, 22, 10, 6
2021/1/30, 32, 16, 14
2021/1/31, 45, 19, 11
2021/2/1, 54, 17, 10
2021/2/2, 48, 11, 6
2021/2/3, 22, 8, 2
2021/2/4, 14, 13, 5
2021/2/5, 39, 7, 5
2021/2/6, 19, 4, 3
2021/2/7, 21, 13, 8
2021/2/8, 40, 24, 22
2021/2/9, 79, 22, 18
2021/2/10, 82, 9, 4
2021/2/11, 39, 14, 6
2021/2/12, 48, 10, 3
2021/2/13, 35, 7, 2
2021/2/14, 30, 20, 13
2021/2/15, 64, 20, 18
2021/2/16, 61, 10, 5
2021/2/17, 28, 16, 5
2021/2/18, 34, 16, 6
2021/2/19, 43, 17, 7
2021/2/20, 40, 13, 9
2021/2/21, 50, 18, 10
2021/2/22, 64, 13, 6
2021/2/23, 44, 19, 8
