date, pm10, no2, so2
2018/7/23, 26, 7, 3
2018/7/24, 26, 7, 3
2018/7/25, 23, 11, 2
2018/7/26, 22, 9, 2
2018/7/27, 19, 7, 2
2018/7/28, 18, 6, 2
2018/7/29, 22, 10, 2
2018/7/30, 22, 8, 2
2018/7/31, 20, 7, 3
2018/8/1, 22, 8, 2
2018/8/2, 24, 11, 2
2018/8/3, 23, 9, 2
2018/8/4, 28, 5, 2
2018/8/5, 19, 8, 2
2018/8/6, 14, 11, 2
2018/8/7, 19, 11, 2
2018/8/8, 19, 10, 2
2018/8/9, 27, 12, 2
2018/8/10, 22, 6, 2
2018/8/11, 14, 5, 2
2018/8/12, 15, 10, 2
2018/8/13, 20, 12, 2
2018/8/14, 22, 5, 1
2018/8/15, 12, 9, 2
2018/8/16, 18, 10, 2
2018/8/17, 22, 12, 3
2018/8/18, 31, 8, 3
2018/8/19, 29, 14, 3
2018/8/20, 26, 8, 2
2018/8/21, 19, 9, 2
2018/8/22, 21, 10, 2
2018/8/23, 24, 11, 2
2018/8/24, 28, 6, 2
2018/8/25, 16, 5, 2
2018/8/26, 10, 7, 2
2018/8/27, 16, 10, 2
2018/8/28, 20, 12, 2
2018/8/29, 27, 10, 2
2018/8/30, 23, 8, 2
2018/8/31, 20, 7, 2
2018/9/1, 23, 8, 2
2018/9/2, 30, 11, 2
2018/9/3, 26, 13, 2
2018/9/4, 27, 11, 5
2018/9/5, 29, 12, 4
2018/9/6, 27, 12, 3
2018/9/7, 31, 10, 2
2018/9/8, 30, 9, 3
2018/9/9, 22, 10, 3
2018/9/10, 25, 13, 3
2018/9/11, 24, 10, 2
2018/9/12, 22, 15, 4
2018/9/13, 33, 12, 2
2018/9/14, 24, 7, 1
2018/9/15, 13, 8, 2
2018/9/16, 20, 11, 2
2018/9/17, 22, 11, 2
2018/9/18, 29, 11, 2
2018/9/19, 31, 13, 2
2018/9/20, 46, 9, 3
2018/9/21, 19, 4, 2
2018/9/22, 9, 3, 2
2018/9/23, 9, 4, 2
2018/9/24, 7, 6, 1
2018/9/25, 17, 5, 3
2018/9/26, 15, 10, 6
2018/9/27, 25, 6, 4
2018/9/28, 22, 8, 5
2018/9/29, 22, 9, 7
2018/9/30, 38, 10, 7
2018/4/1, 16, 6, 3
2018/4/2, 17, 15, 8
2018/4/3, 33, 14, 8
2018/4/4, 36, 8, 5
2018/4/5, 19, 8, 3
2018/4/6, 22, 12, 7
2018/4/7, 38, 8, 4
2018/4/8, 27, 17, 6
2018/4/9, 39, 13, 5
2018/4/10, 37, 17, 5
2018/4/11, 32, 18, 5
2018/4/12, 41, 13, 3
2018/4/13, 38, 10, 3
2018/4/14, 19, 10, 4
2018/4/15, 33, 16, 3
2018/4/16, 51, 7, 1
2018/4/17, 26, 8, 2
2018/4/18, 22, 7, 2
2018/4/19, 25, 13, 5
2018/4/20, 19, 6, 4
2018/4/21, 25, 7, 4
2018/4/22, 20, 13, 5
2018/4/23, 31, 7, 4
2018/4/24, 24, 5, 3
2018/4/25, 22, 7, 4
2018/4/26, 18, 9, 4
2018/4/27, 17, 11, 5
2018/4/28, 27, 10, 5
2018/4/29, 31, 10, 5
2018/4/30, 31, 6, 5
2018/5/1, 25, 11, 5
2018/5/2, 30, 7, 5
2018/5/3, 30, 4, 4
2018/5/4, 22, 4, 5
2018/5/5, 14, 4, 4
2018/5/6, 14, 8, 4
2018/5/7, 16, 9, 5
2018/5/8, 24, 8, 4
2018/5/9, 23, 10, 4
2018/5/10, 25, 11, 4
2018/5/11, 30, 11, 5
2018/5/12, 27, 5, 4
2018/5/13, 17, 7, 4
2018/5/14, 17, 12, 4
2018/5/15, 24, 12, 4
2018/5/16, 20, 6, 4
2018/5/17, 15, 6, 4
2018/5/18, 22, 3, 4
2018/5/19, 17, 5, 4
2018/5/20, 16, 7, 4
2018/5/21, 15, 12, 5
2018/5/22, 23, 13, 5
2018/5/23, 26, 7, 5
2018/5/24, 16, 8, 5
2018/5/25, 16, 8, 5
2018/5/26, 20, 7, 5
2018/5/27, 29, 9, 6
2018/5/28, 24, 12, 6
2018/5/29, 24, 11, 5
2018/5/30, 29, 7, 6
2018/5/31, 32, 9, 5
2018/6/1, 24, 6, 5
2018/6/2, 24, 4, 4
2018/6/3, 18, 7, 5
2018/6/4, 21, 8, 5
2018/6/5, 24, 6, 5
2018/6/6, 14, 8, 3
2018/6/7, 32, 13, 2
2018/6/8, 29, 9, 2
2018/6/9, 29, 5, 2
2018/6/10, 24, 8, 2
2018/6/11, 24, 11, 2
2018/6/12, 25, 10, 2
2018/6/13, 24, 6, 1
2018/6/14, 17, 7, 1
2018/6/15, 18, 8, 1
2018/6/16, 20, 7, 
2018/6/17, 22, 9, 2
2018/6/18, 26, 7, 2
2018/6/19, 20, 9, 2
2018/6/20, 23, 7, 2
2018/6/21, 28, 5, 1
2018/6/22, 11, 4, 1
2018/6/23, 10, 2, 1
2018/6/24, 8, 5, 2
2018/6/25, 10, 6, 1
2018/6/26, 11, 7, 2
2018/6/27, 14, 9, 1
2018/6/28, 19, 7, 2
2018/6/29, 19, 2, 3
2018/6/30, 11, 3, 2
2018/1/1, 24, 13, 15
2018/1/2, 59, 7, 5
2018/1/3, 16, 7, 5
2018/1/4, 14, 8, 5
2018/1/5, 21, 14, 11
2018/1/6, 55, 8, 7
2018/1/7, 38, 9, 6
2018/1/8, 19, 13, 7
2018/1/9, 30, 16, 12
2018/1/10, 64, 12, 14
2018/1/11, 81, 8, 6
2018/1/12, 27, 6, 6
2018/1/13, 19, 7, 8
2018/1/14, 25, 13, 14
2018/1/15, 51, 12, 15
2018/1/16, 47, 8, 6
2018/1/17, 18, 6, 5
2018/1/18, 13, 9, 5
2018/1/19, 24, 13, 11
2018/1/20, 42, 13, 12
2018/1/21, 52, 13, 10
2018/1/22, 39, 21, 20
2018/1/23, 70, 13, 14
2018/1/24, 52, 11, 10
2018/1/25, 30, 20, 22
2018/1/26, 80, 14, 11
2018/1/27, 79, 6, 5
2018/1/28, 25, 7, 4
2018/1/29, 12, 4, 3
2018/1/30, 10, 9, 6
2018/1/31, 24, 11, 5
2018/2/1, 28, 13, 9
2018/2/2, 31, 16, 14
2018/2/3, 68, 8, 6
2018/2/4, 30, 12, 9
2018/2/5, 33, 20, 22
2018/2/6, 77, 20, 14
2018/2/7, 64, 16, 13
2018/2/8, 73, 21, 22
2018/2/9, 76, 20, 20
2018/2/10, 86, 16, 20
2018/2/11, 95, 17, 17
2018/2/12, 60, 20, 12
2018/2/13, 60, 13, 6
2018/2/14, 42, 15, 10
2018/2/15, 44, 13, 12
2018/2/16, 48, 9, 12
2018/2/17, 33, , 
2018/2/19, 37, 17, 15
2018/2/20, 56, 15, 9
2018/2/21, 51, 9, 4
2018/2/22, 32, 10, 5
2018/2/23, 41, 7, 7
2018/2/24, 35, 7, 7
2018/2/25, 36, 10, 6
2018/2/26, 41, 6, 4
2018/2/27, 26, 8, 7
2018/2/28, 34, 15, 19
2018/3/1, 65, 16, 13
2018/3/2, 63, 20, 23
2018/3/3, 79, 20, 29
2018/3/4, 94, 28, 26
2018/3/5, 104, 30, 26
2018/3/6, 108, 17, 15
2018/3/7, 80, 13, 8
2018/3/8, 37, 13, 11
2018/3/9, 42, 16, 14
2018/3/10, 55, 13, 13
2018/3/11, 48, 10, 6
2018/3/12, 20, 7, 5
2018/3/13, 19, 11, 5
2018/3/14, 31, 14, 7
2018/3/15, 39, 11, 5
2018/3/16, 27, 6, 7
2018/3/17, 17, 4, 8
2018/3/18, 16, 8, 9
2018/3/19, 24, 10, 10
2018/3/20, 43, 10, 7
2018/3/21, 37, 12, 10
2018/3/22, 40, 19, 18
2018/3/23, 72, 15, 12
2018/3/24, 54, 8, 7
2018/3/25, 35, 12, 12
2018/3/26, 49, 9, 4
2018/3/27, 33, 13, 10
2018/3/28, 43, 13, 6
2018/3/29, 31, 11, 7
2018/3/30, 31, 9, 6
2018/3/31, 25, 4, 2
2017/10/1, 39, 8, 3
2017/10/2, 37, 6, 1
2017/10/3, 27, 5, 2
2017/10/4, 13, 5, 2
2017/10/5, 12, 5, 2
2017/10/6, 12, 5, 2
2017/10/7, 14, 3, 2
2017/10/8, 11, 7, 3
2017/10/9, 15, 7, 5
2017/10/10, 18, 6, 4
2017/10/11, 15, 5, 2
2017/10/12, 14, 8, 3
2017/10/13, 25, 9, 4
2017/10/14, 31, 8, 5
2017/10/15, 25, 8, 3
2017/10/16, 35, 12, 3
2017/10/17, 37, 15, 3
2017/10/18, 54, 9, 3
2017/10/19, 59, 14, 4
2017/10/20, 61, 10, 3
2017/10/21, 41, 8, 3
2017/10/22, 34, 9, 6
2017/10/23, 27, 9, 4
2017/10/24, 27, 9, 5
2017/10/25, 28, 9, 3
2017/10/26, 21, 8, 2
2017/10/27, 15, 3, 2
2017/10/28, 9, 2, 2
2017/10/29, 5, 4, 2
2017/10/30, 11, 7, 3
2017/10/31, 20, 6, 4
2017/11/1, 20, 7, 2
2017/11/2, 20, 9, 3
2017/11/3, 25, 10, 5
2017/11/4, 35, 10, 6
2017/11/5, 23, 13, 7
2017/11/6, 42, 11, 5
2017/11/7, 38, 10, 4
2017/11/8, 32, 12, 9
2017/11/9, 45, 7, 5
2017/11/10, 21, 3, 2
2017/11/11, 9, 6, 4
2017/11/12, 16, 9, 4
2017/11/13, 23, 9, 4
2017/11/14, 34, 13, 11
2017/11/15, 56, 17, 12
2017/11/16, 71, 13, 7
2017/11/17, 49, 8, 6
2017/11/18, 26, 4, 5
2017/11/19, 12, 7, 3
2017/11/20, 15, 9, 4
2017/11/21, 21, 10, 6
2017/11/22, 26, 13, 11
2017/11/23, 53, 10, 6
2017/11/24, 30, 10, 8
2017/11/25, 43, 6, 4
2017/11/26, 21, 12, 7
2017/11/27, 46, 16, 12
2017/11/28, 45, 18, 14
2017/11/29, 67, 16, 8
2017/11/30, 45, 12, 7
2017/12/1, 37, 16, 14
2017/12/2, 77, 12, 10
2017/12/3, 52, 8, 5
2017/12/4, 20, 9, 4
2017/12/5, 18, 8, 4
2017/12/6, 18, 7, 5
2017/12/7, 16, 12, 7
2017/12/8, 29, 9, 6
2017/12/9, 26, 4, 4
2017/12/10, 13, 3, 3
2017/12/11, 9, 4, 3
2017/12/12, 11, 14, 9
2017/12/13, 37, 4, 3
2017/12/14, 11, 16, 12
2017/12/15, 35, 13, 10
2017/12/16, 71, 11, 13
2017/12/17, 43, 15, 10
2017/12/18, 57, 13, 9
2017/12/19, 59, 13, 8
2017/12/20, 50, 11, 5
2017/12/21, 28, 8, 3
2017/12/22, 22, 5, 3
2017/12/23, 15, 4, 3
2017/12/24, 12, 7, 5
2017/12/25, 20, 8, 10
2017/12/26, 43, 9, 8
2017/12/27, 35, 9, 6
2017/12/28, 14, 9, 4
2017/12/29, 27, 10, 12
2017/12/30, 39, , 
2017/7/1, 9, 2, 2
2017/7/2, 8, 4, 2
2017/7/3, 11, 7, 2
2017/7/4, 15, 7, 3
2017/7/5, 18, 7, 2
2017/7/6, 19, 10, 3
2017/7/7, 20, 5, 3
2017/7/8, 19, 5, 3
2017/7/9, 18, 9, 2
2017/7/10, 21, 7, 2
2017/7/11, 20, 5, 2
2017/7/12, 15, 5, 2
2017/7/13, 11, 6, 3
2017/7/14, 16, 7, 4
2017/7/15, 16, 5, 2
2017/7/16, 14, 6, 2
2017/7/17, 16, 9, 3
2017/7/18, 19, 11, 2
2017/7/19, 23, 10, 3
2017/7/20, 28, 8, 1
2017/7/21, 20, 6, 2
2017/7/22, 21, 3, 2
2017/7/23, 16, 8, 2
2017/7/24, 16, 4, 1
2017/7/25, 12, 4, 1
2017/7/26, 8, 5, 2
2017/7/27, 9, 7, 2
2017/7/28, 13, 6, 2
2017/7/29, 16, 6, 2
2017/7/30, 22, 9, 2
2017/7/31, 19, 9, 2
2017/8/1, 27, 13, 3
2017/8/2, 35, 9, 1
2017/8/3, 29, 8, 2
2017/8/4, 23, 6, 2
2017/8/5, 20, 4, 1
2017/8/6, 9, 6, 2
2017/8/7, 14, 5, 1
2017/8/8, 14, 9, 2
2017/8/9, 24, 9, 2
2017/8/10, 30, 6, 2
2017/8/11, 23, 5, 1
2017/8/12, 10, 3, 1
2017/8/13, 11, 8, 2
2017/8/14, 17, 5, 2
2017/8/15, 15, 8, 2
2017/8/16, 17, 9, 2
2017/8/17, 27, 9, 1
2017/8/18, 26, 8, 1
2017/8/19, 20, 5, 1
2017/8/20, 13, 5, 1
2017/8/21, 11, 5, 1
2017/8/22, 13, 7, 2
2017/8/23, 13, 7, 2
2017/8/24, 18, 10, 3
2017/8/25, 25, 11, 2
2017/8/26, 35, 4, 2
2017/8/27, 22, 6, 1
2017/8/28, 15, 8, 2
2017/8/29, 22, 14, 2
2017/8/30, 25, 15, 2
2017/8/31, 30, 5, 2
2017/9/1, 17, 3, 1
2017/9/2, 6, 4, 2
2017/9/3, 13, 4, 2
2017/9/4, 9, 7, 2
2017/9/5, 17, , 
2017/9/10, 28, 8, 2
2017/9/11, 21, 6, 1
2017/9/12, 13, 3, 2
2017/9/13, 7, 2, 1
2017/9/14, 7, 6, 2
2017/9/15, 12, 10, 2
2017/9/16, 25, 5, 2
2017/9/17, 15, 7, 2
2017/9/18, 16, 12, 3
2017/9/19, 32, 7, 2
2017/9/20, 18, 6, 2
2017/9/21, 21, 7, 2
2017/9/22, 18, 7, 2
2017/9/23, 21, 6, 3
2017/9/24, 25, 7, 3
2017/9/25, 22, 9, 4
2017/9/26, 29, 10, 3
2017/9/27, 28, 10, 4
2017/9/28, 28, 13, 4
2017/9/29, 48, 12, 4
2017/9/30, 48, 10, 3
2017/4/1, 34, 13, 6
2017/4/2, 34, 11, 5
2017/4/3, 26, 9, 3
2017/4/4, 25, 11, 5
2017/4/5, 47, 6, 2
2017/4/6, 14, 7, 2
2017/4/7, 14, 5, 2
2017/4/8, 15, 9, 6
2017/4/9, 40, 7, 5
2017/4/10, 31, 4, 1
2017/4/11, 13, 5, 3
2017/4/12, 16, 6, 2
2017/4/13, 16, 7, 3
2017/4/14, 17, 6, 5
2017/4/15, 28, 2, 1
2017/4/16, 12, 4, 3
2017/4/17, 21, 7, 3
2017/4/18, 16, 5, 2
2017/4/19, 12, 6, 3
2017/4/20, 17, 8, 5
2017/4/21, 31, 4, 2
2017/4/22, 16, 3, 2
2017/4/23, 11, 6, 3
2017/4/24, 14, 13, 8
2017/4/25, 34, 10, 2
2017/4/26, 16, 14, 4
2017/4/27, 19, 11, 3
2017/4/28, 16, 8, 4
2017/4/29, 22, 7, 6
2017/4/30, 31, 4, 3
2017/5/1, 19, 8, 4
2017/5/2, 26, 5, 3
2017/5/3, 32, 9, 3
2017/5/4, 28, 14, 4
2017/5/5, 30, 7, 4
2017/5/6, 28, 5, 2
2017/5/7, 25, 3, 1
2017/5/8, 10, 4, 2
2017/5/9, 12, 7, 4
2017/5/10, 24, 14, 7
2017/5/11, 33, 14, 4
2017/5/12, 31, 7, 3
2017/5/13, 31, 7, 3
2017/5/14, 29, 12, 4
2017/5/15, 29, 7, 2
2017/5/16, 24, 9, 2
2017/5/17, 28, 11, 3
2017/5/18, 28, 11, 3
2017/5/19, 29, 6, 1
2017/5/20, 29, 2, 1
2017/5/21, 11, 6, 3
2017/5/22, 18, 11, 2
2017/5/23, 34, 5, 1
2017/5/24, 18, 4, 1
2017/5/25, 13, 6, 1
2017/5/26, 17, 7, 3
2017/5/27, 18, 7, 1
2017/5/28, 25, 6, 2
2017/5/29, 17, 5, 3
2017/5/30, 22, 5, 1
2017/5/31, 16, 5, 1
2017/6/1, 12, 9, 3
2017/6/2, 17, 9, 3
2017/6/3, 27, 5, 2
2017/6/4, 22, 5, 1
2017/6/5, 15, 6, 2
2017/6/6, 22, 3, 1
2017/6/7, 8, 7, 2
2017/6/8, 12, 9, 2
2017/6/9, 22, 7, 2
2017/6/10, 19, 4, 1
2017/6/11, 15, 7, 2
2017/6/12, 20, 4, 2
2017/6/13, 13, 6, 1
2017/6/14, 15, 5, 2
2017/6/15, 21, 8, 2
2017/6/16, 21, 2, 1
2017/6/17, 10, 3, 1
2017/6/18, 11, 6, 2
2017/6/19, 18, 7, 2
2017/6/20, 23, 6, 2
2017/6/21, 16, 7, 3
2017/6/22, 23, 5, 2
2017/6/23, 18, 5, 2
2017/6/24, 21, 4, 2
2017/6/25, 19, 4, 3
2017/6/26, 14, 6, 3
2017/6/27, 17, 8, 3
2017/6/28, 26, 3, 2
2017/6/29, 13, 3, 3
2017/6/30, 10, 4, 2
2017/1/2, 49, 9, 6
2017/1/3, 26, 5, 3
2017/1/4, 9, 5, 5
2017/1/5, 18, 8, 12
2017/1/6, 38, 17, 28
2017/1/7, 114, 23, 48
2017/1/8, 170, 28, 47
2017/1/9, 236, 33, 50
2017/1/10, 257, 27, 45
2017/1/11, 193, 9, 9
2017/1/12, 25, 6, 8
2017/1/13, 18, 7, 5
2017/1/14, 22, 7, 8
2017/1/15, 22, 15, 17
2017/1/16, 42, 17, 18
2017/1/17, 64, 11, 10
2017/1/18, 41, 15, 18
2017/1/19, 66, 23, 23
2017/1/20, 88, 23, 27
2017/1/21, 105, 21, 36
2017/1/22, 133, 24, 34
2017/1/23, 106, 14, 12
2017/1/24, 70, 16, 16
2017/1/25, 95, 19, 25
2017/1/26, 93, 29, 38
2017/1/27, 140, 23, 35
2017/1/28, 148, 20, 34
2017/1/29, 120, 27, 38
2017/1/30, 123, 30, 39
2017/1/31, 119, 36, 42
2017/2/1, 158, 25, 25
2017/2/2, 99, 23, 17
2017/2/3, 94, 14, 11
2017/2/4, 52, 14, 13
2017/2/5, 50, 13, 11
2017/2/6, 62, 10, 6
2017/2/7, 44, 10, 11
2017/2/8, 36, 12, 13
2017/2/9, 47, 16, 16
2017/2/10, 58, 12, 16
2017/2/11, 57, 10, 14
2017/2/12, 59, 15, 15
2017/2/13, 58, 26, 22
2017/2/14, 121, 29, 26
2017/2/15, 159, 20, 24
2017/2/16, 97, 18, 13
2017/2/17, 64, 13, 7
2017/2/18, 48, 9, 8
2017/2/19, 41, 7, 5
2017/2/20, 22, 7, 5
2017/2/21, 15, 6, 4
2017/2/22, 13, 6, 3
2017/2/23, 12, 3, 2
2017/2/24, 12, 7, 5
2017/2/25, 26, 4, 5
2017/2/26, 18, 8, 6
2017/2/27, 25, 10, 6
2017/2/28, 36, 5, 3
2017/3/1, 17, 4, 3
2017/3/2, 13, 11, 7
2017/3/3, 39, 11, 9
2017/3/4, 38, 4, 2
2017/3/5, 19, 8, 4
2017/3/6, 23, 9, 8
2017/3/7, 41, 10, 7
2017/3/8, 36, 13, 8
2017/3/9, 51, 12, 10
2017/3/10, 49, 4, 3
2017/3/11, 22, 6, 5
2017/3/12, 30, 14, 9
2017/3/13, 45, 12, 6
2017/3/14, 60, 13, 6
2017/3/15, 47, 10, 5
2017/3/16, 31, 9, 9
2017/3/17, 46, 4, 2
2017/3/18, 16, 2, 2
2017/3/19, 13, 10, 5
2017/3/20, 29, 10, 5
2017/3/21, 29, 11, 5
2017/3/22, 35, 8, 4
2017/3/23, 25, 11, 6
2017/3/24, 46, 7, 5
2017/3/25, 54, 6, 5
2017/3/26, 25, 11, 6
2017/3/27, 40, 15, 9
2017/3/28, 37, 9, 5
2017/3/29, 35, 8, 3
2017/3/30, 33, 12, 7
2017/3/31, 40, 12, 7
2016/10/1, 32, 7, 2
2016/10/2, 28, 6, 1
2016/10/3, 13, 4, 1
2016/10/4, 8, 4, 1
2016/10/5, 9, 8, 2
2016/10/6, 15, 10, 3
2016/10/7, 35, 9, 3
2016/10/8, 31, 6, 2
2016/10/9, 27, 8, 2
2016/10/10, 18, 10, 3
2016/10/11, 24, 9, 2
2016/10/12, 9, 9, 4
2016/10/13, 15, 11, 4
2016/10/14, 22, 9, 5
2016/10/15, 26, 5, 3
2016/10/16, 20, 11, 5
2016/10/17, 21, 10, 4
2016/10/18, 25, 10, 4
2016/10/19, 31, 13, 4
2016/10/20, 37, 14, 5
2016/10/21, 36, 9, 4
2016/10/22, 30, 12, 7
2016/10/23, 38, 16, 7
2016/10/24, 38, 11, 4
2016/10/25, 38, 12, 4
2016/10/26, 27, 13, 8
2016/10/27, 42, 9, 6
2016/10/28, 49, 5, 3
2016/10/29, 12, 4, 2
2016/10/30, 13, 8, 3
2016/10/31, 20, 6, 5
2016/11/1, 23, 8, 3
2016/11/2, 15, 8, 4
2016/11/3, 15, 14, 10
2016/11/4, 49, 13, 11
2016/11/5, 41, 8, 4
2016/11/6, 27, 10, 4
2016/11/7, 23, 14, 9
2016/11/8, 38, 15, 7
2016/11/9, 79, 15, 12
2016/11/10, 62, 10, 6
2016/11/11, 29, 8, 4
2016/11/12, 31, 9, 7
2016/11/13, 36, 14, 8
2016/11/14, 46, 11, 6
2016/11/15, 69, 7, 3
2016/11/16, 19, 8, 4
2016/11/17, 21, 6, 4
2016/11/18, 21, 13, 7
2016/11/19, 39, 9, 5
2016/11/20, 19, 18, 8
2016/11/21, 41, 20, 8
2016/11/22, 45, 22, 13
2016/11/23, 85, 18, 13
2016/11/24, 98, 12, 6
2016/11/25, 49, 13, 8
2016/11/26, 69, 6, 3
2016/11/27, 21, 6, 4
2016/11/28, 16, 8, 5
2016/11/29, 21, 12, 7
2016/11/30, 25, 14, 5
2016/12/1, 19, 6, 3
2016/12/2, 12, 7, 4
2016/12/3, 22, 16, 11
2016/12/4, 59, 14, 15
2016/12/5, 81, 14, 8
2016/12/6, 46, 12, 7
2016/12/7, 36, 9, 5
2016/12/8, 27, 14, 6
2016/12/9, 29, 8, 5
2016/12/10, 20, 7, 4
2016/12/11, 15, 10, 4
2016/12/12, 20, 14, 12
2016/12/13, 52, 11, 7
2016/12/14, 36, 15, 7
2016/12/15, 36, 16, 12
2016/12/16, 50, 14, 15
2016/12/17, 60, 12, 13
2016/12/18, 57, 13, 11
2016/12/19, 56, 18, 14
2016/12/20, 70, 16, 10
2016/12/21, 54, 10, 7
2016/12/22, 32, 13, 13
2016/12/23, 48, 9, 6
2016/12/24, 21, 6, 4
2016/12/25, 16, 6, 4
2016/12/26, 12, 4, 3
2016/12/27, 12, 5, 4
2016/12/28, 20, 13, 11
2016/12/29, 44, 16, 15
2016/12/30, 83, 13, 16
2016/12/31, 70, 11, 11
2017/1/1, 32, 13, 9
2016/7/1, 19, 5, 
2016/7/2, 20, 3, 
2016/7/3, 9, 6, 1
2016/7/4, 11, 6, 1
2016/7/5, 13, 4, 1
2016/7/6, 12, 5, 
2016/7/7, 9, 8, 2
2016/7/8, 17, 4, 1
2016/7/9, 13, 5, 2
2016/7/10, 13, 8, 2
2016/7/11, 17, 6, 2
2016/7/12, 14, 6, 2
2016/7/13, 14, 4, 2
2016/7/14, 10, 4, 1
2016/7/15, 9, 4, 1
2016/7/16, 11, 4, 1
2016/7/17, 12, 5, 1
2016/7/18, 13, 5, 1
2016/7/19, 13, 6, 1
2016/7/20, 16, 9, 4
2016/7/21, 21, 10, 2
2016/7/22, 27, 9, 3
2016/7/23, 22, 6, 2
2016/7/24, 21, 8, 2
2016/7/25, 23, 8, 1
2016/7/26, 22, 7, 1
2016/7/27, 22, 8, 2
2016/7/28, 26, 7, 1
2016/7/29, 21, 5, 
2016/7/30, 16, 8, 
2016/7/31, 28, 6, 1
2016/8/1, 15, 5, 1
2016/8/2, 17, 6, 1
2016/8/3, 13, 7, 1
2016/8/4, 12, 8, 1
2016/8/5, 23, 4, 
2016/8/6, 14, 5, 
2016/8/7, 13, 8, 1
2016/8/8, 18, 6, 1
2016/8/9, 17, 8, 1
2016/8/10, 14, 6, 1
2016/8/11, 12, 6, 1
2016/8/12, 14, 5, 1
2016/8/13, 13, 4, 1
2016/8/14, 14, 5, 1
2016/8/15, 13, 8, 1
2016/8/16, 14, 9, 1
2016/8/17, 18, 8, 1
2016/8/18, 22, 14, 1
2016/8/19, 31, 8, 1
2016/8/20, 24, 5, 1
2016/8/21, 23, 6, 
2016/8/22, 14, 5, 
2016/8/23, 17, 9, 2
2016/8/24, 21, 11, 1
2016/8/25, 18, 12, 1
2016/8/26, 27, 8, 
2016/8/27, 28, 5, 1
2016/8/28, 27, 8, 1
2016/8/29, 23, 8, 
2016/8/30, 19, 11, 2
2016/8/31, 23, 11, 1
2016/9/1, 27, 11, 1
2016/9/2, 28, 9, 1
2016/9/3, 32, 5, 1
2016/9/4, 20, 5, 
2016/9/5, 10, 7, 
2016/9/6, 18, 11, 1
2016/9/7, 28, 10, 1
2016/9/8, 29, 11, 1
2016/9/9, 31, 12, 2
2016/9/10, 44, 11, 2
2016/9/11, 38, 17, 2
2016/9/12, 39, 18, 2
2016/9/13, 43, 15, 2
2016/9/14, 31, 14, 2
2016/9/15, 30, 15, 1
2016/9/16, 44, 12, 1
2016/9/17, 31, 5, 1
2016/9/18, 27, 8, 1
2016/9/19, 24, 8, 1
2016/9/20, 17, 10, 1
2016/9/21, 22, 7, 1
2016/9/22, 24, 10, 2
2016/9/23, 26, 11, 3
2016/9/24, 39, 9, 1
2016/9/25, 36, 12, 2
2016/9/26, 29, 14, 4
2016/9/27, 40, 8, 3
2016/9/28, 32, 8, 3
2016/9/29, 16, 11, 2
2016/9/30, 25, 9, 2
2016/4/1, 25, 11, 7
2016/4/2, 38, 16, 11
2016/4/3, 36, 17, 11
2016/4/4, 39, 15, 10
2016/4/5, 46, 13, 9
2016/4/6, 43, 13, 9
2016/4/7, 45, 15, 8
2016/4/8, 34, 9, 7
2016/4/9, 23, 6, 6
2016/4/10, 33, 11, 7
2016/4/11, 48, 12, 10
2016/4/12, 59, 12, 11
2016/4/13, 39, 13, 4
2016/4/14, 42, 7, 2
2016/4/15, 24, 10, 4
2016/4/16, 20, 7, 3
2016/4/17, 31, 8, 1
2016/4/18, 17, 7, 1
2016/4/19, 33, 5, 1
2016/4/20, 19, 9, 4
2016/4/21, 27, 9, 4
2016/4/22, 24, 12, 9
2016/4/23, 35, 4, 4
2016/4/24, 19, 7, 6
2016/4/25, 21, 10, 7
2016/4/26, 31, 8, 4
2016/4/27, 17, 6, 3
2016/4/28, 15, 11, 5
2016/4/29, 28, 9, 4
2016/4/30, 29, 5, 4
2016/5/1, 26, 9, 5
2016/5/2, 27, 5, 4
2016/5/3, 26, 7, 3
2016/5/4, 23, 8, 3
2016/5/5, 26, 13, 4
2016/5/6, 30, 9, 4
2016/5/7, 30, 5, 4
2016/5/8, 17, 8, 3
2016/5/9, 19, 10, 3
2016/5/10, 27, 11, 5
2016/5/11, 28, 11, 6
2016/5/12, 27, 8, 5
2016/5/13, 21, 3, 
2016/5/14, 20, 3, 
2016/5/15, 13, 6, 1
2016/5/16, 16, 6, 1
2016/5/17, 18, 9, 3
2016/5/18, 26, 12, 3
2016/5/19, 35, 11, 2
2016/5/20, 34, 11, 2
2016/5/21, 28, 9, 2
2016/5/22, 31, 11, 3
2016/5/23, 26, 11, 4
2016/5/24, 29, 6, 2
2016/5/25, 26, 5, 1
2016/5/26, 30, 7, 1
2016/5/27, 26, 5, 2
2016/5/28, 20, 7, 3
2016/5/29, 20, 10, 3
2016/5/30, 20, 10, 4
2016/5/31, 23, 9, 2
2016/6/1, 18, 11, 2
2016/6/2, 18, 8, 3
2016/6/3, 20, 9, 2
2016/6/4, 22, 7, 1
2016/6/5, 30, 6, 
2016/6/6, 14, 10, 1
2016/6/7, 15, 10, 3
2016/6/8, 21, 8, 2
2016/6/9, 21, 7, 3
2016/6/10, 19, 6, 3
2016/6/11, 18, 7, 3
2016/6/12, 22, 9, 4
2016/6/13, 19, 11, 4
2016/6/14, 26, 7, 2
2016/6/15, 23, 7, 
2016/6/16, 13, 6, 
2016/6/17, 18, 6, 1
2016/6/18, 10, 6, 
2016/6/19, 19, 6, 
2016/6/20, 16, 7, 
2016/6/21, 18, 7, 1
