date, pm10, o3, no2, so2
2021/5/27, 8, 29, 5, 1
2021/5/28, 10, 30, 4, 1
2021/5/29, 7, 22, 4, 1
2021/5/30, 10, 30, 5, 1
2021/5/31, 14, 37, 5, 2
2021/6/1, 14, 40, 2, 1
2021/6/2, 11, 41, 1, 1
2021/6/3, 11, 46, 3, 1
2021/6/4, 13, 45, 3, 1
2021/6/5, 13, 41, 2, 1
2021/6/6, 11, 49, 3, 1
2021/6/7, 13, 51, 5, 4
2021/6/8, 17, 36, 6, 2
2021/6/9, 17, 38, 5, 2
2021/6/10, 13, 36, 4, 2
2021/6/11, 11, 39, 4, 2
2021/6/12, 11, 26, 3, 1
2021/6/13, 10, 32, 4, 1
2021/6/14, 12, 44, 3, 1
2021/6/15, 12, 46, 4, 2
2021/6/16, 16, 47, 2, 1
2021/6/17, 15, 52, 2, 1
2021/6/18, 14, 38, 3, 1
2021/6/19, 13, 45, 2, 1
2021/6/20, 14, 46, 3, 1
2021/6/21, 15, 39, 4, 1
2021/6/22, 16, 22, 8, 1
2021/6/23, 21, 47, 5, 1
2021/6/24, 28, 26, 5, 1
2021/6/25, 18, 30, 4, 1
2021/6/26, 17, 38, 4, 2
2021/6/27, 12, 45, 4, 1
2021/6/28, 14, 46, 3, 1
2021/6/29, 16, 37, 4, 2
2021/6/30, 8, 29, 6, 4
2021/1/4, 45, 2, 10, 4
2021/1/5, 21, 15, 7, 3
2021/1/6, 25, 18, 6, 4
2021/1/7, 14, 18, 4, 3
2021/1/8, 11, 14, 7, 5
2021/1/9, 27, 10, 6, 5
2021/1/10, 18, 14, 8, 5
2021/1/11, 29, 19, 3, 1
2021/1/12, 14, 24, 5, 5
2021/1/13, 10, 23, 10, 4
2021/1/14, 20, 20, 10, 6
2021/1/15, 24, 22, 7, 6
2021/1/16, 18, 18, 8, 8
2021/1/17, 35, 20, 8, 6
2021/1/18, 27, 24, 4, 2
2021/1/19, 12, 27, 2, 2
2021/1/20, 8, 28, 2, 2
2021/1/21, 9, 26, 2, 2
2021/1/22, 10, 27, 2, 2
2021/1/23, 9, 22, 5, 5
2021/1/24, 12, 18, 9, 4
2021/1/25, 22, 19, 7, 6
2021/1/26, 20, 21, 7, 5
2021/1/27, 17, 23, 3, 2
2021/1/28, 9, 16, 7, 3
2021/1/29, 18, 19, 7, 5
2021/1/30, 23, 20, 6, 5
2021/1/31, 34, 19, 16, 8
2021/2/1, 49, 27, 3, 2
2021/2/2, 13, 22, 2, 2
2021/2/3, 7, 24, 6, 4
2021/2/4, 14, 3, 14, 6
2021/2/5, 50, 18, 9, 5
2021/2/6, 38, 19, 8, 6
2021/2/7, 36, 9, 12, 10
2021/2/8, 43, 6, 23, 17
2021/2/9, 84, 16, 26, 17
2021/2/10, 96, 22, 11, 5
2021/2/11, 42, 22, 11, 9
2021/2/12, 41, 22, 9, 8
2021/2/13, 33, 26, 6, 5
2021/2/14, 21, 26, 9, 7
2021/2/15, 21, 30, 3, 2
2021/2/16, 11, 25, 6, 3
2021/2/17, 14, 28, 7, 4
2021/2/18, 17, 28, 5, 2
2021/2/19, 16, 30, 3, 2
2021/2/20, 13, 33, 2, 2
2021/2/21, 12, 31, 3, 3
2021/2/22, 20, 27, 6, 3
2021/2/23, 23, 24, 5, 3
2021/2/24, 36, 31, 2, 2
2021/2/25, 40, 28, 5, 4
2021/2/26, 44, 21, 9, 2
2021/2/27, 16, 22, 6, 4
2021/2/28, 19, 16, 8, 4
2021/3/1, 25, 28, 5, 3
2021/3/2, 15, 28, 6, 4
2021/3/3, 19, 26, 6, 4
2021/3/4, 36, 23, 10, 4
2021/3/5, 20, 25, 5, 4
2021/3/6, 17, 31, 4, 4
2021/3/7, 15, 25, 9, 4
2021/3/8, 25, 29, 5, 6
2021/3/9, 22, 32, 4, 4
2021/3/10, 23, 31, 3, 3
2021/3/11, 20, 28, 3, 4
2021/3/12, 8, 33, 2, 3
2021/3/13, 7, 32, 3, 4
2021/3/14, 7, 24, 5, 4
2021/3/15, 13, 15, 9, 4
2021/3/16, 21, 19, 11, 4
2021/3/17, 23, 24, 8, 5
2021/3/18, 20, 26, 7, 5
2021/3/19, 27, , , 
2021/3/21, 15, 28, 9, 6
2021/3/22, 17, 17, 10, 5
2021/3/23, 24, 13, 10, 5
2021/3/24, 29, 32, 5, 4
2021/3/25, 27, 37, 5, 4
2021/3/26, 29, 40, 3, 3
2021/3/27, 17, 31, 3, 5
2021/3/28, 9, 30, 3, 3
2021/3/29, 13, 27, 6, 4
2021/3/30, 16, 35, 5, 5
2021/3/31, 20, 41, 5, 4
2020/10/1, 7, 31, 3, 2
2020/10/2, 9, 35, , 2
2020/10/3, 18, 28, , 1
2020/10/4, 7, 28, 1, 1
2020/10/5, 7, 23, 1, 1
2020/10/6, 7, 21, 4, 2
2020/10/7, 8, 13, 5, 1
2020/10/8, 11, 18, 3, 2
2020/10/9, 7, 18, 3, 2
2020/10/10, 9, 13, 5, 2
2020/10/11, 13, 17, 9, 2
2020/10/12, 11, 16, 11, 2
2020/10/13, 9, 17, 2, 1
2020/10/14, 3, 13, 3, 2
2020/10/15, 9, 4, 9, 2
2020/10/16, 14, 9, 8, 2
2020/10/17, 11, 17, 3, 2
2020/10/18, 9, 17, 3, 2
2020/10/19, 9, 26, 1, 2
2020/10/20, 8, 28, 1, 2
2020/10/21, 12, 28, 3, 2
2020/10/22, 16, 24, 4, 1
2020/10/23, 19, 22, 4, 2
2020/10/24, 17, 15, 4, 1
2020/10/25, 24, 24, 1, 2
2020/10/26, 7, 23, 6, 2
2020/10/27, 18, 19, 5, 2
2020/10/28, 25, 18, 3, 2
2020/10/29, 8, 16, 3, 2
2020/10/30, 6, 12, 6, 2
2020/10/31, 10, 17, 1, 2
2020/11/1, 7, 15, 2, 1
2020/11/2, 4, 6, 7, 2
2020/11/3, 14, 13, 10, 2
2020/11/4, 17, 15, 6, 2
2020/11/5, 20, 17, 4, 2
2020/11/6, 10, 20, 5, 3
2020/11/7, 14, 24, 3, 3
2020/11/8, 14, 8, 11, 2
2020/11/9, 39, 3, 11, 2
2020/11/10, 31, 20, 3, 2
2020/11/11, 16, 16, 2, 2
2020/11/12, 8, 16, 2, 2
2020/11/13, 9, 16, 2, 2
2020/11/14, 11, 21, 1, 2
2020/11/15, 8, 22, 2, 2
2020/11/16, 11, 15, 3, 2
2020/11/17, 15, 20, 2, 2
2020/11/18, 10, 23, 2, 2
2020/11/19, 10, 19, 10, 4
2020/11/20, 23, 21, 5, 5
2020/11/21, 20, 26, 1, 2
2020/11/22, 7, 23, 5, 5
2020/11/23, 17, 22, 4, 2
2020/11/24, 11, 25, 2, 2
2020/11/25, 9, 16, 4, 2
2020/11/26, 15, 11, 9, 3
2020/11/27, 33, 8, 10, 4
2020/11/28, 28, 6, 8, 5
2020/11/29, 27, 11, 6, 4
2020/11/30, 21, 17, 3, 2
2020/12/1, 15, 11, 13, 6
2020/12/2, 57, 4, 18, 9
2020/12/3, 75, 20, 2, 3
2020/12/4, 8, 25, 2, 2
2020/12/5, 10, 26, 2, 1
2020/12/6, 9, 21, 5, 2
2020/12/7, 14, 18, 7, 2
2020/12/8, 25, 5, 12, 4
2020/12/9, 51, 2, 11, 5
2020/12/10, 47, 10, 6, 2
2020/12/11, 18, 8, 13, 5
2020/12/12, 63, 10, 7, 5
2020/12/13, 26, 17, 4, 2
2020/12/14, 13, 22, 2, 1
2020/12/15, 9, 18, 4, 1
2020/12/16, 16, 10, 4, 2
2020/12/17, 18, 14, 4, 1
2020/12/18, 12, 21, 2, 1
2020/12/19, 14, 20, 4, 2
2020/12/20, 19, 17, 1, 2
2020/12/21, 10, 19, 2, 2
2020/12/22, 7, 10, 4, 1
2020/12/23, 5, 24, 2, 1
2020/12/24, 5, 20, 6, 2
2020/12/25, 13, 21, 4, 3
2020/12/26, 10, 23, 1, 1
2020/12/27, 6, 26, 1, 1
2020/12/28, 5, 25, 1, 1
2020/12/29, 5, 24, 4, 2
2020/12/30, 10, 8, 9, 3
2020/12/31, 26, 17, 4, 2
2021/1/1, 26, 23, 1, 3
2021/1/2, 10, 22, 4, 4
2021/1/3, 18, 18, 12, 4
2020/7/1, 9, 32, 1, 1
2020/7/2, 7, 18, 3, 1
2020/7/3, 11, 38, 2, 1
2020/7/4, 12, 32, 2, 1
2020/7/5, 8, 21, 2, 1
2020/7/6, 7, 22, 3, 1
2020/7/7, 10, 29, 2, 1
2020/7/8, 8, 28, 2, 1
2020/7/9, 7, 43, 1, 2
2020/7/10, 17, 31, 5, 1
2020/7/11, 7, 25, 2, 1
2020/7/12, 10, 23, 3, 2
2020/7/13, 9, 27, 2, 1
2020/7/14, 9, 32, 1, 1
2020/7/15, 9, 28, 3, 1
2020/7/16, 9, 28, 3, 1
2020/7/17, 10, 18, 3, 1
2020/7/18, 13, 23, 2, 1
2020/7/19, 12, 30, 1, 1
2020/7/20, 11, 25, 3, 1
2020/7/21, 16, 38, 3, 1
2020/7/22, 14, 39, 4, 1
2020/7/23, 15, 38, 2, 1
2020/7/24, 13, 44, 3, 2
2020/7/25, 15, 41, 2, 2
2020/7/26, 10, 22, 2, 2
2020/7/27, 8, 40, 1, 1
2020/7/28, 9, 38, 3, 2
2020/7/29, 12, 42, 3, 2
2020/7/30, 15, 36, 4, 2
2020/7/31, 16, 34, 4, 3
2020/8/1, 15, 31, 1, 2
2020/8/2, 11, 28, 3, 1
2020/8/3, 11, 11, 4, 1
2020/8/4, 5, 18, 3, 1
2020/8/5, 8, 20, 4, 1
2020/8/6, 16, 40, 3, 1
2020/8/7, 21, 40, 3, 1
2020/8/8, 21, 41, 2, 1
2020/8/9, 18, 37, 3, 1
2020/8/10, 12, 40, 3, 1
2020/8/11, 11, 42, 4, 1
2020/8/12, 14, 46, 3, 1
2020/8/13, 15, 36, 4, 1
2020/8/14, 14, 35, 2, 
2020/8/15, 14, 29, , 1
2020/8/16, 13, 34, 1, 1
2020/8/17, 10, 29, 3, 1
2020/8/18, 11, 29, 4, 1
2020/8/19, 10, 40, 3, 1
2020/8/20, 13, 41, 2, 1
2020/8/21, 10, 41, 1, 1
2020/8/22, 10, 26, 1, 1
2020/8/23, 6, 35, 2, 1
2020/8/24, 8, 31, 2, 1
2020/8/25, 8, 33, 2, 1
2020/8/26, 11, 27, 3, 2
2020/8/27, 10, 43, 1, 1
2020/8/28, 11, 42, 3, 1
2020/8/29, 14, 37, 2, 1
2020/8/30, 14, 28, 2, 1
2020/8/31, 5, 22, 5, 1
2020/9/1, 3, 24, 2, 1
2020/9/2, 5, 29, 2, 2
2020/9/3, 6, 24, 2, 1
2020/9/4, 7, 29, 1, 1
2020/9/5, 7, 20, 3, 1
2020/9/6, 7, 20, 4, 1
2020/9/7, 9, 26, 2, 1
2020/9/8, 10, 37, 1, 1
2020/9/9, 9, 30, 3, 1
2020/9/10, 9, 21, 3, 1
2020/9/11, 9, 23, 3, 1
2020/9/12, 12, 33, 3, 1
2020/9/13, 14, 29, 4, 1
2020/9/14, 13, 29, 4, 1
2020/9/15, 13, 39, 1, 1
2020/9/16, 22, 25, 5, 1
2020/9/17, 16, 21, 4, 1
2020/9/18, 10, 28, 3, 1
2020/9/19, 11, 20, 3, 1
2020/9/20, 11, 32, 3, 1
2020/9/21, 21, 38, 1, 2
2020/9/22, 20, 38, 1, 2
2020/9/23, 19, 32, 1, 1
2020/9/24, 11, 34, 2, 1
2020/9/25, 10, 19, 2, 1
2020/9/26, 5, 21, 1, 1
2020/9/27, 5, 21, 5, 1
2020/9/28, 12, 15, 6, 3
2020/9/29, 8, 15, 10, 2
2020/9/30, 17, 11, 9, 2
2020/4/1, 23, 43, 2, 1
2020/4/2, 15, 40, 4, 2
2020/4/3, 19, 36, 4, 2
2020/4/4, 19, 38, 2, 1
2020/4/5, 15, 43, 2, 1
2020/4/6, 24, 39, 2, 1
2020/4/7, 20, 45, 3, 1
2020/4/8, 17, 47, 4, 1
2020/4/9, 20, 33, 4, 1
2020/4/10, 15, 41, 4, 2
2020/4/11, 21, 43, 2, 1
2020/4/12, 16, 41, 3, 1
2020/4/13, 14, 28, 5, 1
2020/4/14, 13, 33, 4, 2
2020/4/15, 15, 42, 2, 1
2020/4/16, 12, 39, 5, 2
2020/4/17, 20, 43, 3, 1
2020/4/18, 17, 35, 5, 2
2020/4/19, 21, 36, 3, 1
2020/4/20, 12, 37, 2, 
2020/4/21, 13, 41, 2, 
2020/4/22, 13, 42, 3, 1
2020/4/23, 14, 45, 3, 2
2020/4/24, 17, 39, 5, 2
2020/4/25, 22, 36, 3, 1
2020/4/26, 12, 41, 2, 1
2020/4/27, 11, 39, 2, 1
2020/4/28, 15, 39, 3, 1
2020/4/29, 13, 37, 4, 1
2020/4/30, 17, 32, 2, 1
2020/5/1, 7, 30, 2, 1
2020/5/2, 6, 26, 2, 1
2020/5/3, 8, 35, 3, 1
2020/5/4, 10, 33, 3, 1
2020/5/5, 11, 25, 5, 1
2020/5/6, 11, 31, 4, 1
2020/5/7, 14, 39, 3, 2
2020/5/8, 13, 46, 3, 1
2020/5/9, 11, 46, 1, 1
2020/5/10, 13, 43, 1, 
2020/5/11, 17, 24, 4, 1
2020/5/12, 9, 28, 2, 1
2020/5/13, 11, 30, 4, 1
2020/5/14, 12, 28, 4, 1
2020/5/15, 16, 37, 2, 1
2020/5/16, 15, 39, 2, 1
2020/5/17, 12, 43, 3, 1
2020/5/18, 13, 44, 3, 1
2020/5/19, 12, 35, 3, 1
2020/5/20, 11, 33, 3, 1
2020/5/21, 12, 40, 3, 1
2020/5/22, 12, 34, 2, 1
2020/5/23, 11, 27, 3, 1
2020/5/24, 10, 24, 3, 1
2020/5/25, 7, 20, 6, 1
2020/5/26, 11, 32, 5, 1
2020/5/27, 16, 27, 6, 1
2020/5/28, 17, 20, 7, 1
2020/5/29, 19, 20, 4, 1
2020/5/30, 13, 18, 7, 1
2020/5/31, 12, 34, 5, 1
2020/6/1, 16, 30, 6, 1
2020/6/2, 12, 34, 4, 1
2020/6/3, 10, 38, 1, 1
2020/6/4, 12, 34, 1, 1
2020/6/5, 7, 26, 1, 1
2020/6/6, 6, 31, 1, 1
2020/6/7, 15, 21, 4, 1
2020/6/8, 9, 12, 8, 1
2020/6/9, 22, 19, 4, 1
2020/6/10, 16, 22, 2, 1
2020/6/11, 9, 35, 5, 1
2020/6/12, 16, 36, 2, 1
2020/6/13, 16, 20, 1, 1
2020/6/14, 15, 36, 2, 1
2020/6/15, 11, 25, 4, 1
2020/6/16, 14, 24, 6, 1
2020/6/17, 16, 30, 3, 1
2020/6/18, 13, 26, 5, 1
2020/6/19, 8, 22, 6, 4
2020/6/20, 4, 19, 3, 1
2020/6/21, 3, 15, 6, 1
2020/6/22, 9, 30, 4, 1
2020/6/23, 11, 20, 3, 1
2020/6/24, 10, 31, 2, 1
2020/6/25, 11, 33, 1, 1
2020/6/26, 9, 32, 1, 1
2020/6/27, 12, 41, 1, 1
2020/6/28, 10, 19, 3, 1
2020/6/29, 9, 29, 2, 2
2020/6/30, 9, 35, 1, 1
2020/1/1, 18, 34, 5, 3
2020/1/2, 8, 32, 3, 2
2020/1/3, 13, 23, 4, 5
2020/1/4, 9, 23, 8, 4
2020/1/5, 20, 22, 3, 3
2020/1/6, 13, 24, 5, 4
2020/1/7, 17, 21, 4, 3
2020/1/8, 16, 25, 3, 2
2020/1/9, 7, 25, 3, 3
2020/1/10, 14, 20, 7, 5
2020/1/11, 16, 25, 1, 3
2020/1/12, 7, 23, 2, 2
2020/1/13, 13, 23, 3, 3
2020/1/14, 12, 32, 2, 2
2020/1/15, 9, 25, 9, 6
2020/1/16, 23, 30, 6, 4
2020/1/17, 20, 33, 7, 7
2020/1/18, 25, 9, 12, 6
2020/1/19, 39, 11, 12, 6
2020/1/20, 39, 22, 5, 3
2020/1/21, 16, 19, 8, 5
2020/1/22, 21, 26, 9, 4
2020/1/23, 20, 26, 5, 7
2020/1/24, 19, 16, 10, 7
2020/1/25, 37, 21, 9, 5
2020/1/26, 36, 26, 6, 3
2020/1/27, 20, 28, 3, 3
2020/1/28, 11, 28, 3, 5
2020/1/29, 7, 26, 4, 6
2020/1/30, 8, 25, 5, 6
2020/1/31, 7, 24, 2, 3
2020/2/1, 7, 29, 2, 4
2020/2/2, 5, 25, 5, 5
2020/2/3, 7, 24, 7, 3
2020/2/4, 9, 21, 9, 3
2020/2/5, 15, 18, 9, 4
2020/2/6, 18, 20, 9, 1
2020/2/7, 14, 27, 3, 1
2020/2/8, 10, 33, 2, 1
2020/2/9, 13, 32, 3, 1
2020/2/10, 11, 29, 3, 2
2020/2/11, 7, 28, 4, 5
2020/2/12, 7, 29, 2, 1
2020/2/13, 7, 29, 7, 3
2020/2/14, 15, 29, 5, 1
2020/2/15, 14, 33, 2, 1
2020/2/16, 9, 33, 2, 2
2020/2/17, 13, 30, 3, 3
2020/2/18, 8, 26, 3, 
2020/2/19, 8, 25, 5, 2
2020/2/20, 11, 26, 5, 1
2020/2/21, 11, 27, 3, 1
2020/2/22, 9, 28, 2, 1
2020/2/23, 5, 28, 2, 1
2020/2/24, 8, 26, 3, 
2020/2/25, 9, 28, 4, 3
2020/2/26, 6, 27, 5, 3
2020/2/27, 9, 26, 9, 2
2020/2/28, 17, 31, 2, 1
2020/2/29, 8, 31, 2, 1
2020/3/1, 9, 31, 3, 1
2020/3/2, 5, 20, 7, 6
2020/3/3, 8, 24, 7, 2
2020/3/4, 14, 33, 3, 
2020/3/5, 10, 33, 2, 1
2020/3/6, 5, 24, 4, 2
2020/3/7, 10, 26, 5, 2
2020/3/8, 16, 32, 3, 1
2020/3/9, 12, 31, 5, 2
2020/3/10, 11, 29, 3, 1
2020/3/11, 4, 28, 1, 
2020/3/12, 6, 29, 3, 4
2020/3/13, 7, 30, 5, 2
2020/3/14, 11, 32, 2, 1
2020/3/15, 12, 34, 1, 1
2020/3/16, 12, 36, 5, 2
2020/3/17, 18, 35, 6, 3
2020/3/18, 23, 41, 6, 2
2020/3/19, 25, 23, 9, 2
2020/3/20, 36, 26, 6, 1
2020/3/21, 15, 27, 5, 3
2020/3/22, 16, 30, 6, 3
2020/3/23, 21, 33, 5, 2
2020/3/24, 20, 38, 2, 1
2020/3/25, 20, 31, 7, 3
2020/3/26, 29, 37, 7, 3
2020/3/27, 39, 41, 7, 6
2020/3/28, 39, 27, 6, 3
2020/3/29, 47, , , 
2019/10/1, 11, 33, 3, 3
2019/10/2, 10, 19, 5, 3
2019/10/3, 9, 18, 3, 3
2019/10/4, 7, 19, 3, 3
2019/10/5, 7, 14, 6, 3
2019/10/6, 16, 18, 5, 2
2019/10/7, 13, 27, 2, 1
2019/10/8, 11, 23, 2, 1
2019/10/9, 11, 24, 2, 2
2019/10/10, 6, 24, 2, 1
2019/10/11, 7, 30, 1, 2
2019/10/12, 10, 31, 1, 2
2019/10/13, 12, 33, 2, 2
2019/10/14, 13, 40, 1, 3
2019/10/15, 21, 33, 2, 1
2019/10/16, 10, 29, 2, 1
2019/10/17, 8, 33, 2, 1
2019/10/18, 11, 31, 3, 1
2019/10/19, 14, 32, 1, 1
2019/10/20, 12, 31, 4, 1
2019/10/21, 18, 24, 7, 2
2019/10/22, 22, 21, 8, 1
2019/10/23, 29, 41, 2, 6
2019/10/24, 27, 39, 7, 3
2019/10/25, 31, 36, 4, 1
2019/10/26, 22, 35, 4, 3
2019/10/27, 17, 19, 7, 1
2019/10/28, 14, 16, 7, 2
2019/10/29, 20, 16, 9, 2
2019/10/30, 27, 15, 9, 1
2019/10/31, 25, 28, 3, 1
2019/11/1, 13, 26, 2, 2
2019/11/2, 12, 26, 1, 1
2019/11/3, 7, 25, 4, 2
2019/11/4, 7, 21, 3, 1
2019/11/5, 6, 24, 6, 2
2019/11/6, 10, 23, 3, 1
2019/11/7, 9, 24, 3, 1
2019/11/8, 7, 25, 4, 2
2019/11/9, 7, 8, 8, 3
2019/11/10, 13, 18, 3, 1
2019/11/11, 9, 27, 7, 2
2019/11/12, 21, 7, 12, 2
2019/11/13, 24, 11, 9, 2
2019/11/14, 12, 15, 9, 2
2019/11/15, 22, 26, 1, 2
2019/11/16, 10, 30, 1, 2
2019/11/17, 10, 29, 2, 1
2019/11/18, 9, 29, 2, 1
2019/11/19, 6, 23, 14, 3
2019/11/20, 37, 26, 8, 2
2019/11/21, 23, 23, 5, 2
2019/11/22, 13, 26, 3, 2
2019/11/23, 13, 27, 1, 1
2019/11/24, 9, 24, 3, 2
2019/11/25, 11, 21, 3, 2
2019/11/26, 12, 26, 2, 2
2019/11/27, 12, 20, 3, 1
2019/11/28, 10, 22, 5, 2
2019/11/29, 8, 22, 7, 3
2019/11/30, 12, 23, 3, 2
2019/12/1, 10, 25, 7, 6
2019/12/2, 15, 20, 9, 4
2019/12/3, 15, 26, 3, 2
2019/12/4, 9, 28, 3, 2
2019/12/5, 10, 22, 3, 2
2019/12/6, 13, 19, 3, 2
2019/12/7, 10, 26, 2, 2
2019/12/8, 7, 23, 3, 2
2019/12/9, 10, 20, 9, 4
2019/12/10, 17, 25, 3, 2
2019/12/11, 10, 24, 8, 5
2019/12/12, 26, 22, 6, 3
2019/12/13, 15, 26, 2, 3
2019/12/14, 5, 30, 1, 2
2019/12/15, 4, 25, 2, 2
2019/12/16, 7, 26, 2, 2
2019/12/17, 10, 25, 3, 2
2019/12/18, 18, 31, 2, 3
2019/12/19, 11, 32, 1, 4
2019/12/20, 13, 30, 7, 3
2019/12/21, 25, 14, 9, 4
2019/12/22, 19, 17, 12, 3
2019/12/23, 23, 18, 7, 3
2019/12/24, 10, 17, 5, 3
2019/12/25, 9, 17, 7, 3
2019/12/26, 13, 17, 9, 4
2019/12/27, 14, 15, 7, 3
2019/12/28, 12, 17, 7, 5
2019/12/29, 17, , , 
2019/7/1, 19, 45, 3, 2
2019/7/2, 16, 36, 3, 2
2019/7/3, 11, 43, 3, 2
2019/7/4, 11, 41, 4, 2
2019/7/5, 13, 51, 3, 2
2019/7/6, 14, 40, 5, 3
2019/7/7, 16, 32, 3, 2
2019/7/8, 11, 32, 4, 2
2019/7/9, 10, 28, 3, 2
2019/7/10, 10, 27, 4, 2
2019/7/11, 10, 32, 4, 2
2019/7/12, 13, 32, 4, 2
2019/7/13, 9, 26, 5, 1
2019/7/14, 15, 39, 4, 2
2019/7/15, 13, 31, 4, 2
2019/7/16, 15, 33, 4, 2
2019/7/17, 11, 38, 3, 2
2019/7/18, 10, 43, 2, 2
2019/7/19, 12, 44, 3, 2
2019/7/20, 13, 41, 2, 2
2019/7/21, 18, 41, 3, 1
2019/7/22, 15, 23, 5, 1
2019/7/23, 14, 28, 3, 2
2019/7/24, 13, 40, 3, 2
2019/7/25, 16, 50, 5, 2
2019/7/26, 22, 43, 3, 2
2019/7/27, 12, 43, 2, 1
2019/7/28, 9, 45, 3, 2
2019/7/29, 13, 41, 4, 3
2019/7/30, 17, 29, 4, 2
2019/7/31, 16, 38, 4, 2
2019/8/1, 15, 40, 5, 2
2019/8/2, 14, 30, 5, 2
2019/8/3, 13, 30, 3, 2
2019/8/4, 10, 37, 3, 2
2019/8/5, 8, 43, 3, 3
2019/8/6, 9, 40, 3, 3
2019/8/7, 10, 31, 4, 3
2019/8/8, 9, 38, 4, 3
2019/8/9, 10, 38, 3, 2
2019/8/10, 10, 32, 3, 2
2019/8/11, 8, 38, 5, 2
2019/8/12, 13, 35, 3, 2
2019/8/13, 7, 30, 5, 2
2019/8/14, 9, 34, 4, 2
2019/8/15, 12, 28, 4, 2
2019/8/16, 9, 31, 3, 3
2019/8/17, 9, 35, 2, 2
2019/8/18, 8, 39, 2, 2
2019/8/19, 10, 24, 4, 2
2019/8/20, 14, 23, 7, 2
2019/8/21, 11, 31, 3, 2
2019/8/22, 10, 27, 5, 2
2019/8/23, 15, 19, 3, 2
2019/8/24, 17, 34, 3, 2
2019/8/25, 17, 29, 4, 2
2019/8/26, 14, 33, 3, 2
2019/8/27, 16, 42, 2, 2
2019/8/28, 21, 43, 3, 3
2019/8/29, 22, 40, 7, 3
2019/8/30, 18, 38, 4, 2
2019/8/31, 18, 43, 3, 2
2019/9/1, 18, 32, 6, 2
2019/9/2, 9, 25, 4, 2
2019/9/3, 11, 35, 4, 3
2019/9/4, 11, 38, 4, 2
2019/9/5, 12, 24, 7, 3
2019/9/6, 14, 15, 8, 3
2019/9/7, 20, 17, 5, 2
2019/9/8, 11, 26, 3, 2
2019/9/9, 6, 27, 2, 2
2019/9/10, 6, 32, 5, 2
2019/9/11, 8, 37, 5, 3
2019/9/12, 12, 28, 5, 3
2019/9/13, 12, 27, 4, 2
2019/9/14, 11, 30, 2, 3
2019/9/15, 10, 29, 5, 4
2019/9/16, 12, 26, 5, 4
2019/9/17, 11, 23, 4, 3
2019/9/18, 9, 21, 4, 2
2019/9/19, 10, 20, 5, 3
2019/9/20, 11, 29, 2, 2
2019/9/21, 11, 32, 3, 2
2019/9/22, 10, 23, 3, 2
2019/9/23, 10, 15, 5, 3
2019/9/24, 24, 24, 3, 2
2019/9/25, 15, 21, 5, 3
2019/9/26, 11, 22, 2, 2
2019/9/27, 9, 24, 3, 3
2019/9/28, 7, 30, 1, 2
2019/9/29, 7, 28, 3, 4
2019/9/30, 9, 33, 2, 3
2019/4/1, 18, 40, 6, 3
2019/4/2, 21, 45, 3, 3
2019/4/3, 28, 45, 3, 4
2019/4/4, 29, 41, 4, 3
2019/4/5, 23, 35, 4, 2
2019/4/6, 15, 40, 4, 2
2019/4/7, 15, 40, 7, 2
2019/4/8, 23, 42, 8, 3
2019/4/9, 29, 28, 8, 3
2019/4/10, 28, 27, 9, 3
2019/4/11, 23, 26, 9, 2
2019/4/12, 21, 21, 10, 3
2019/4/13, 37, 39, 7, 4
2019/4/14, 35, 41, 6, 3
2019/4/15, 21, 42, 4, 3
2019/4/16, 17, 36, 6, 3
2019/4/17, 19, 42, 5, 3
2019/4/18, 18, 48, 6, 3
2019/4/19, 19, 49, 5, 4
2019/4/20, 19, 47, 5, 4
2019/4/21, 16, 44, 3, 3
2019/4/22, 13, 42, 2, 2
2019/4/23, 13, 40, 1, 2
2019/4/24, 24, 42, 2, 2
2019/4/25, 26, 43, 1, 2
2019/4/26, 39, 31, 5, 5
2019/4/27, 14, 26, 4, 2
2019/4/28, 13, 26, 5, 2
2019/4/29, 7, 30, 6, 2
2019/4/30, 14, 43, 5, 2
2019/5/1, 23, 43, 5, 3
2019/5/2, 20, 29, 5, 3
2019/5/3, 15, 33, 4, 2
2019/5/4, 12, 24, 5, 2
2019/5/5, 11, 27, 9, 4
2019/5/6, 16, 30, 6, 3
2019/5/7, 16, 41, 2, 2
2019/5/8, 12, 41, 3, 3
2019/5/9, 8, 26, 3, 2
2019/5/10, 8, 36, 4, 2
2019/5/11, 9, 25, 5, 2
2019/5/12, 11, 28, 7, 3
2019/5/13, 10, 29, 6, 2
2019/5/14, 9, 12, 10, 3
2019/5/15, 8, 17, 8, 3
2019/5/16, 18, 27, 5, 3
2019/5/17, 20, 36, 3, 2
2019/5/18, 10, 32, 3, 2
2019/5/19, 9, 40, 1, 2
2019/5/20, 8, 36, 2, 3
2019/5/21, 7, 30, 5, 3
2019/5/22, 8, 21, 5, 2
2019/5/23, 6, 30, 5, 3
2019/5/24, 13, 47, 3, 2
2019/5/25, 13, 44, 4, 4
2019/5/26, 14, 45, 2, 2
2019/5/27, 13, 35, 1, 2
2019/5/28, 9, 25, 5, 2
2019/5/29, 11, 23, 8, 3
2019/5/30, 12, 41, 4, 3
2019/5/31, 11, 35, 5, 4
2019/6/1, 15, 38, 3, 3
2019/6/2, 13, 39, 2, 2
2019/6/3, 11, 41, 3, 2
2019/6/4, 12, 41, 3, 2
2019/6/5, 12, 36, 2, 2
2019/6/6, 10, 42, 3, 2
