date, pm10, o3, no2, so2
2019/6/7, 11, 33, 2, 2
2019/6/8, 13, 41, 2, 2
2019/6/9, 9, 44, 1, 1
2019/6/10, 14, 39, 2, 1
2019/6/11, 13, 42, 1, 1
2019/6/12, 16, 41, 2, 2
2019/6/13, 20, 53, 5, 1
2019/6/14, 31, 43, 2, 2
2019/6/15, 29, 37, 4, 1
2019/6/16, 16, 47, 5, 2
2019/6/17, 14, 43, 3, 1
2019/6/18, 13, 35, 3, 2
2019/6/19, 14, 38, 2, 1
2019/6/20, 10, 39, 3, 1
2019/6/21, 12, 33, 2, 1
2019/6/22, 12, 38, 2, 2
2019/6/23, 13, 43, 3, 2
2019/6/24, 13, 45, 3, 2
2019/6/25, 14, 48, 2, 2
2019/6/26, 16, 50, 3, 2
2019/6/27, 20, 37, 4, 2
2019/6/28, 12, 45, 3, 2
2019/6/29, 13, 43, 2, 2
2019/6/30, 13, 54, 2, 3
2019/1/1, 10, 27, 6, 3
2019/1/2, 11, 23, 10, 3
2019/1/3, 18, 26, 7, 5
2019/1/4, 20, 21, 9, 4
2019/1/5, 18, 22, 8, 3
2019/1/6, 11, 22, 2, 3
2019/1/7, 23, 23, 4, 2
2019/1/8, 14, 17, 8, 3
2019/1/9, 20, 7, 17, 12
2019/1/10, 63, 19, 12, 10
2019/1/11, 42, 23, 8, 5
2019/1/12, 15, 23, 4, 2
2019/1/13, 5, 28, 6, 4
2019/1/14, 12, 27, 6, 7
2019/1/15, 11, 20, 6, 5
2019/1/16, 8, 28, 4, 2
2019/1/17, 11, 26, 6, 4
2019/1/18, 13, 22, 11, 5
2019/1/19, 29, 19, 13, 9
2019/1/20, 52, 7, 25, 15
2019/1/21, 101, 20, 19, 10
2019/1/22, 63, 19, 19, 9
2019/1/23, 67, 16, 11, 8
2019/1/24, 45, 15, 11, 10
2019/1/25, 43, 19, 7, 4
2019/1/26, 28, 28, 5, 3
2019/1/27, 12, 32, 13, 6
2019/1/28, 31, 21, 8, 6
2019/1/29, 19, 18, 16, 8
2019/1/30, 43, 28, 8, 5
2019/1/31, 25, 30, 3, 4
2019/2/1, 10, 31, 3, 3
2019/2/2, 8, 24, 9, 5
2019/2/3, 26, 17, 9, 6
2019/2/4, 19, 18, 13, 7
2019/2/5, 32, 20, 11, 5
2019/2/6, 32, 35, 3, 2
2019/2/7, 11, 31, 5, 2
2019/2/8, 20, 30, 4, 2
2019/2/9, 14, 35, 3, 3
2019/2/10, 20, 30, 5, 3
2019/2/11, 9, 25, 9, 4
2019/2/12, 16, 22, 8, 6
2019/2/13, 15, 16, 11, 5
2019/2/14, 22, 22, 9, 4
2019/2/15, 23, 23, 8, 5
2019/2/16, 20, 29, 6, 3
2019/2/17, 20, 36, 4, 3
2019/2/18, 21, 38, 5, 5
2019/2/19, 27, 25, 10, 5
2019/2/20, 22, 26, 8, 6
2019/2/21, 18, 27, 7, 4
2019/2/22, 11, 25, 7, 5
2019/2/23, 25, 27, 7, 6
2019/2/24, 22, 25, 11, 6
2019/2/25, 25, 19, 12, 5
2019/2/26, 41, 23, 11, 6
2019/2/27, 33, 29, 8, 4
2019/2/28, 23, 23, 13, 4
2019/3/1, 47, 20, 11, 6
2019/3/2, 34, 23, 5, 2
2019/3/3, 13, 35, 4, 2
2019/3/4, 10, 33, 5, 3
2019/3/5, 6, 32, 6, 4
2019/3/6, 10, 35, 3, 2
2019/3/7, 13, 33, 3, 3
2019/3/8, 6, 30, 3, 2
2019/3/9, 5, 34, 3, 3
2019/3/10, 6, 31, 4, 4
2019/3/11, 8, 29, 5, 4
2019/3/12, 11, 30, 4, 2
2019/3/13, 11, 29, 3, 2
2019/3/14, 7, 31, 3, 3
2019/3/15, 7, 32, 3, 3
2019/3/16, 8, 39, 2, 2
2019/3/17, 7, 33, 5, 5
2019/3/18, 10, 31, 6, 5
2019/3/19, 13, 30, 7, 4
2019/3/20, 26, 29, 7, 4
2019/3/21, 21, 20, 10, 4
2019/3/22, 31, 27, 6, 3
2019/3/23, 20, 30, 7, 3
2019/3/24, 30, 29, 7, 3
2019/3/25, 19, 31, 7, 3
2019/3/26, 12, 32, 7, 3
2019/3/27, 17, 22, 7, 4
2019/3/28, 17, 29, 7, 3
2019/3/29, 24, 34, 7, 3
2019/3/30, 22, 42, 6, 3
2019/3/31, 19, 36, 7, 3
2018/10/1, 22, 22, 4, 1
2018/10/2, 11, 25, 3, 1
2018/10/3, 12, 23, 5, 1
2018/10/4, 12, 32, 2, 1
2018/10/5, 15, 40, 1, 2
2018/10/6, 23, 41, 4, 3
2018/10/7, 33, 16, 8, 2
2018/10/8, 22, 25, 7, 1
2018/10/9, 20, 27, 7, 1
2018/10/10, 26, 33, 5, 1
2018/10/11, 20, 36, 5, 1
2018/10/12, 28, 32, 7, 2
2018/10/13, 27, 34, 4, 1
2018/10/14, 16, 36, 5, 2
2018/10/15, 19, 39, 3, 2
2018/10/16, 25, 39, 7, 3
2018/10/17, 30, 23, 13, 4
2018/10/18, 40, 15, 13, 2
2018/10/19, 62, 22, 10, 2
2018/10/20, 40, 20, 7, 2
2018/10/21, 19, 13, 11, 3
2018/10/22, 29, 26, 5, 2
2018/10/23, 11, 28, 6, 2
2018/10/24, 10, 25, 5, 3
2018/10/25, 12, 22, 4, 2
2018/10/26, 12, 23, 6, 3
2018/10/27, 14, 17, 8, 2
2018/10/28, 20, 23, 6, 2
2018/10/29, 23, 36, 1, 1
2018/10/30, 20, 35, 1, 1
2018/10/31, 8, 36, , 3
2018/11/1, 40, 32, 4, 2
2018/11/2, 29, 9, 9, 2
2018/11/3, 25, 6, 7, 2
2018/11/4, 22, 21, 7, 2
2018/11/5, 21, 36, 2, 3
2018/11/6, 20, 35, 2, 3
2018/11/7, 19, 32, 5, 3
2018/11/8, 27, 27, 6, 2
2018/11/9, 25, 31, 3, 2
2018/11/10, 21, 32, 1, 3
2018/11/11, 17, 32, 1, 2
2018/11/12, 13, 33, 5, 11
2018/11/13, 29, 21, 8, 4
2018/11/14, 19, 19, 9, 3
2018/11/15, 29, 16, 8, 3
2018/11/16, 28, 13, 11, 5
2018/11/17, 40, 8, 15, 10
2018/11/18, 64, 17, 10, 6
2018/11/19, 43, 10, 12, 6
2018/11/20, 46, 3, 14, 7
2018/11/21, 58, 1, 14, 8
2018/11/22, 63, 8, 9, 5
2018/11/23, 54, 21, 3, 2
2018/11/24, 8, 11, 8, 4
2018/11/25, 31, 12, 8, 3
2018/11/26, 16, 17, 8, 4
2018/11/27, 21, 21, 9, 6
2018/11/28, 37, 22, 6, 3
2018/11/29, 20, 22, 2, 3
2018/11/30, 14, 22, 3, 2
2018/12/1, 22, 20, 3, 2
2018/12/2, 15, 20, 3, 3
2018/12/3, 10, 19, 7, 3
2018/12/4, 13, 20, 8, 4
2018/12/5, 21, 27, 2, 3
2018/12/6, 12, 22, 3, 1
2018/12/7, 8, 24, 3, 3
2018/12/8, 10, 26, 2, 1
2018/12/9, 5, 24, 6, 5
2018/12/10, 9, 24, 5, 3
2018/12/11, 11, 6, 13, 6
2018/12/12, 33, 10, 13, 8
2018/12/13, 48, 8, 11, 4
2018/12/14, 31, 14, 7, 4
2018/12/15, 20, 18, 4, 3
2018/12/16, 19, 20, 6, 4
2018/12/17, 27, 22, 8, 2
2018/12/18, 18, 30, 2, 2
2018/12/19, 10, 31, 3, 3
2018/12/20, 11, 25, 3, 1
2018/12/21, 13, 24, 4, 2
2018/12/22, 11, 22, 4, 3
2018/12/23, 9, 22, 6, 2
2018/12/24, 10, 20, 8, 5
2018/12/25, 13, 18, 8, 4
2018/12/26, 16, 14, 9, 3
2018/12/27, 15, 10, 9, 3
2018/12/28, 20, 18, 8, 3
2018/12/29, 11, 14, 5, 2
2018/12/30, 9, , , 
2018/7/1, 10, 31, 7, 1
2018/7/2, 11, 36, 7, 1
2018/7/3, 12, 57, 9, 1
2018/7/4, 14, 70, 9, 2
2018/7/5, 20, 59, 10, 2
2018/7/6, 18, 36, 8, 
2018/7/7, 17, 37, 8, 1
2018/7/8, 17, 42, 9, 1
2018/7/9, 20, 35, 8, 1
2018/7/10, 14, 21, 7, 1
2018/7/11, 14, 33, 6, 1
2018/7/12, 12, 34, 7, 1
2018/7/13, 11, 32, 8, 2
2018/7/14, 13, 36, 7, 1
2018/7/15, 14, 38, 7, 2
2018/7/16, 15, 27, 8, 1
2018/7/17, 12, 25, 7, 1
2018/7/18, 7, 22, 9, 1
2018/7/19, 13, 31, 7, 1
2018/7/20, 18, 49, 6, 1
2018/7/21, 20, 33, 7, 1
2018/7/22, 20, 42, 7, 2
2018/7/23, 28, 62, 9, 2
2018/7/24, 25, 41, 7, 2
2018/7/25, 23, 20, 9, 1
2018/7/26, 11, , , 
2018/7/30, 14, 40, 5, 2
2018/7/31, 19, 36, 4, 2
2018/8/1, 20, 43, 4, 2
2018/8/2, 20, 51, 4, 2
2018/8/3, 18, 46, 5, 2
2018/8/4, 18, 49, 5, 2
2018/8/5, 20, 41, 5, 2
2018/8/6, 17, 45, 4, 2
2018/8/7, 13, 46, 4, 1
2018/8/8, 20, 53, 2, 1
2018/8/9, 21, 46, 4, 1
2018/8/10, 20, 26, 7, 2
2018/8/11, 13, 37, 6, 1
2018/8/12, 15, 44, 3, 1
2018/8/13, 15, 43, 6, 1
2018/8/14, 19, 28, 4, 1
2018/8/15, 10, 36, 4, 1
2018/8/16, 11, 41, 3, 1
2018/8/17, 12, 49, 6, 1
2018/8/18, 20, 57, 5, 1
2018/8/19, 19, 53, 5, 1
2018/8/20, 17, 33, 6, 1
2018/8/21, 17, 42, 5, 1
2018/8/22, 15, 48, 4, 1
2018/8/23, 17, 49, 3, 1
2018/8/24, 22, 32, 5, 1
2018/8/25, 10, 21, 7, 1
2018/8/26, 9, 30, 5, 1
2018/8/27, 12, 30, 6, 2
2018/8/28, 14, 37, 5, 1
2018/8/29, 17, 49, 3, 1
2018/8/30, 17, 31, , 
2018/8/31, 14, 13, , 
2018/9/1, 17, , , 
2018/9/7, 16, , , 
2018/9/8, 20, , , 
2018/9/9, 17, 33, 4, 3
2018/9/10, 16, 36, 5, 1
2018/9/11, 13, 43, 6, 
2018/9/12, 15, 43, 7, 2
2018/9/13, 28, 13, 8, 
2018/9/14, 28, 24, 4, 
2018/9/15, 10, 31, 3, 
2018/9/16, 15, 38, 2, 1
2018/9/17, 14, 43, 2, 1
2018/9/18, 18, 44, 2, 1
2018/9/19, 23, 42, 3, 1
2018/9/20, 21, 58, 1, 2
2018/9/21, 31, 41, 2, 1
2018/9/22, 12, 27, 1, 
2018/9/23, 9, 28, 2, 
2018/9/24, 9, 25, 2, 1
2018/9/25, 11, 32, 2, 
2018/9/26, 10, 31, 3, 1
2018/9/27, 16, 33, 4, 1
2018/9/28, 13, 18, 5, 1
2018/9/29, 14, 28, 2, 1
2018/9/30, 10, 28, 3, 1
2018/4/1, 19, 35, 4, 3
2018/4/2, 14, 37, 2, 2
2018/4/3, 10, 37, 2, 2
2018/4/4, 19, 31, 4, 3
2018/4/5, 14, 27, 7, 2
2018/4/6, 22, 36, 6, 3
2018/4/7, 25, 36, 2, 2
2018/4/8, 19, 38, 2, 3
2018/4/9, 24, 35, 2, 2
2018/4/10, 16, 36, 2, 2
2018/4/11, 10, 39, 5, 1
2018/4/12, 23, 38, 3, 
2018/4/13, 22, 43, 3, 1
2018/4/14, 12, 40, 2, 1
2018/4/15, 26, 37, 3, 1
2018/4/16, 31, 34, 6, 1
2018/4/17, 25, 45, 6, 2
2018/4/18, 32, 46, 6, 2
2018/4/19, 23, 42, 6, 1
2018/4/20, 14, 48, 3, 2
2018/4/21, 16, 46, 3, 2
2018/4/22, 18, 47, 5, 2
2018/4/23, 25, 44, 5, 2
2018/4/24, 18, 50, 4, 1
2018/4/25, 18, 32, 5, 2
2018/4/26, 16, 42, 4, 1
2018/4/27, 12, 43, 2, 1
2018/4/28, 19, 44, 1, 1
2018/4/29, 27, 44, 2, 1
2018/4/30, 33, 48, 3, 1
2018/5/1, 17, 41, 5, 1
2018/5/2, 25, 42, 3, 1
2018/5/3, 23, 28, 7, 1
2018/5/4, 28, 42, 6, 2
2018/5/5, 21, 43, 4, 1
2018/5/6, 14, 45, 4, 1
2018/5/7, 14, 37, 5, 1
2018/5/8, 17, 27, 6, 1
2018/5/9, 17, 29, 3, 1
2018/5/10, 17, 27, 6, 2
2018/5/11, 16, 34, 6, 2
2018/5/12, 23, 47, 2, 1
2018/5/13, 15, 42, 3, 1
2018/5/14, 15, 28, 4, 1
2018/5/15, 12, 32, 5, 1
2018/5/16, 12, 31, 4, 1
2018/5/17, 9, 30, 5, 1
2018/5/18, 25, 28, 5, 1
2018/5/19, 25, 42, 3, 1
2018/5/20, 15, 42, 3, 1
2018/5/21, 15, 42, 3, 1
2018/5/22, 11, 39, 3, 1
2018/5/23, 14, 50, 3, 1
2018/5/24, 17, 46, 4, 1
2018/5/25, 16, 55, 5, 3
2018/5/26, 17, 47, 3, 1
2018/5/27, 16, 45, 3, 1
2018/5/28, 19, 40, 3, 1
2018/5/29, 15, 44, 3, 1
2018/5/30, 20, 47, 3, 2
2018/5/31, 20, 39, 4, 1
2018/6/1, 19, 33, 4, 2
2018/6/2, 14, 41, 3, 1
2018/6/3, 11, 51, 3, 1
2018/6/4, 17, 46, 6, 3
2018/6/5, 22, 38, 5, 1
2018/6/6, 19, 43, 6, 2
2018/6/7, 16, 39, 3, 1
2018/6/8, 14, 34, 3, 1
2018/6/9, 16, 35, 2, 1
2018/6/10, 16, 48, 4, 1
2018/6/11, 18, 34, 5, 1
2018/6/12, 15, 31, 6, 1
2018/6/13, 20, 19, 8, 1
2018/6/14, 20, 37, 7, 2
2018/6/15, 21, 34, 7, 2
2018/6/16, 21, 39, 3, 1
2018/6/17, 12, 39, 7, 2
2018/6/18, 25, 48, 5, 1
2018/6/19, 19, 46, 5, 1
2018/6/20, 18, 24, , 1
2018/6/21, 13, 22, , 1
2018/6/22, 10, , , 
2018/6/28, 18, 32, , 2
2018/6/29, 23, 26, 9, 1
2018/6/30, 16, 21, 7, 1
2018/1/1, 10, 23, 5, 2
2018/1/2, 9, 27, 3, 2
2018/1/3, 7, 27, 2, 1
2018/1/4, 6, 27, 2, 1
2018/1/5, 8, 21, 3, 1
2018/1/6, 12, 16, 10, 6
2018/1/7, 42, 5, 11, 5
2018/1/8, 35, 16, 16, 10
2018/1/9, 53, 21, 11, 8
2018/1/10, 41, 2, 15, 10
2018/1/11, 49, 6, 9, 6
2018/1/12, 35, 19, 3, 3
2018/1/13, 16, 14, 11, 7
2018/1/14, 52, 25, 7, 8
2018/1/15, 48, 23, 3, 4
2018/1/16, 11, 25, 6, 4
2018/1/17, 9, 26, 5, 4
2018/1/18, 9, 25, 8, 7
2018/1/19, 13, 25, 5, 3
2018/1/20, 11, 22, 9, 7
2018/1/21, 40, 26, 9, 7
2018/1/22, 30, 24, 6, 3
2018/1/23, 20, 20, 5, 2
2018/1/24, 12, 30, 3, 4
2018/1/25, 10, 28, 4, 4
2018/1/26, 19, 15, 12, 9
2018/1/27, 48, 21, 6, 5
2018/1/28, 17, 19, 3, 2
2018/1/29, 6, 25, 7, 4
2018/1/30, 15, 25, 3, 2
2018/1/31, 10, 24, 4, 2
2018/2/1, 11, 19, 9, 2
2018/2/2, 10, 19, 10, 6
2018/2/3, 37, 14, 8, 6
2018/2/4, 34, 22, 8, 7
2018/2/5, 24, 27, 9, 7
2018/2/6, 34, 24, 22, 16
2018/2/7, 71, 8, 20, 16
2018/2/8, 79, 12, 20, 19
2018/2/9, 86, 5, 33, 26
2018/2/10, 151, 25, 13, 9
2018/2/11, 44, 25, 11, 4
2018/2/12, 23, 21, 16, 8
2018/2/13, 46, 21, 15, 7
2018/2/14, 45, 23, 14, 7
2018/2/15, 43, 30, 5, 2
2018/2/16, 19, 27, 12, 6
2018/2/17, 40, 18, 15, 12
2018/2/18, 67, 31, 9, 4
2018/2/19, 26, 24, 18, 9
2018/2/20, 60, 23, 16, 12
2018/2/21, 61, 26, 8, 5
2018/2/22, 30, 23, 12, 7
2018/2/23, 41, 25, 10, 9
2018/2/24, 44, 27, 7, 7
2018/2/25, 33, 27, 11, 8
2018/2/26, 47, 28, 7, 4
2018/2/27, 31, 26, 7, 6
2018/2/28, 32, 30, 14, 9
2018/3/1, 60, 24, 24, 19
2018/3/2, 99, 35, 17, 18
2018/3/3, 74, 42, 13, 13
2018/3/4, 65, 37, 18, 11
2018/3/5, 70, 23, 39, 24
2018/3/6, 122, 28, 7, 2
2018/3/7, 21, 28, 7, 2
2018/3/8, 16, 29, 7, 3
2018/3/9, 14, 32, 6, 2
2018/3/10, 14, 33, 4, 1
2018/3/11, 14, 30, 4, 2
2018/3/12, 10, 27, 6, 3
2018/3/13, 11, 20, 9, 2
2018/3/14, 15, 19, 8, 3
2018/3/15, 34, 17, 15, 4
2018/3/16, 37, 27, 5, 3
2018/3/17, 20, 31, 3, 3
2018/3/18, 17, 29, 8, 6
2018/3/19, 30, 25, 11, 8
2018/3/20, 44, 27, 9, 4
2018/3/21, 26, 32, 6, 4
2018/3/22, 22, 22, 16, 9
2018/3/23, 47, 37, 13, 6
2018/3/24, 51, 34, 3, 2
2018/3/25, 16, 30, 10, 6
2018/3/26, 35, 24, 9, 3
2018/3/27, 32, 34, 5, 2
2018/3/28, 23, 30, 7, 3
2018/3/29, 20, 33, 5, 2
2018/3/30, 13, 32, 3, 2
2018/3/31, 10, 25, 7, 3
2017/10/1, 17, 41, 3, 2
2017/10/2, 22, 39, 5, 3
2017/10/3, 20, 28, 4, 3
2017/10/4, 10, 27, 3, 2
2017/10/5, 9, 24, 5, 5
2017/10/6, 8, 23, 4, 2
2017/10/7, 10, 21, 3, 1
2017/10/8, 6, 25, 6, 3
2017/10/9, 10, 21, 3, 2
2017/10/10, 8, 19, 3, 1
2017/10/11, 7, 26, 3, 2
2017/10/12, 13, 21, 7, 4
2017/10/13, 18, 20, 7, 3
2017/10/14, 19, 23, 4, 2
2017/10/15, 14, 33, 2, 1
2017/10/16, 12, 37, 4, 1
2017/10/17, 20, 38, 3, 2
2017/10/18, 22, 29, 8, 3
2017/10/19, 35, 23, 10, 2
2017/10/20, 39, 29, 8, 3
2017/10/21, 25, 20, 5, 2
2017/10/22, 14, 10, 14, 2
2017/10/23, 25, 15, 9, 3
2017/10/24, 20, 19, 3, 1
2017/10/25, 9, 18, 7, 4
2017/10/26, 14, 21, 10, 4
2017/10/27, 12, 21, 6, 5
2017/10/28, 8, 29, 3, 2
2017/10/29, 6, 25, 7, 3
2017/10/30, 10, 23, 9, 5
2017/10/31, 13, 23, 3, 2
2017/11/1, 8, 21, 5, 2
2017/11/2, 13, 14, 10, 3
2017/11/3, 18, 30, 2, 1
2017/11/4, 10, 32, 2, 3
2017/11/5, 10, 27, 9, 5
2017/11/6, 30, 20, 11, 3
2017/11/7, 44, 9, 11, 3
2017/11/8, 43, 6, 12, 5
2017/11/9, 51, 17, 6, 2
2017/11/10, 12, 27, 3, 2
2017/11/11, 9, 26, 3, 2
2017/11/12, 6, 17, 11, 3
2017/11/13, 21, 11, 10, 3
2017/11/14, 21, 17, 7, 2
2017/11/15, 20, 14, 10, 3
2017/11/16, 25, 14, 12, 5
2017/11/17, 35, 24, 8, 4
2017/11/18, 19, 24, 4, 3
2017/11/19, 9, 24, 7, 5
2017/11/20, 9, 17, 5, 2
2017/11/21, 6, 14, 6, 2
2017/11/22, 10, 25, 3, 2
2017/11/23, 10, 29, 3, 1
2017/11/24, 11, 29, 3, 2
2017/11/25, 12, 17, 8, 3
2017/11/26, 20, 17, 8, 4
2017/11/27, 19, 25, 4, 2
2017/11/28, 9, 23, 4, 3
2017/11/29, 9, 10, 15, 6
2017/11/30, 37, 15, 11, 4
2017/12/1, 15, 8, 16, 10
2017/12/2, 51, 7, 17, 11
2017/12/3, 58, 19, 8, 3
2017/12/4, 15, 20, 10, 6
2017/12/5, 11, 16, 8, 5
2017/12/6, 14, 24, 4, 1
2017/12/7, 11, 22, 6, 1
2017/12/8, 14, 18, 9, 7
2017/12/9, 17, 27, 3, 2
2017/12/10, 10, 27, 2, 1
2017/12/11, 7, 29, 3, 2
2017/12/12, 9, 24, 4, 3
2017/12/13, 9, 25, 2, 
2017/12/14, 6, 27, 4, 1
2017/12/15, 7, 14, 13, 8
2017/12/16, 41, 18, 6, 4
2017/12/17, 21, 6, 17, 10
2017/12/18, 63, 13, 13, 8
2017/12/19, 39, 10, 15, 8
2017/12/20, 43, 17, 9, 4
2017/12/21, 13, 15, 12, 4
2017/12/22, 18, 22, 7, 3
2017/12/23, 12, 21, 4, 3
2017/12/24, 7, 25, 3, 2
2017/12/25, 6, 27, 2, 1
2017/12/26, 8, 29, 2, 1
2017/12/27, 9, 28, 6, 3
2017/12/28, 9, 15, 10, 4
2017/12/29, 14, 24, 3, 1
2017/12/30, 9, , , 
2017/12/31, 9, 24, 2, 1
2017/7/1, 7, 29, 4, 3
2017/7/2, 7, 31, 4, 1
2017/7/3, 11, 34, 3, 1
2017/7/4, 10, 41, 4, 1
2017/7/5, 12, 38, 4, 1
2017/7/6, 15, 35, 2, 
2017/7/7, 9, 33, 3, 1
2017/7/8, 12, 42, 2, 2
2017/7/9, 14, 44, 1, 1
2017/7/10, 17, 32, 2, 1
2017/7/11, 8, 36, 2, 1
2017/7/12, 10, 28, 2, 1
2017/7/13, 12, 34, 3, 1
2017/7/14, 13, 35, 4, 1
2017/7/15, 15, 39, 3, 1
2017/7/16, 14, 37, 3, 1
2017/7/17, 10, 38, 4, 1
2017/7/18, 13, 48, 2, 1
2017/7/19, 16, 49, 3, 1
2017/7/20, 20, 38, 4, 1
2017/7/21, 13, 40, 2, 1
2017/7/22, 12, 39, 2, 1
2017/7/23, 11, 31, 2, 1
2017/7/24, 9, 28, 4, 3
2017/7/25, 8, 32, 1, 1
2017/7/26, 5, 24, 2, 1
2017/7/27, 5, 29, 2, 1
2017/7/28, 8, 36, 4, 2
2017/7/29, 12, 50, 1, 1
2017/7/30, 12, 44, 2, 1
2017/7/31, 14, 56, 1, 1
2017/8/1, 18, 51, 4, 2
2017/8/2, 26, 50, 2, 1
2017/8/3, 17, 31, 5, 1
2017/8/4, 16, 50, 4, 2
2017/8/5, 16, 26, 4, 1
2017/8/6, 12, 34, 4, 
2017/8/7, 11, 37, 2, 1
2017/8/8, 6, 53, 3, 2
2017/8/9, 18, 47, 3, 1
2017/8/10, 27, 50, 3, 
2017/8/11, 19, 30, 3, 
2017/8/12, 7, 29, 4, 
2017/8/13, 10, 31, 5, 1
2017/8/14, 19, 40, 3, 
2017/8/15, 13, 47, 3, 
2017/8/16, 15, 39, 6, 1
2017/8/17, 24, 47, 2, 
2017/8/18, 17, 45, 5, 1
2017/8/19, 11, 25, 3, 
2017/8/20, 6, 27, 3, 
2017/8/21, 7, 25, 4, 1
2017/8/22, 8, 24, 5, 1
2017/8/23, 12, 48, 3, 1
2017/8/24, 11, 45, 5, 1
2017/8/25, 15, 41, 6, 1
2017/8/26, 18, 50, 4, 1
2017/8/27, 19, 33, 5, 1
2017/8/28, 12, 37, 4, 
2017/8/29, 11, 49, 2, 1
2017/8/30, 14, 48, 3, 1
2017/8/31, 16, 21, 6, 
2017/9/1, 10, 23, 5, 
2017/9/2, 8, 18, 8, 1
2017/9/3, 8, 25, 4, 
2017/9/4, 9, 25, 5, 1
2017/9/5, 11, , , 
2017/9/10, 15, 36, 4, 1
2017/9/11, 14, 24, 4, 
2017/9/12, 6, 30, 2, 
2017/9/13, 8, 36, 1, 1
2017/9/14, 6, 27, 2, 1
2017/9/15, 5, 22, 5, 1
2017/9/16, 16, 28, 8, 1
2017/9/17, 10, 29, 3, 1
2017/9/18, 10, 25, 8, 1
2017/9/19, 18, 21, 12, 1
2017/9/20, 16, 22, 12, 1
2017/9/21, 22, 21, 9, 1
2017/9/22, 15, 17, 7, 2
2017/9/23, 10, 8, 5, 1
2017/9/24, 14, 20, 3, 1
2017/9/25, 10, 11, 8, 1
2017/9/26, 21, 5, 8, 1
2017/9/27, 29, 23, 6, 1
2017/9/28, 22, 24, 5, 1
2017/9/29, 23, 31, 4, 1
2017/9/30, 26, 35, 3, 1
2017/4/1, 16, 47, 3, 3
2017/4/2, 19, 31, 9, 4
2017/4/3, 31, 39, 7, 2
2017/4/4, 31, 26, 9, 2
2017/4/5, 44, 29, 8, 1
2017/4/6, 14, 27, 9, 1
2017/4/7, 11, 28, 9, 1
2017/4/8, 13, 32, 5, 3
2017/4/9, 15, 42, 2, 
2017/4/10, 10, 33, 6, 1
2017/4/11, 14, 32, 4, 1
2017/4/12, 10, 29, 7, 5
2017/4/13, 11, 31, 6, 4
2017/4/14, 15, 38, 3, 1
2017/4/15, 14, 34, 4, 2
2017/4/16, 11, 35, 3, 2
2017/4/17, 10, 26, 11, 3
2017/4/18, 19, 31, 8, 2
2017/4/19, 13, 33, 6, 3
2017/4/20, 17, 39, 7, 4
2017/4/21, 25, 33, 7, 3
2017/4/22, 19, 32, 6, 3
2017/4/23, 11, 37, 4, 3
2017/4/24, 11, 39, 3, 1
2017/4/25, 15, 20, 11, 2
2017/4/26, 21, 14, 16, 4
2017/4/27, 21, 10, 13, 3
2017/4/28, 16, 38, 6, 2
2017/4/29, 16, 39, 5, 2
2017/4/30, 24, 37, 4, 1
2017/5/1, 16, 14, 9, 3
2017/5/2, 42, 20, 8, 3
2017/5/3, 45, 12, 9, 3
2017/5/4, 21, 35, 7, 2
2017/5/5, 22, 35, 6, 1
2017/5/6, 24, 37, 5, 1
2017/5/7, 18, 30, 7, 1
2017/5/8, 14, 32, 7, 2
2017/5/9, 13, 39, 4, 2
2017/5/10, 12, 43, 3, 2
2017/5/11, 11, 40, 4, 1
2017/5/12, 12, 29, 6, 2
2017/5/13, 20, 42, 3, 1
2017/5/14, 14, 36, 5, 3
2017/5/15, 17, 40, 4, 1
2017/5/16, 14, 44, 5, 1
2017/5/17, 16, 50, 3, 1
2017/5/18, 13, 48, 2, 1
2017/5/19, 16, 38, 5, 1
2017/5/20, 20, 35, 5, 1
2017/5/21, 12, 41, 5, 2
2017/5/22, 18, 40, 5, 2
2017/5/23, 19, 29, 6, 1
2017/5/24, 13, 28, 7, 1
2017/5/25, 14, 37, 5, 1
2017/5/26, 16, 39, 4, 1
2017/5/27, 11, 43, 3, 1
2017/5/28, 9, 42, 2, 2
2017/5/29, 11, 51, 3, 1
2017/5/30, 14, 40, 4, 1
2017/5/31, 11, 39, 4, 1
2017/6/1, 9, 46, 5, 2
2017/6/2, 11, 61, 5, 2
2017/6/3, 17, 50, 2, 1
2017/6/4, 20, 42, 4, 1
2017/6/5, 12, 44, 2, 
2017/6/6, 18, 33, 3, 3
2017/6/7, 9, 38, 4, 3
2017/6/8, 8, 47, 3, 1
2017/6/9, 14, 35, 4, 1
2017/6/10, 12, 42, 3, 1
2017/6/11, 11, 41, 3, 1
2017/6/12, 12, 34, 5, 1
2017/6/13, 14, 31, 5, 1
2017/6/14, 13, 41, 3, 1
2017/6/15, 12, 38, 4, 1
2017/6/16, 10, 24, 4, 1
2017/6/17, 8, 32, 4, 1
2017/6/18, 11, 44, 4, 2
2017/6/19, 13, 51, 3, 2
2017/6/20, 15, 40, 5, 1
2017/6/21, 16, 49, 4, 2
2017/6/22, 16, 47, 3, 1
2017/6/23, 15, 49, 4, 2
2017/6/24, 16, 47, 4, 4
2017/6/25, 15, 35, 4, 2
2017/6/26, 14, 42, 5, 2
2017/6/27, 17, 53, 1, 2
2017/6/28, 25, 48, 1, 1
2017/6/29, 11, 47, 2, 1
2017/6/30, 5, 36, 3, 3
2017/1/2, 28, 23, 8, 5
2017/1/3, 13, 24, 4, 3
2017/1/4, 6, 25, 8, 6
2017/1/5, 19, 24, 11, 13
