date, pm10, o3, no2, so2, co
2024/3/30, 56, 34, 4, 5, 
2024/3/31, 73, 30, 3, 4, 
2023/10/1, 13, 23, 9, 1, 
2023/10/2, 20, 34, 7, 2, 
2023/10/3, 26, 25, 3, , 
2023/10/4, 9, 27, 5, 1, 
2023/10/5, 14, 23, 4, , 
2023/10/6, 11, 23, 2, 1, 
2023/10/7, 10, 25, 1, 1, 
2023/10/8, 4, 16, 7, 1, 
2023/10/9, 10, 10, 7, 2, 
2023/10/10, 20, 25, 7, 2, 
2023/10/11, 26, 24, 4, 1, 
2023/10/12, 21, 24, 6, , 
2023/10/13, 19, 28, 4, , 
2023/10/14, 19, 25, 1, , 
2023/10/15, 7, 22, 3, , 
2023/10/16, 5, 21, 9, 1, 
2023/10/17, 16, 24, 11, 2, 
2023/10/18, 40, 5, 10, 2, 
2023/10/19, 33, 2, 6, 2, 
2023/10/20, 33, 16, 8, 2, 
2023/10/21, 30, 20, 4, 1, 
2023/10/22, 17, 12, 9, 1, 
2023/10/23, 14, 11, 6, 1, 
2023/10/24, 23, 10, 6, 2, 
2023/10/25, 18, 15, 8, 2, 
2023/10/26, 23, 13, 9, 3, 
2023/10/27, 22, 16, 4, 2, 
2023/10/28, 9, 21, 5, 5, 
2023/10/29, 12, 17, 11, 3, 
2023/10/30, 19, 19, 6, 2, 
2023/10/31, 13, 18, 6, 1, 
2023/11/1, 11, 24, 6, 3, 
2023/11/2, 15, 22, 5, 3, 
2023/11/3, 12, 19, 5, 3, 
2023/11/4, 9, 20, 5, 5, 
2023/11/5, 17, 20, 4, 2, 
2023/11/6, 4, 24, 10, 2, 
2023/11/7, 14, 19, 7, 1, 
2023/11/8, 20, 18, 11, 4, 
2023/11/9, 19, 16, 10, 5, 
2023/11/10, 26, 14, 7, 4, 
2023/11/11, 26, 15, 4, 2, 
2023/11/12, 17, 18, 9, 3, 
2023/11/13, 16, 20, 4, 2, 
2023/11/14, 14, 7, 3, 1, 
2023/11/15, 6, 4, 9, 1, 
2023/11/16, 11, 12, 7, 1, 
2023/11/17, 19, 15, 3, 1, 
2023/11/18, 6, 13, 6, 2, 
2023/11/19, 18, 18, 7, 2, 
2023/11/20, 13, 15, 5, 1, 
2023/11/21, 4, 16, 6, 12, 
2023/11/22, 13, 17, 5, 4, 
2023/11/23, 19, 25, 3, 3, 
2023/11/24, 6, 20, 2, 3, 
2023/11/25, 5, 22, 2, 2, 
2023/11/26, 4, 12, 10, 4, 
2023/11/27, 19, 10, 9, 5, 
2023/11/28, 26, 12, 11, 5, 
2023/11/29, 33, 10, 15, 8, 
2023/11/30, 34, 7, 18, 10, 
2023/12/1, 77, 11, 9, 4, 
2023/12/2, 33, 13, 6, 3, 
2023/12/3, 15, 10, 14, 7, 
2023/12/4, 32, 12, 13, 11, 
2023/12/5, 42, 8, 14, 9, 
2023/12/6, 58, 5, 13, 5, 
2023/12/7, 52, 5, 13, 5, 
2023/12/8, 51, 11, 11, 6, 
2023/12/9, 31, 12, 11, 8, 
2023/12/10, 31, 19, 8, 5, 
2023/12/11, 15, 21, 10, 4, 
2023/12/12, 13, 7, 10, 5, 
2023/12/13, 32, 4, 8, 3, 
2023/12/14, 20, 8, 8, 2, 
2023/12/15, 16, 19, 6, 1, 
2023/12/16, 22, 17, 5, 2, 
2023/12/17, 17, 16, 9, 3, 
2023/12/18, 16, 17, 10, 5, 
2023/12/19, 19, 20, 6, 3, 
2023/12/20, 9, 24, 4, 4, 
2023/12/21, 5, 27, 2, 4, 
2023/12/22, 4, 27, 2, 3, 
2023/12/23, 5, 24, 3, 3, 
2023/12/24, 8, 25, 1, 3, 
2023/12/25, 5, 27, 1, 3, 
2023/12/26, 4, 25, 7, 3, 
2023/12/27, 11, 18, 8, 5, 
2023/12/28, 27, 10, 8, 7, 
2023/7/1, 21, 28, 2, 1, 
2023/7/2, 15, 41, 5, 1, 
2023/7/3, 15, 38, 7, 1, 
2023/7/4, 23, 41, 6, 1, 
2023/7/5, 21, 36, 3, 1, 
2023/7/6, 14, 44, 6, , 
2023/7/7, 17, 53, 6, 1, 
2023/7/8, 21, 57, 6, 1, 
2023/7/9, 23, 49, 5, 2, 
2023/7/10, 21, 42, 2, 1, 
2023/7/11, 19, 44, 5, 2, 
2023/7/12, 22, 30, 4, 1, 
2023/7/13, 13, 40, 3, 1, 
2023/7/14, 13, 51, 2, 1, 
2023/7/15, 16, 46, 2, 1, 
2023/7/16, 18, 25, 7, 1, 
2023/7/17, 17, 40, 3, 1, 
2023/7/18, 13, 53, 5, 2, 
2023/7/19, 19, 35, 5, 1, 
2023/7/20, 16, 39, 4, 1, 
2023/7/21, 14, 39, 2, 1, 
2023/7/22, 12, 41, 4, 2, 
2023/7/23, 17, 40, 5, 1, 
2023/7/24, 18, 34, 4, 1, 
2023/7/25, 12, 21, 4, 1, 
2023/7/26, 10, 37, 3, 1, 
2023/7/27, 10, 25, 4, 1, 
2023/7/28, 10, 35, 4, 1, 
2023/7/29, 10, 34, 2, 1, 
2023/7/30, 9, 32, 3, 1, 
2023/7/31, 12, 28, 5, 2, 
2023/8/1, 15, 33, 2, 1, 
2023/8/2, 10, 27, 3, 1, 
2023/8/3, 11, 32, 5, 1, 
2023/8/4, 12, 27, 5, 1, 
2023/8/5, 18, 26, 2, 1, 
2023/8/6, 11, 27, 2, 1, 
2023/8/7, 6, 31, 2, 1, 
2023/8/8, 6, 25, 4, 1, 
2023/8/9, 6, 33, 6, , 
2023/8/10, 8, 44, 8, 1, 
2023/8/11, 15, 44, 7, 1, 
2023/8/12, 20, 36, 3, 1, 
2023/8/13, 18, 54, 7, 1, 
2023/8/14, 18, 55, 5, 2, 
2023/8/15, 23, 54, 6, 1, 
2023/8/16, 28, 37, 6, 1, 
2023/8/17, 26, 37, 5, 1, 
2023/8/18, 20, 43, 5, 1, 
2023/8/19, 19, 47, 5, 1, 
2023/8/20, 23, 31, 7, 1, 
2023/8/21, 21, 47, 6, 1, 
2023/8/22, 19, 44, 4, 1, 
2023/8/23, 14, 45, 8, 1, 
2023/8/24, 18, 48, 8, 1, 
2023/8/25, 25, 46, 5, 2, 
2023/8/26, 18, 37, 5, 1, 
2023/8/27, 17, 23, 3, 1, 
2023/8/28, 9, 15, 5, 2, 
2023/8/29, 18, 18, 2, 1, 
2023/8/30, 10, 27, 4, 1, 
2023/8/31, 8, 33, 6, , 
2023/9/1, 11, 32, 5, , 
2023/9/2, 9, 36, 4, , 
2023/9/3, 16, 33, 3, , 
2023/9/4, 10, 40, 7, , 
2023/9/5, 18, 38, 7, , 
2023/9/6, 18, 43, 6, , 
2023/9/7, 22, 39, 4, , 
2023/9/8, 21, 43, 6, , 
2023/9/9, 27, 50, 6, , 
2023/9/10, 25, 54, 11, 1, 
2023/9/11, 27, 65, 11, 1, 
2023/9/12, 32, 53, 9, 1, 
2023/9/13, 39, 25, 4, , 
2023/9/14, 10, 31, 5, , 
2023/9/15, 9, 27, 3, , 
2023/9/16, 14, 36, 4, , 
2023/9/17, 15, 40, 7, 1, 
2023/9/18, 23, 23, 6, 1, 
2023/9/19, 17, 34, 8, 1, 
2023/9/20, 14, 40, 5, 1, 
2023/9/21, 19, 33, 6, 2, 
2023/9/22, 23, 21, 3, , 
2023/9/23, 9, 28, 2, , 
2023/9/24, 6, 21, 5, , 
2023/9/25, 10, 23, 3, , 
2023/9/26, 17, 40, 6, 1, 
2023/9/27, 26, 40, 8, 1, 
2023/9/28, 26, 40, 10, 1, 
2023/9/29, 35, 24, 6, , 
2023/9/30, 20, 25, 5, , 
2023/4/1, 11, 23, 2, , 
2023/4/2, 6, 137, 3, 1, 
2023/4/3, 5, 23, 4, 3, 
2023/4/4, 7, 37, 8, 2, 
2023/4/5, 23, 31, 6, 3, 
2023/4/6, 25, 23, 5, 1, 
2023/4/7, 15, 29, 5, 1, 
2023/4/8, 16, 30, 5, 2, 
2023/4/9, 28, 33, 3, , 
2023/4/10, 28, 35, 7, 2, 
2023/4/11, 21, 30, 3, 2, 
2023/4/12, 10, 34, 8, 3, 
2023/4/13, 22, 39, 4, 3, 
2023/4/14, 20, 34, 2, 2, 
2023/4/15, 10, 37, 4, 1, 
2023/4/16, 18, 26, 4, , 
2023/4/17, 19, 29, 3, , 
2023/4/18, 15, 24, 4, 1, 
2023/4/19, 18, 30, 5, 1, 
2023/4/20, 29, 48, 6, 1, 
2023/4/21, 25, 45, 8, 2, 
2023/4/22, 27, 47, 6, 3, 
2023/4/23, 25, 45, 7, 3, 
2023/4/24, 26, 34, 2, 1, 
2023/4/25, 11, 33, 2, 1, 
2023/4/26, 9, 36, 5, 1, 
2023/4/27, 14, 45, 10, 3, 
2023/4/28, 38, 34, 5, 2, 
2023/4/29, 23, 40, 2, 1, 
2023/4/30, 9, 43, 4, 2, 
2023/5/1, 19, 39, 4, 2, 
2023/5/2, 17, 39, 2, , 
2023/5/3, 13, 42, 5, 1, 
2023/5/4, 17, 44, 5, 2, 
2023/5/5, 17, 26, 3, 1, 
2023/5/6, 17, 30, 2, , 
2023/5/7, 6, 36, 3, , 
2023/5/8, 8, 41, 2, 1, 
2023/5/9, 16, 39, 2, 1, 
2023/5/10, 16, 41, 2, 2, 
2023/5/11, 16, 41, 2, 1, 
2023/5/12, 21, 43, 2, 1, 
2023/5/13, 21, 36, 2, 1, 
2023/5/14, 17, 25, 3, 2, 
2023/5/15, 10, 41, 4, 2, 
2023/5/16, 12, 27, 2, 1, 
2023/5/17, 13, 26, 3, , 
2023/5/18, 13, 22, 3, , 
2023/5/19, 11, 34, 2, , 
2023/5/20, 20, 38, 3, 1, 
2023/5/21, 18, 36, 3, 1, 
2023/5/22, 15, 40, 3, 1, 
2023/5/23, 23, 25, 3, 1, 
2023/5/24, 18, 32, 2, , 
2023/5/25, 19, 42, 3, 1, 
2023/5/26, 18, 37, 2, , 
2023/5/27, 15, 36, 3, 1, 
2023/5/28, 12, 44, 5, 3, 
2023/5/29, 17, 44, 3, 1, 
2023/5/30, 23, 44, 5, 1, 
2023/5/31, 20, 50, 8, 1, 
2023/6/1, 26, 33, 3, 1, 
2023/6/2, 18, 31, 2, 1, 
2023/6/3, 10, 35, 2, 1, 
2023/6/4, 12, 41, 4, 2, 
2023/6/5, 18, 36, 4, 2, 
2023/6/6, 22, 40, 5, 1, 
2023/6/7, 18, 36, 2, 1, 
2023/6/8, 15, 33, 4, 1, 
2023/6/9, 22, 35, 4, 1, 
2023/6/10, 16, 38, 3, 1, 
2023/6/11, 14, 35, 4, 1, 
2023/6/12, 13, 31, 3, 1, 
2023/6/13, 14, 24, 3, , 
2023/6/14, 15, 34, 4, , 
2023/6/15, 13, 45, 6, 1, 
2023/6/16, 18, 40, 3, 1, 
2023/6/17, 16, 42, 3, 1, 
2023/6/18, 15, 49, 6, 1, 
2023/6/19, 17, 62, 6, 1, 
2023/6/20, 29, 49, 5, 1, 
2023/6/21, 30, 48, 2, , 
2023/6/22, 19, 39, 4, 1, 
2023/6/23, 22, 29, 2, , 
2023/6/24, 16, 41, 2, 1, 
2023/6/25, 14, 44, 4, 1, 
2023/6/26, 17, 33, 1, 1, 
2023/6/27, 15, 28, 1, 1, 
2023/6/28, 11, 38, 1, 1, 
2023/6/29, 17, 46, 7, 2, 
2023/6/30, 22, 39, 2, 1, 
2023/1/2, 15, 24, 6, 1, 
2023/1/3, 11, 21, 8, 4, 
2023/1/4, 37, 23, 1, 1, 
2023/1/5, 6, 19, 2, 1, 
2023/1/6, 9, 16, 8, 2, 
2023/1/7, 20, 11, 7, 4, 
2023/1/8, 35, 11, 11, 5, 
2023/1/9, 29, 15, 7, 2, 
2023/1/10, 21, 21, 11, 4, 
2023/1/11, 8, 19, 6, 3, 
2023/1/12, 7, 20, 4, 2, 
2023/1/13, 11, 22, 4, 2, 
2023/1/14, 13, 25, 2, 3, 
2023/1/15, 10, 16, 8, 4, 
2023/1/16, 17, 20, 9, 5, 
2023/1/17, 16, 16, 7, 3, 
2023/1/18, 19, 18, 10, 5, 
2023/1/19, 41, 15, 8, 4, 
2023/1/20, 33, 21, 5, 2, 
2023/1/21, 13, 15, 4, 1, 
2023/1/22, 16, 5, 6, 1, 
2023/1/23, 20, 12, 6, , 
2023/1/24, 21, 19, 7, 1, 
2023/1/25, 20, 18, 6, 3, 
2023/1/26, 23, 20, 4, 2, 
2023/1/27, 25, 21, 4, 1, 
2023/1/28, 23, 26, 2, 2, 
2023/1/29, 13, 26, 5, 3, 
2023/1/30, 17, 26, 3, 2, 
2023/1/31, 9, 26, 3, 2, 
2023/2/1, 8, 26, 2, 2, 
2023/2/2, 5, 28, 5, 3, 
2023/2/3, 8, 26, 1, 1, 
2023/2/4, 3, 24, 3, 3, 
2023/2/5, 9, 21, 14, 6, 
2023/2/6, 31, 19, 12, 11, 
2023/2/7, 75, 23, 8, 3, 
2023/2/8, 28, 31, 13, 7, 
2023/2/9, 44, 29, 6, 2, 
2023/2/10, 26, 18, 6, 3, 
2023/2/11, 31, 28, 4, 1, 
2023/2/12, 13, 27, 5, 1, 
2023/2/13, 18, 28, 3, 1, 
2023/2/14, 15, 25, 11, 4, 
2023/2/15, 32, 21, 9, 4, 
2023/2/16, 33, 18, 9, 4, 
2023/2/17, 35, 31, 2, 2, 
2023/2/18, 8, 30, 1, 2, 
2023/2/19, 4, 28, 3, 2, 
2023/2/20, 10, 27, 2, 2, 
2023/2/21, 5, 31, 4, 3, 
2023/2/22, 15, 20, 9, 5, 
2023/2/23, 25, 18, 9, 4, 
2023/2/24, 27, 23, 2, 3, 
2023/2/25, 11, 28, 2, 3, 
2023/2/26, 4, 28, 3, 2, 
2023/2/27, 5, 29, 8, 3, 
2023/2/28, 15, 25, 19, 13, 
2023/3/1, 57, 26, 15, 11, 
2023/3/2, 72, 23, 7, 1, 
2023/3/3, 34, 26, 3, , 
2023/3/4, 17, 30, 3, 1, 
2023/3/5, 10, 28, 6, 2, 
2023/3/6, 14, 26, 7, 4, 
2023/3/7, 21, 26, 5, 2, 
2023/3/8, 13, 17, 9, 2, 
2023/3/9, 18, 31, 9, 4, 
2023/3/10, 21, 32, 3, 2, 
2023/3/11, 8, 32, 3, 1, 
2023/3/12, 8, 29, 4, 2, 
2023/3/13, 13, 27, 9, 5, 
2023/3/14, 20, 30, 3, 1, 
2023/3/15, 9, 31, 9, 2, 
2023/3/16, 20, 32, 10, 4, 
2023/3/17, 36, 36, 11, 6, 
2023/3/18, 29, 41, 14, 7, 
2023/3/19, 40, 24, 12, 4, 
2023/3/20, 46, 24, 8, 1, 
2023/3/21, 22, 27, 12, 5, 
2023/3/22, 38, 34, 7, 2, 
2023/3/23, 20, 34, 6, 2, 
2023/3/24, 17, 32, 3, 1, 
2023/3/25, 9, 30, 4, 1, 
2023/3/26, 7, 29, 4, 2, 
2023/3/27, 12, 32, 2, 1, 
2023/3/28, 8, 35, 7, 3, 
2023/3/29, 16, 29, 5, 2, 
2023/3/30, 18, 31, 5, 2, 
2023/3/31, 13, 24, 4, 2, 
2022/10/1, 22, 22, 1, 2, 
2022/10/2, 11, 22, 1, 2, 
2022/10/3, 9, 20, 3, 1, 
2022/10/4, 14, 22, 6, 2, 
2022/10/5, 23, 23, 4, 1, 
2022/10/6, 14, 26, 7, 1, 
2022/10/7, 26, 28, 6, 2, 
2022/10/8, 30, 22, 3, 1, 
2022/10/9, 11, 20, 6, 2, 
2022/10/10, 17, 22, 7, 2, 
2022/10/11, 21, 21, 9, 2, 
2022/10/12, 45, 24, 8, 2, 
2022/10/13, 32, 22, 12, 3, 
2022/10/14, 43, 25, 7, 5, 
2022/10/15, 37, 23, 3, 3, 
2022/10/16, 22, 27, 10, 3, 
2022/10/17, 30, 32, 3, 3, 
2022/10/18, 24, 21, 2, 1, 
2022/10/19, 10, 22, 5, 2, 
2022/10/20, 15, 22, 10, 4, 
2022/10/21, 23, 19, 5, 5, 
2022/10/22, 24, 18, 5, 2, 
2022/10/23, 23, 16, 7, 3, 
2022/10/24, 25, 15, 6, 2, 
2022/10/25, 16, 21, 10, 2, 
2022/10/26, 20, 13, 12, 3, 
2022/10/27, 42, 13, 12, 4, 
2022/10/28, 39, 14, 5, 3, 
2022/10/29, 18, 15, 9, 3, 
2022/10/30, 32, 15, 13, 3, 
2022/10/31, 43, 9, 6, 3, 
2022/11/1, 36, 19, 6, 2, 
2022/11/2, 17, 18, 7, 3, 
2022/11/3, 21, 10, 8, 1, 
2022/11/4, 25, 18, 4, , 
2022/11/5, 13, 18, 5, , 
2022/11/6, 20, 14, 8, 1, 
2022/11/7, 19, 16, 13, 2, 
2022/11/8, 29, 19, 5, 2, 
2022/11/9, 24, 12, 8, , 
2022/11/10, 20, 16, 6, , 
2022/11/11, 21, 16, 6, , 
2022/11/12, 25, 11, 7, 1, 
2022/11/13, 33, 9, 7, , 
2022/11/14, 23, 15, 13, 5, 
2022/11/15, 37, 9, 8, 2, 
2022/11/16, 30, 9, 5, 2, 
2022/11/17, 5, 14, 4, 1, 
2022/11/18, 7, 13, 7, 3, 
2022/11/19, 20, 9, 11, 7, 
2022/11/20, 63, 6, 11, 5, 
2022/11/21, 33, 7, 8, 3, 
2022/11/22, 25, 8, 7, 3, 
2022/11/23, 25, 7, 7, 2, 
2022/11/24, 23, 3, 13, 3, 
2022/11/25, 48, 4, 10, 3, 
2022/11/26, 41, 6, 9, 3, 
2022/11/27, 37, 6, 7, 4, 
2022/11/28, 23, 12, 5, 2, 
2022/11/29, 23, 12, 5, 1, 
2022/11/30, 22, 15, 6, 2, 
2022/12/1, 18, 15, 4, 1, 
2022/12/2, 13, 3, 6, 2, 
2022/12/3, 37, 7, 3, 1, 
2022/12/4, 23, 6, 5, 3, 
2022/12/5, 24, 1, 10, 3, 
2022/12/6, 30, 13, 7, 2, 
2022/12/7, 8, 10, 10, 4, 
2022/12/8, 21, 9, 12, 5, 
2022/12/9, 33, 11, 6, 2, 
2022/12/10, 20, 15, 4, 2, 
2022/12/11, 20, 15, 5, 2, 
2022/12/12, 16, 15, 9, 4, 
2022/12/13, 19, 12, 15, 12, 
2022/12/14, 60, 11, 15, 8, 
2022/12/15, 35, 10, 9, 3, 
2022/12/16, 39, 19, 6, 1, 
2022/12/17, 46, 21, 5, 1, 
2022/12/18, 27, 26, 16, 7, 
2022/12/19, 47, 23, 5, 4, 
2022/12/20, 21, 19, 6, 3, 
2022/12/21, 20, 14, 9, 3, 
2022/12/22, 23, 13, 9, 2, 
2022/12/23, 17, 19, 6, 1, 
2022/12/24, 17, 19, 5, 1, 
2022/12/25, 22, 15, 4, 1, 
2022/12/26, 19, 27, 2, , 
2022/12/27, 6, 25, 6, 2, 
2022/12/28, 14, 24, 3, 1, 
2022/12/29, 11, 17, 10, 3, 
2022/12/30, 23, 18, 3, , 
2022/12/31, 22, 20, 2, , 
2023/1/1, 13, 19, 5, 1, 
2022/9/26, 29, 24, 8, 3, 
2022/9/27, 21, 19, 5, 3, 
2022/9/28, 11, 20, 6, 2, 
2022/9/29, 11, 11, 6, 2, 
2022/9/30, 19, 20, 5, 2, 
2021/7/1, 10, 32, 2, 2, 2
2021/7/2, 8, 32, 3, 2, 1
2021/7/3, 13, 36, 2, 3, 1
2021/7/4, 10, 43, 6, 4, 2
2021/7/5, 16, 42, 5, 4, 2
2021/7/6, 16, 55, 5, 3, 2
2021/7/7, 18, 35, 5, 3, 2
2021/7/8, 21, 34, 5, 4, 2
2021/7/9, 17, 30, 2, 3, 1
2021/7/10, 6, 31, 4, 4, 2
2021/7/11, 12, 23, 6, 4, 2
2021/7/12, 10, 41, 3, 5, 2
2021/7/13, 14, 46, 5, 6, 2
2021/7/14, 28, 36, 6, 5, 2
2021/7/15, 16, 32, 4, 4, 2
2021/7/16, 19, , , , 
2021/7/18, 18, 25, 2, 3, 1
2021/7/19, 12, 28, 3, 3, 1
2021/7/20, 13, 30, 3, 2, 1
2021/7/21, 12, 27, 6, 2, 1
2021/7/22, 13, 36, 9, 3, 2
2021/7/23, 16, 42, 7, 4, 2
2021/7/24, 20, 34, 5, 4, 2
2021/7/25, 21, 42, 5, 5, 2
2021/7/26, 15, 41, 6, 5, 2
2021/7/27, 15, 45, 6, 6, 2
2021/7/28, 19, 37, 4, 5, 1
2021/7/29, 11, 43, 9, 6, 2
2021/7/30, 14, 43, 8, 6, 2
2021/7/31, 19, 27, 4, 6, 2
2021/8/1, 14, 33, 3, 5, 1
2021/8/2, 8, 30, 5, 5, 2
2021/8/3, 8, 29, 8, 4, 2
2021/8/4, 9, 23, 6, 4, 2
2021/8/5, 10, 27, 4, 5, 2
2021/8/6, 4, 31, 4, 7, 2
2021/8/7, 10, 27, 3, 6, 1
2021/8/8, 7, 31, 4, 4, 1
2021/8/9, 7, 39, 7, 4, 2
2021/8/10, 13, 35, 3, 1, 2
2021/8/11, 8, 32, 6, 1, 2
2021/8/12, 11, 51, 10, 3, 3
2021/8/13, 23, 46, 8, 3, 3
2021/8/14, 22, 44, 6, 4, 3
2021/8/15, 21, 35, 6, 5, 2
2021/8/16, 17, 24, 3, 2, 2
2021/8/17, 5, 36, 4, 3, 2
2021/8/18, 7, 22, 4, 4, 2
2021/8/19, 9, 24, 6, 4, 2
2021/8/20, 10, 32, 5, 2, 2
2021/8/21, 9, 38, 4, 4, 2
2021/8/22, 14, 20, 6, 3, 3
2021/8/23, 10, 25, 4, 2, 2
2021/8/24, 5, 28, 4, 3, 2
2021/8/25, 9, 20, 6, 4, 2
2021/8/26, 10, 18, 7, 4, 2
2021/8/27, 8, 17, 7, 4, 3
2021/8/28, 11, 26, 5, 4, 3
2021/8/29, 13, 17, 6, 3, 3
2021/8/30, 11, 20, 3, 3, 3
2021/8/31, 5, 25, 2, 1, 2
2021/9/1, 6, 21, 5, , 2
2021/9/2, 23, 30, 6, 2, 3
2021/9/3, 16, 29, 4, 1, 2
2021/9/4, 12, 27, 3, 1, 2
2021/9/5, 6, 28, 4, 1, 2
2021/9/6, 7, 42, 11, 3, 3
2021/9/7, 20, 31, 10, 2, 4
2021/9/8, 26, 47, 11, 3, 4
2021/9/9, 26, 41, 11, 4, 3
2021/9/10, 25, 38, 10, 4, 3
2021/9/11, 24, 24, 5, 3, 3
2021/9/12, 22, 24, 6, 3, 2
