date, pm10, o3, no2, so2, co
2024/3/28, 20, 37, 5, 1, 
2024/3/29, 10, 33, 10, 5, 
2024/3/30, 50, 35, 5, 3, 
2024/3/31, 65, 32, 2, 2, 
2023/10/1, 14, 28, 10, 1, 
2023/10/2, 17, 35, 8, 3, 
2023/10/3, 17, 26, 7, 2, 
2023/10/4, 8, 29, 7, 1, 
2023/10/5, 13, 24, 6, 1, 
2023/10/6, 10, 29, 3, 1, 
2023/10/7, 10, 26, 3, 1, 
2023/10/8, 9, 10, 11, 2, 
2023/10/9, 17, 9, 10, 2, 
2023/10/10, 25, 26, 6, 1, 
2023/10/11, 18, 26, 6, 2, 
2023/10/12, 23, 23, 7, 2, 
2023/10/13, 20, 31, 5, 2, 
2023/10/14, 21, 25, 2, , 
2023/10/15, 9, 23, 6, 1, 
2023/10/16, 9, 18, 12, 3, 
2023/10/17, 28, 21, 13, 5, 
2023/10/18, 44, 5, 16, 3, 
2023/10/19, 43, 18, 13, 1, 
2023/10/20, 32, 22, 9, 2, 
2023/10/21, 31, 18, 6, 2, 
2023/10/22, 16, 16, 12, 1, 
2023/10/23, 22, 13, 12, 1, 
2023/10/24, 23, 18, 9, 1, 
2023/10/25, 21, 20, 8, 2, 
2023/10/26, 19, 10, 11, 1, 
2023/10/27, 23, 21, 4, 1, 
2023/10/28, 7, 22, 9, 3, 
2023/10/29, 15, 16, 14, 2, 
2023/10/30, 22, 27, 5, 1, 
2023/10/31, 12, 20, 7, 1, 
2023/11/1, 12, 29, 7, 3, 
2023/11/2, 15, 28, 7, 3, 
2023/11/3, 9, 21, 8, 2, 
2023/11/4, 15, 25, 6, 1, 
2023/11/5, 13, 24, 5, 2, 
2023/11/6, 8, 23, 9, 4, 
2023/11/7, 15, 22, 7, 1, 
2023/11/8, 13, 21, 13, 6, 
2023/11/9, 24, 15, 14, 4, 
2023/11/10, 26, 14, 9, 3, 
2023/11/11, 28, 17, 5, 2, 
2023/11/12, 11, 17, 10, 4, 
2023/11/13, 16, 24, 4, 2, 
2023/11/14, 10, 22, 4, 1, 
2023/11/15, 8, 15, 11, 2, 
2023/11/16, 18, 15, 7, 1, 
2023/11/17, 15, 16, 4, 1, 
2023/11/18, 13, 16, 8, 4, 
2023/11/19, 25, 13, 8, 3, 
2023/11/20, 13, 16, 9, 3, 
2023/11/21, 14, 17, 7, 4, 
2023/11/22, 15, 22, 5, 3, 
2023/11/23, 16, 25, 7, 3, 
2023/11/24, 8, 22, 5, 4, 
2023/11/25, 13, 24, 5, 4, 
2023/11/26, 14, 12, 12, 5, 
2023/11/27, 25, 11, 12, 5, 
2023/11/28, 29, 14, 10, 6, 
2023/11/29, 24, 15, 17, 10, 
2023/11/30, 38, 9, 25, 16, 
2023/12/1, 84, 14, 12, 7, 
2023/12/2, 33, 16, 9, 5, 
2023/12/3, 17, 9, 18, 10, 
2023/12/4, 33, 8, 25, 16, 
2023/12/5, 53, 7, 23, 11, 
2023/12/6, 54, 5, 18, 10, 
2023/12/7, 69, 4, 24, 12, 
2023/12/8, 74, 14, 12, 5, 
2023/12/9, 30, 17, 11, 7, 
2023/12/10, 20, 23, 8, 4, 
2023/12/11, 11, 18, 13, 4, 
2023/12/12, 17, 3, 20, 7, 
2023/12/13, 39, 4, 12, 5, 
2023/12/14, 36, 8, 11, 4, 
2023/12/15, 26, 10, 12, 5, 
2023/12/16, 26, 16, 6, 3, 
2023/12/17, 16, 12, 11, 3, 
2023/12/18, 16, 19, 9, 2, 
2023/12/19, 11, 18, 10, 2, 
2023/12/20, 16, 23, 4, 1, 
2023/12/21, 4, 31, 4, 1, 
2023/12/22, 5, 31, 3, 2, 
2023/12/23, 8, 26, 5, 3, 
2023/12/24, 9, 25, 2, 1, 
2023/12/25, 5, 24, 3, 2, 
2023/12/26, 6, 24, 10, 4, 
2023/12/27, 13, 21, 8, 4, 
2023/12/28, 18, 14, 8, 5, 
2023/12/29, 24, , , , 
2023/7/1, 18, 29, 5, 1, 
2023/7/2, 12, 37, 6, 1, 
2023/7/3, 15, 35, 7, 1, 
2023/7/4, 15, 38, 7, 1, 
2023/7/5, 15, 35, 7, 2, 
2023/7/6, 11, 41, 9, 2, 
2023/7/7, 14, 53, 11, 2, 
2023/7/8, 19, 59, 9, 1, 
2023/7/9, 25, 46, 11, 1, 
2023/7/10, 21, 44, 6, , 
2023/7/11, 13, 42, 9, 1, 
2023/7/12, 15, 29, 5, , 
2023/7/13, 10, 47, 7, 2, 
2023/7/14, 19, 46, 6, 1, 
2023/7/15, 15, 45, 6, 1, 
2023/7/16, 14, 25, 7, 1, 
2023/7/17, 9, 39, 5, 1, 
2023/7/18, 11, 48, 8, 2, 
2023/7/19, 14, 37, 4, 2, 
2023/7/20, 9, 38, 7, 1, 
2023/7/21, 11, 36, 5, 1, 
2023/7/22, 11, 43, 6, 2, 
2023/7/23, 16, 42, 4, 2, 
2023/7/24, 10, 30, 6, 1, 
2023/7/25, 10, 20, 5, 1, 
2023/7/26, 9, 36, 5, 1, 
2023/7/27, 7, 31, 3, , 
2023/7/28, 5, 33, 3, , 
2023/7/29, 7, 33, 3, 1, 
2023/7/30, 6, 32, 4, , 
2023/7/31, 7, 28, 8, 3, 
2023/8/1, 11, 35, 3, , 
2023/8/2, 7, 27, 4, 1, 
2023/8/3, 8, 30, 7, 1, 
2023/8/4, 8, 24, 6, 1, 
2023/8/5, 14, 25, 2, , 
2023/8/6, 4, 22, 3, 1, 
2023/8/7, 4, 30, 2, 2, 
2023/8/8, 4, 23, 5, 2, 
2023/8/9, 9, 35, 8, 1, 
2023/8/10, 8, 40, 11, 2, 
2023/8/11, 15, 42, 7, 2, 
2023/8/12, 18, 42, 3, 2, 
2023/8/13, 15, 48, 9, 3, 
2023/8/14, 19, 48, 11, 1, 
2023/8/15, 23, 53, 9, 1, 
2023/8/16, 24, 34, 7, 2, 
2023/8/17, 17, 49, 7, 1, 
2023/8/18, 19, 45, 9, 2, 
2023/8/19, 18, 50, 8, 1, 
2023/8/20, 21, 39, 9, 4, 
2023/8/21, 23, 46, 7, 2, 
2023/8/22, 20, 40, 7, 2, 
2023/8/23, 20, 48, 11, 1, 
2023/8/24, 20, 48, 11, 3, 
2023/8/25, 22, 29, 9, 1, 
2023/8/26, 16, 35, 4, 1, 
2023/8/27, 15, 24, 5, 2, 
2023/8/28, 10, 14, 6, 1, 
2023/8/29, 13, 15, 6, 1, 
2023/8/30, 7, 27, 6, 1, 
2023/8/31, 7, 30, 7, 1, 
2023/9/1, 10, 26, 6, , 
2023/9/2, 13, 32, 4, , 
2023/9/3, 15, 30, 5, 1, 
2023/9/4, 8, 37, 10, , 
2023/9/5, 15, 52, 14, 1, 
2023/9/6, 23, 43, 10, , 
2023/9/7, 22, 42, 15, 1, 
2023/9/8, 26, 50, 13, 2, 
2023/9/9, 31, 48, 10, 1, 
2023/9/10, 26, 48, 11, 1, 
2023/9/11, 26, 53, 14, 2, 
2023/9/12, 33, 50, 11, 2, 
2023/9/13, 34, 26, 4, 1, 
2023/9/14, 10, 29, 6, 1, 
2023/9/15, 12, 36, 6, 1, 
2023/9/16, 12, 32, 9, , 
2023/9/17, 17, 37, 10, , 
2023/9/18, 19, 19, 8, 1, 
2023/9/19, 14, 32, 10, 1, 
2023/9/20, 10, 38, 8, 2, 
2023/9/21, 16, 31, 8, 1, 
2023/9/22, 16, 19, 6, , 
2023/9/23, 12, 24, 4, 3, 
2023/9/24, 6, 16, 6, 2, 
2023/9/25, 15, 19, 8, 1, 
2023/9/26, 22, 36, 12, 2, 
2023/9/27, 24, 36, 14, 2, 
2023/9/28, 29, 40, 11, 3, 
2023/9/29, 27, 26, 6, 1, 
2023/9/30, 19, 23, 7, , 
2023/4/1, 9, 26, 4, 2, 
2023/4/2, 15, 34, 6, 6, 
2023/4/3, 7, 35, 6, 4, 
2023/4/4, 11, 36, 16, 11, 
2023/4/5, 38, 34, 15, 13, 
2023/4/6, 45, 26, 9, 1, 
2023/4/7, 22, 32, 6, 3, 
2023/4/8, 20, 27, 8, 4, 
2023/4/9, 33, 26, 8, 3, 
2023/4/10, 34, 34, 11, 3, 
2023/4/11, 28, 39, 10, 2, 
2023/4/12, 12, 33, 10, 2, 
2023/4/13, 24, 34, 8, 2, 
2023/4/14, 18, 39, 7, 3, 
2023/4/15, 15, 38, 7, 3, 
2023/4/16, 18, 24, 8, 3, 
2023/4/17, 23, 35, 5, 2, 
2023/4/18, 12, 26, 5, 1, 
2023/4/19, 23, 34, 7, 3, 
2023/4/20, 26, 54, 13, 4, 
2023/4/21, 38, 55, 16, 3, 
2023/4/22, 36, 50, 11, 2, 
2023/4/23, 31, 45, 11, 2, 
2023/4/24, 27, 37, 5, 1, 
2023/4/25, 10, 37, 5, 2, 
2023/4/26, 10, 40, 11, 4, 
2023/4/27, 26, 45, 12, 5, 
2023/4/28, 30, 35, 8, 3, 
2023/4/29, 24, 41, 3, 1, 
2023/4/30, 11, 46, 6, 1, 
2023/5/1, 15, 36, 9, 2, 
2023/5/2, 23, 33, 5, 4, 
2023/5/3, 20, 46, 8, 2, 
2023/5/4, 17, 49, 8, 2, 
2023/5/5, 17, 29, 6, 1, 
2023/5/6, 19, 29, 3, 1, 
2023/5/7, 13, 36, 3, 2, 
2023/5/8, 9, 39, 4, 3, 
2023/5/9, 12, 41, 5, 1, 
2023/5/10, 12, 45, 5, 2, 
2023/5/11, 15, 43, 4, 1, 
2023/5/12, 14, 42, 6, 1, 
2023/5/13, 17, 39, 6, 3, 
2023/5/14, 18, 28, 5, , 
2023/5/15, 11, 37, 6, 1, 
2023/5/16, 14, 30, 4, , 
2023/5/17, 13, 24, 4, 1, 
2023/5/18, 12, 18, 6, 1, 
2023/5/19, 16, 33, 3, , 
2023/5/20, 20, 40, 3, 1, 
2023/5/21, 19, 40, 5, 2, 
2023/5/22, 13, 34, 11, 2, 
2023/5/23, 23, 22, 5, , 
2023/5/24, 15, 27, 5, , 
2023/5/25, 17, 38, 7, 1, 
2023/5/26, 21, 37, 6, 3, 
2023/5/27, 14, 41, 4, 1, 
2023/5/28, 12, 45, 7, 2, 
2023/5/29, 16, 43, 5, 2, 
2023/5/30, 18, 46, 8, 2, 
2023/5/31, 17, 50, 9, 1, 
2023/6/1, 21, 36, 6, 2, 
2023/6/2, 20, 35, 4, , 
2023/6/3, 12, 42, 6, 1, 
2023/6/4, 11, 44, 6, 2, 
2023/6/5, 17, 41, 6, 2, 
2023/6/6, 18, 41, 8, 1, 
2023/6/7, 19, 41, 5, 1, 
2023/6/8, 14, 27, 6, , 
2023/6/9, 17, 37, 4, 1, 
2023/6/10, 18, 41, 3, 1, 
2023/6/11, 13, 35, 4, 1, 
2023/6/12, 13, 37, 5, 1, 
2023/6/13, 12, 23, 7, , 
2023/6/14, 14, 39, 5, 1, 
2023/6/15, 15, 45, 5, 1, 
2023/6/16, 16, 38, 5, 1, 
2023/6/17, 15, 42, 5, , 
2023/6/18, 14, 50, 9, 2, 
2023/6/19, 18, 56, 12, 2, 
2023/6/20, 24, 43, 10, 2, 
2023/6/21, 23, 49, 6, , 
2023/6/22, 20, 34, 6, , 
2023/6/23, 12, 28, 4, , 
2023/6/24, 14, 38, 5, , 
2023/6/25, 14, 45, 5, 1, 
2023/6/26, 11, 33, 3, 1, 
2023/6/27, 10, 29, 4, , 
2023/6/28, 10, 37, 5, , 
2023/6/29, 10, 45, 8, 3, 
2023/6/30, 17, 39, 5, 1, 
2023/1/2, 15, 12, 12, 4, 
2023/1/3, 31, 19, 10, 4, 
2023/1/4, 30, 22, 3, 1, 
2023/1/5, 4, 17, 5, 2, 
2023/1/6, 10, 12, 14, 6, 
2023/1/7, 33, 12, 15, 10, 
2023/1/8, 56, 16, 12, 5, 
2023/1/9, 29, 13, 9, 2, 
2023/1/10, 18, 21, 13, 4, 
2023/1/11, 24, 23, 6, 2, 
2023/1/12, 9, 21, 5, 2, 
2023/1/13, 8, 22, 5, 2, 
2023/1/14, 11, 25, 4, 3, 
2023/1/15, 8, 16, 11, 4, 
2023/1/16, 16, 20, 12, 5, 
2023/1/17, 24, 14, 13, 6, 
2023/1/18, 29, 10, 12, 7, 
2023/1/19, 36, 13, 12, 6, 
2023/1/20, 38, 16, 9, 5, 
2023/1/21, 32, 9, 13, 11, 
2023/1/22, 41, 2, 11, 6, 
2023/1/23, 27, 14, 10, 4, 
2023/1/24, 22, 17, 8, 3, 
2023/1/25, 11, 10, 12, 7, 
2023/1/26, 31, 20, 10, 7, 
2023/1/27, 35, 21, 6, 5, 
2023/1/28, 27, 27, 4, 4, 
2023/1/29, 14, 21, 6, 3, 
2023/1/30, 15, 25, 5, 2, 
2023/1/31, 9, 22, 6, 2, 
2023/2/1, 10, 25, 4, 2, 
2023/2/2, 7, 29, 6, 3, 
2023/2/3, 8, 23, 2, 1, 
2023/2/4, 7, 20, 4, 4, 
2023/2/5, 13, 17, 17, 12, 
2023/2/6, 37, 10, 18, 16, 
2023/2/7, 85, 21, 16, 9, 
2023/2/8, 45, 33, 15, 10, 
2023/2/9, 41, 30, 9, 4, 
2023/2/10, 30, 19, 11, 5, 
2023/2/11, 39, 23, 9, 4, 
2023/2/12, 28, 19, 13, 5, 
2023/2/13, 42, 23, 11, 4, 
2023/2/14, 23, 24, 16, 7, 
2023/2/15, 41, 26, 9, 1, 
2023/2/16, 34, 22, 11, 1, 
2023/2/17, 27, 31, 5, 1, 
2023/2/18, 10, 29, 5, 2, 
2023/2/19, 8, 30, 6, 3, 
2023/2/20, 10, 27, 4, 1, 
2023/2/21, 7, 24, 15, 7, 
2023/2/22, 39, 25, 16, 6, 
2023/2/23, 33, 25, 7, 1, 
2023/2/24, 22, 27, 4, 1, 
2023/2/25, 8, 29, 4, 3, 
2023/2/26, 10, 27, 6, 4, 
2023/2/27, 12, 26, 16, 12, 
2023/2/28, 37, 23, 22, 16, 
2023/3/1, 69, 26, 22, 23, 
2023/3/2, 82, 18, 15, 7, 
2023/3/3, 54, 25, 8, 4, 
2023/3/4, 30, 33, 6, 2, 
2023/3/5, 13, , , , 
2023/3/7, 17, 30, 6, 2, 
2023/3/8, 18, 24, 10, 2, 
2023/3/9, 21, 36, 8, 4, 
2023/3/10, 12, 32, 3, 1, 
2023/3/11, 8, 34, 5, 3, 
2023/3/12, 9, 32, 5, 2, 
2023/3/13, 8, 31, 8, 3, 
2023/3/14, 13, 33, 7, 3, 
2023/3/15, 16, 30, 13, 6, 
2023/3/16, 27, 34, 18, 11, 
2023/3/17, 49, 39, 15, 10, 
2023/3/18, 39, 41, 16, 13, 
2023/3/19, 37, 29, 14, 6, 
2023/3/20, 32, 17, 13, 1, 
2023/3/21, 33, 32, 12, 4, 
2023/3/22, 32, 36, 9, 2, 
2023/3/23, 18, 38, 7, 1, 
2023/3/24, 16, 34, 5, 1, 
2023/3/25, 11, 35, 2, 1, 
2023/3/26, 5, 31, 6, 2, 
2023/3/27, 13, 33, 5, 3, 
2023/3/28, 11, 36, 11, 7, 
2023/3/29, 27, 32, 6, 2, 
2023/3/30, 12, 35, 7, 2, 
2023/3/31, 14, 29, 5, 1, 
2022/10/1, 30, , , , 
2022/10/3, 7, 18, 5, 2, 
2022/10/4, 13, 21, 7, 2, 
2022/10/5, 17, 22, 6, 2, 
2022/10/6, 16, 16, 12, 2, 
2022/10/7, 33, 26, 7, 1, 
2022/10/8, 38, 20, 6, 2, 
2022/10/9, 17, 23, 8, 2, 
2022/10/10, 20, 19, 8, 1, 
2022/10/11, 22, 17, 11, 3, 
2022/10/12, 47, 18, 14, 3, 
2022/10/13, 48, 18, 11, 2, 
2022/10/14, 46, 25, 9, 4, 
2022/10/15, 32, 22, 5, 3, 
2022/10/16, 22, 24, 12, 4, 
2022/10/17, 29, 34, 8, 3, 
2022/10/18, 22, 20, 5, 1, 
2022/10/19, 13, 16, 9, 2, 
2022/10/20, 16, 23, 11, 4, 
2022/10/21, 24, 22, 6, 3, 
2022/10/22, 24, 19, 8, 1, 
2022/10/23, 28, 15, 8, 2, 
2022/10/24, 21, 16, 7, 1, 
2022/10/25, 18, 16, 12, 2, 
2022/10/26, 23, 12, 12, 1, 
2022/10/27, 33, 13, 8, 2, 
2022/10/28, 20, 11, 4, 1, 
2022/10/29, 16, 9, 6, 2, 
2022/10/30, 23, 9, 12, 2, 
2022/10/31, 31, 9, 5, 2, 
2022/11/1, 16, 11, 10, 2, 
2022/11/2, 26, 16, 13, 2, 
2022/11/3, 30, 13, 15, 4, 
2022/11/4, 31, 20, 4, 1, 
2022/11/5, 11, 11, 9, 3, 
2022/11/6, 27, 15, 8, 3, 
2022/11/7, 16, 19, 10, 5, 
2022/11/8, 19, 22, 4, 5, 
2022/11/9, 22, 14, 10, 3, 
2022/11/10, 36, 9, 10, 3, 
2022/11/11, 24, 11, 14, 4, 
2022/11/12, 47, 10, 12, 4, 
2022/11/13, 36, 4, 10, 2, 
2022/11/14, 22, 10, 15, 5, 
2022/11/15, 34, 8, 12, 6, 
2022/11/16, 33, 7, 6, 3, 
2022/11/17, 5, 13, 8, 4, 
2022/11/18, 20, 11, 10, 6, 
2022/11/19, 35, 8, 10, 11, 
2022/11/20, 66, 10, 12, 4, 
2022/11/21, 27, 3, 16, 5, 
2022/11/22, 36, 4, 13, 7, 
2022/11/23, 36, 3, 12, 6, 
2022/11/24, 51, 3, 14, 6, 
2022/11/25, 45, 7, 10, 3, 
2022/11/26, 33, 5, 10, 4, 
2022/11/27, 34, 4, 14, 5, 
2022/11/28, 37, 3, 17, 6, 
2022/11/29, 46, 9, 10, 4, 
2022/11/30, 27, 9, 7, 5, 
2022/12/1, 18, 10, 7, 4, 
2022/12/2, 20, 2, 10, 4, 
2022/12/3, 41, 4, 8, 2, 
2022/12/4, 31, 1, 10, 5, 
2022/12/5, 39, 1, 11, 5, 
2022/12/6, 33, 12, 9, 2, 
2022/12/7, 12, 9, 14, 4, 
2022/12/8, 26, 8, 15, 6, 
2022/12/9, 37, 9, 10, 4, 
2022/12/10, 28, 19, 4, 3, 
2022/12/11, 20, 18, 6, 5, 
2022/12/12, 15, 16, 15, 9, 
2022/12/13, 37, 7, 21, 15, 
2022/12/14, 63, 5, 21, 13, 
2022/12/15, 57, 8, 14, 9, 
2022/12/16, 45, 10, 10, 5, 
2022/12/17, 56, 15, 14, 11, 
2022/12/18, 51, 21, 17, 14, 
2022/12/19, 52, 19, 6, 5, 
2022/12/20, 20, 18, 6, 4, 
2022/12/21, 23, 14, 9, 5, 
2022/12/22, 22, 12, 10, 2, 
2022/12/23, 18, 19, 8, 3, 
2022/12/24, 16, 13, 12, 6, 
2022/12/25, 31, 14, 6, 4, 
2022/12/26, 23, 26, 4, 1, 
2022/12/27, 9, 20, 7, 3, 
2022/12/28, 12, 21, 6, 4, 
2022/12/29, 15, 16, 11, 5, 
2022/12/30, 35, 17, 6, 3, 
2022/12/31, 19, 20, 4, 2, 
2023/1/1, 12, 18, 6, 3, 
2022/9/27, 14, 21, 5, 2, 
2022/9/28, 12, 19, 9, 2, 
2022/9/29, 13, 4, 10, 1, 
2022/9/30, 25, 17, 8, 1, 
2021/7/1, 12, 28, 4, 1, 1
2021/7/2, 11, 30, 4, 2, 1
2021/7/3, 18, 44, 7, 2, 1
2021/7/4, 18, 35, 8, 3, 1
2021/7/5, 22, 33, 8, 2, 1
2021/7/6, 16, 53, 7, 1, 1
2021/7/7, 22, 50, 7, 2, 1
2021/7/8, 28, 34, 6, 2, 1
2021/7/9, 16, 33, 4, 2, 
2021/7/10, 8, 37, 4, 2, 
2021/7/11, 16, 36, 5, 11, 1
2021/7/12, 14, 46, 4, 20, 1
2021/7/13, 20, 33, 7, , 1
2021/7/14, 26, 34, 8, 1, 1
2021/7/15, 30, 28, 6, , 1
2021/7/16, 24, , , , 
2021/7/18, 19, 25, 5, 5, 
2021/7/19, 18, 27, 5, 1, 
2021/7/20, 16, 35, 5, 1, 
2021/7/21, 14, 29, 7, 2, 1
2021/7/22, 19, 41, 11, 3, 2
2021/7/23, 22, 67, 11, 2, 2
2021/7/24, 31, 43, 5, 1, 2
2021/7/25, 27, 44, 7, 1, 2
2021/7/26, 15, 36, 9, , 2
2021/7/27, 18, 35, 7, 1, 2
2021/7/28, 21, 37, 6, , 1
2021/7/29, 15, 46, 9, 1, 1
2021/7/30, 19, 44, 7, 2, 1
2021/7/31, 21, 22, 5, , 1
2021/8/1, 17, 26, 5, 1, 1
2021/8/2, 12, 27, 8, 2, 1
2021/8/3, 12, 27, 8, , 1
2021/8/4, 13, 26, 7, , 1
2021/8/5, 14, 28, 5, , 1
2021/8/6, 9, 33, 4, 1, 1
2021/8/7, 12, 27, 2, 1, 1
2021/8/8, 8, 33, 9, 2, 1
2021/8/9, 12, 37, 7, 1, 2
2021/8/10, 19, 36, 5, 1, 1
2021/8/11, 15, 35, 10, 2, 2
2021/8/12, 18, 47, 9, 2, 3
2021/8/13, 26, 44, 6, 1, 3
2021/8/14, 27, 42, 8, , 3
2021/8/15, 26, 45, 5, 1, 2
2021/8/16, 18, 26, 4, 1, 2
2021/8/17, 8, 34, 4, 2, 2
2021/8/18, 10, 21, 7, 2, 2
2021/8/19, 10, 22, 8, 2, 2
2021/8/20, 13, 36, 8, 2, 2
2021/8/21, 19, 32, 7, 1, 3
2021/8/22, 20, 21, 6, 1, 2
2021/8/23, 15, 14, 6, 2, 2
2021/8/24, 13, 31, 6, 1, 2
2021/8/25, 16, 22, 6, 1, 2
2021/8/26, 14, 21, 6, 1, 2
2021/8/27, 10, 17, 5, 1, 2
2021/8/28, 13, 20, 5, 1, 2
2021/8/29, 14, 17, 6, 1, 2
2021/8/30, 17, 24, 3, , 2
2021/8/31, 8, 21, 5, , 2
2021/9/1, 15, 16, 6, 1, 2
2021/9/2, 19, 29, 8, 1, 3
2021/9/3, 20, 40, 6, 1, 3
2021/9/4, 25, 31, 4, 2, 2
2021/9/5, 8, 29, 10, 1, 2
2021/9/6, 16, 39, 9, 1, 3
2021/9/7, 23, 32, 12, 2, 3
2021/9/8, 28, 44, 13, 2, 3
2021/9/9, 24, 40, 12, 3, 3
2021/9/10, 24, 39, 10, 3, 3
2021/9/11, 27, 35, 7, 1, 2
2021/9/12, 25, 25, 8, 1, 2
