year,month,city,station_name,station_lat,station_lon,pm25,pm10,o3,no2,so2,co
2021,7,Gdynia,"Gdynia Dabrowa, Gdansk, Poland",54.465555555556,18.464722222222,49.16129032258065,18.93548387096774,32.064516129032256,4.966666666666667,1.0,
2021,6,Gdynia,"Gdynia Dabrowa, Gdansk, Poland",54.465555555556,18.464722222222,48.46666666666667,21.133333333333333,36.833333333333336,5.766666666666667,1.0909090909090908,
2021,5,Gdynia,"Gdynia Dabrowa, Gdansk, Poland",54.465555555556,18.464722222222,41.83870967741935,15.290322580645162,34.41935483870968,5.193548387096774,1.0,
2021,4,Gdynia,"Gdynia Dabrowa, Gdansk, Poland",54.465555555556,18.464722222222,47.0,16.933333333333334,32.666666666666664,5.566666666666666,1.3043478260869565,
2021,3,Gdynia,"Gdynia Dabrowa, Gdansk, Poland",54.465555555556,18.464722222222,56.483870967741936,19.258064516129032,28.387096774193548,5.67741935483871,1.1153846153846154,
2021,2,Gdynia,"Gdynia Dabrowa, Gdansk, Poland",54.465555555556,18.464722222222,77.14285714285714,25.214285714285715,26.5,7.821428571428571,2.142857142857143,
2021,1,Gdynia,"Gdynia Dabrowa, Gdansk, Poland",54.465555555556,18.464722222222,66.06451612903226,20.806451612903224,18.06451612903226,6.67741935483871,1.5,
2020,12,Gdynia,"Gdynia Dabrowa, Gdansk, Poland",54.465555555556,18.464722222222,69.2,24.677419354838708,14.193548387096774,5.741935483870968,1.0952380952380953,
2020,11,Gdynia,"Gdynia Dabrowa, Gdansk, Poland",54.465555555556,18.464722222222,,12.0,17.466666666666665,4.433333333333334,1.0,
2020,10,Gdynia,"Gdynia Dabrowa, Gdansk, Poland",54.465555555556,18.464722222222,,16.483870967741936,19.967741935483872,5.32258064516129,1.0,
2020,9,Gdynia,"Gdynia Dabrowa, Gdansk, Poland",54.465555555556,18.464722222222,,19.133333333333333,28.1,6.620689655172414,1.1176470588235294,
2020,8,Gdynia,"Gdynia Dabrowa, Gdansk, Poland",54.465555555556,18.464722222222,,16.06451612903226,31.483870967741936,7.548387096774194,1.0,
2020,7,Gdynia,"Gdynia Dabrowa, Gdansk, Poland",54.465555555556,18.464722222222,,12.0,27.93548387096774,3.689655172413793,1.0,
2020,6,Gdynia,"Gdynia Dabrowa, Gdansk, Poland",54.465555555556,18.464722222222,,14.533333333333333,31.4,5.033333333333333,1.0,
2020,5,Gdynia,"Gdynia Dabrowa, Gdansk, Poland",54.465555555556,18.464722222222,,10.258064516129032,31.774193548387096,3.4482758620689653,1.0,
2020,4,Gdynia,"Gdynia Dabrowa, Gdansk, Poland",54.465555555556,18.464722222222,,14.733333333333333,34.9,4.827586206896552,1.0,
2020,3,Gdynia,"Gdynia Dabrowa, Gdansk, Poland",54.465555555556,18.464722222222,,15.10344827586207,28.79310344827586,6.9655172413793105,1.44,
2020,2,Gdynia,"Gdynia Dabrowa, Gdansk, Poland",54.465555555556,18.464722222222,,8.827586206896552,27.482758620689655,3.925925925925926,2.16,
