city,date,residents_1000
Malbork,2019,38.35
Malbork,2020,37.74
Malbork,2021,37.34
Malbork,2022,37.05
Mielec,1995,64.3
Mielec,1996,64.37
Mielec,1997,64.36
Mielec,1998,64.45
Mielec,1999,62.07
Mielec,2000,61.86
Mielec,2001,61.77
Mielec,2002,61.46
Mielec,2003,61.34
Mielec,2004,61.29
Mielec,2005,61.24
Mielec,2006,61.12
Mielec,2007,61.01
Mielec,2008,60.98
Mielec,2009,60.8
Mielec,2010,61.59
Mielec,2011,61.48
Mielec,2012,61.24
Mielec,2013,61.1
Mielec,2014,60.83
Mielec,2015,60.64
Mielec,2016,60.5
Mielec,2017,60.63
Mielec,2018,60.48
Mielec,2019,60.32
Mielec,2020,58.36
Mielec,2021,57.8
Mielec,2022,57.36
Nowa Ruda,1995,27.19
Nowa Ruda,1996,27.05
Nowa Ruda,1997,26.98
Nowa Ruda,1998,26.81
Nowa Ruda,1999,25.56
Nowa Ruda,2000,25.36
Nowa Ruda,2001,25.14
Nowa Ruda,2002,25.01
Nowa Ruda,2003,24.84
Nowa Ruda,2004,24.7
Nowa Ruda,2005,24.4
Nowa Ruda,2006,24.17
Nowa Ruda,2007,24.01
Nowa Ruda,2008,23.81
Nowa Ruda,2009,23.71
Nowa Ruda,2010,24.0
Nowa Ruda,2011,23.76
Nowa Ruda,2012,23.48
Nowa Ruda,2013,23.24
Nowa Ruda,2014,23.03
Nowa Ruda,2015,22.82
Nowa Ruda,2016,22.64
Nowa Ruda,2017,22.46
Nowa Ruda,2018,22.25
Nowa Ruda,2019,21.91
Nowa Ruda,2020,21.4
Nowa Ruda,2021,21.02
Nowa Ruda,2022,20.67
Nowy Sącz,1995,82.3
Nowy Sącz,1996,82.88
Nowy Sącz,1997,83.29
Nowy Sącz,1998,83.75
Nowy Sącz,1999,83.9
Nowy Sącz,2000,84.37
Nowy Sącz,2001,84.45
Nowy Sącz,2002,84.42
Nowy Sącz,2003,84.4
Nowy Sącz,2004,84.46
Nowy Sącz,2005,84.73
Nowy Sącz,2006,84.49
Nowy Sącz,2007,84.47
Nowy Sącz,2008,84.48
Nowy Sącz,2009,84.56
Nowy Sącz,2010,84.37
Nowy Sącz,2011,84.33
Nowy Sącz,2012,84.13
Nowy Sącz,2013,83.94
Nowy Sącz,2014,83.85
Nowy Sącz,2015,83.9
Nowy Sącz,2016,83.99
Nowy Sącz,2017,84.04
Nowy Sącz,2018,83.9
Nowy Sącz,2019,83.79
Nowy Sącz,2020,81.44
Nowy Sącz,2021,80.98
Nowy Sącz,2022,80.59
Nowy Targ,1995,34.02
Nowy Targ,1996,34.1
Nowy Targ,1997,34.28
Nowy Targ,1998,34.33
Nowy Targ,1999,33.06
Nowy Targ,2000,33.09
Nowy Targ,2001,33.02
Nowy Targ,2002,33.26
Nowy Targ,2003,33.26
Nowy Targ,2004,33.35
Nowy Targ,2005,33.46
Nowy Targ,2006,33.48
Nowy Targ,2007,33.41
Nowy Targ,2008,33.34
Nowy Targ,2009,33.43
Nowy Targ,2010,33.81
Nowy Targ,2011,33.8
Nowy Targ,2012,33.8
Nowy Targ,2013,33.67
Nowy Targ,2014,33.6
Nowy Targ,2015,33.51
Nowy Targ,2016,33.41
Nowy Targ,2017,33.36
Nowy Targ,2018,33.37
Nowy Targ,2019,33.29
Nowy Targ,2020,33.3
Nowy Targ,2021,33.13
Nowy Targ,2022,33.1
Nysa,1995,61.15
Nysa,1996,61.29
Nysa,1997,61.16
Nysa,1998,60.97
Nysa,1999,60.73
Nysa,2000,60.62
Nysa,2001,60.64
Nysa,2002,60.62
Nysa,2003,60.46
Nysa,2004,60.31
Nysa,2005,60.12
Nysa,2006,59.97
Nysa,2007,59.74
Nysa,2008,59.33
Nysa,2009,59.2
Nysa,2010,58.76
Nysa,2011,58.53
Nysa,2012,58.4
Nysa,2013,58.13
Nysa,2014,58.0
Nysa,2015,57.71
Nysa,2016,57.64
Nysa,2017,57.58
Nysa,2018,57.27
Nysa,2019,56.95
Nysa,2020,55.3
Nysa,2021,54.76
Nysa,2022,54.26
Oława,1995,31.88
Oława,1996,31.87
Oława,1997,31.91
Oława,1998,31.91
Oława,1999,31.01
Oława,2000,31.05
Oława,2001,31.14
Oława,2002,31.15
Oława,2003,31.07
Oława,2004,31.08
Oława,2005,30.9
Oława,2006,30.87
Oława,2007,30.87
Oława,2008,30.85
Oława,2009,30.9
Oława,2010,31.81
Oława,2011,31.96
Oława,2012,32.09
Oława,2013,32.24
Oława,2014,32.36
Oława,2015,32.57
Oława,2016,32.77
Oława,2017,32.88
Oława,2018,32.93
Oława,2019,33.11
Oława,2020,33.3
Oława,2021,33.2
Oława,2022,33.15
Olkusz,1995,52.85
Olkusz,1996,52.9
Olkusz,1997,52.96
Olkusz,1998,52.72
Olkusz,1999,51.02
Olkusz,2000,50.89
Olkusz,2001,50.79
Olkusz,2002,50.65
Olkusz,2003,50.46
Olkusz,2004,50.37
Olkusz,2005,50.31
Olkusz,2006,50.24
Olkusz,2007,50.07
Olkusz,2008,50.04
Olkusz,2009,49.94
Olkusz,2010,50.52
Olkusz,2011,50.37
Olkusz,2012,50.23
Olkusz,2013,50.02
Olkusz,2014,49.8
Olkusz,2015,49.52
Olkusz,2016,49.48
Olkusz,2017,49.31
Olkusz,2018,49.03
Olkusz,2019,48.6
Olkusz,2020,47.11
Olkusz,2021,46.61
Olkusz,2022,46.08
Oświęcim,1995,44.38
Oświęcim,1996,44.29
Oświęcim,1997,44.07
Oświęcim,1998,43.86
Oświęcim,1999,42.44
Oświęcim,2000,42.35
Oświęcim,2001,42.05
Oświęcim,2002,41.79
Oświęcim,2003,41.42
Oświęcim,2004,41.38
Oświęcim,2005,41.13
Oświęcim,2006,40.81
Oświęcim,2007,40.52
Oświęcim,2008,40.33
Oświęcim,2009,40.16
Oświęcim,2010,40.47
Oświęcim,2011,40.14
Oświęcim,2012,39.89
Oświęcim,2013,39.66
Oświęcim,2014,39.44
Oświęcim,2015,39.22
Oświęcim,2016,38.97
Oświęcim,2017,38.68
Oświęcim,2018,38.3
Oświęcim,2019,38.01
Oświęcim,2020,37.12
Oświęcim,2021,36.58
Oświęcim,2022,36.05
Otwock,1995,44.18
Otwock,1996,44.17
Otwock,1997,44.3
Otwock,1998,44.36
Otwock,1999,42.64
Otwock,2000,42.64
Otwock,2001,42.67
Otwock,2002,42.74
Otwock,2003,42.61
Otwock,2004,42.77
Otwock,2005,42.98
Otwock,2006,43.39
Otwock,2007,43.67
Otwock,2008,43.95
Otwock,2009,44.22
Otwock,2010,44.74
Otwock,2011,44.91
Otwock,2012,44.94
Otwock,2013,45.04
Otwock,2014,45.03
Otwock,2015,45.02
Otwock,2016,44.91
Otwock,2017,44.87
Otwock,2018,44.88
Otwock,2019,44.64
Otwock,2020,44.57
Otwock,2021,44.33
Otwock,2022,44.1
Pabianice,1995,6.33
Pabianice,1996,6.25
Pabianice,1997,6.3
Pabianice,1998,6.29
Pabianice,1999,6.19
Pabianice,2000,6.17
Pabianice,2001,6.11
Pabianice,2002,6.08
Pabianice,2003,6.06
Pabianice,2004,6.07
Pabianice,2005,6.03
Pabianice,2006,5.97
Pabianice,2007,5.95
Pabianice,2008,5.93
Pabianice,2009,5.94
Pabianice,2010,5.97
Pabianice,2011,5.99
Pabianice,2012,6.0
Pabianice,2013,5.99
Pabianice,2014,5.99
Pabianice,2015,5.97
Pabianice,2016,5.96
Pabianice,2017,5.98
Pabianice,2018,5.96
Pabianice,2019,5.98
Pabianice,2020,5.91
Pabianice,2021,5.87
Pabianice,2022,5.86
Piastów,1995,23.71
Piastów,1996,23.64
Piastów,1997,23.72
Piastów,1998,23.77
Piastów,1999,23.33
Piastów,2000,23.48
Piastów,2001,23.53
Piastów,2002,23.48
Piastów,2003,23.39
Piastów,2004,23.33
Piastów,2005,23.33
Piastów,2006,23.29
Piastów,2007,23.2
Piastów,2008,23.08
Piastów,2009,23.02
Piastów,2010,22.97
Piastów,2011,22.94
Piastów,2012,22.91
Piastów,2013,22.83
Piastów,2014,22.87
Piastów,2015,22.93
Piastów,2016,22.73
Piastów,2017,22.73
Piastów,2018,22.66
Piastów,2019,22.68
Piastów,2020,23.39
Piastów,2021,23.14
Piastów,2022,23.07
Piła,1995,4.79
Piła,1996,4.82
Piła,1997,4.89
Piła,1998,4.92
Piła,1999,4.87
Piła,2000,4.84
Piła,2001,4.84
Piła,2002,4.79
Piła,2003,4.77
Piła,2004,4.8
Piła,2005,4.8
Piła,2006,4.8
Piła,2007,4.76
Piła,2008,4.77
Piła,2009,4.74
Piła,2010,4.77
Piła,2011,4.78
Piła,2012,4.75
Piła,2013,4.73
Piła,2014,4.74
Płock,1995,127.17
Płock,1996,127.67
Płock,1997,130.6
Płock,1998,131.01
Płock,1999,128.65
Płock,2000,128.58
Płock,2001,128.36
Płock,2002,128.21
Płock,2003,128.15
Płock,2004,127.84
Płock,2005,127.46
Płock,2006,127.22
Płock,2007,126.97
Płock,2008,126.71
Płock,2009,126.54
Płock,2010,124.69
Płock,2011,124.32
Płock,2012,123.63
Płock,2013,122.82
Płock,2014,122.22
Płock,2015,121.73
Płock,2016,121.3
Płock,2017,120.79
Płock,2018,120.0
Płock,2019,119.43
Płock,2020,114.97
Płock,2021,113.66
Płock,2022,112.48
Poznań,1995,581.17
Poznań,1996,580.83
Poznań,1997,580.05
Poznań,1998,578.24
Poznań,1999,584.26
Poznań,2000,582.25
Poznań,2001,579.34
Poznań,2002,577.12
Poznań,2003,574.13
Poznań,2004,570.78
Poznań,2005,567.88
Poznań,2006,564.95
Poznań,2007,560.93
Poznań,2008,557.26
Poznań,2009,554.22
Poznań,2010,555.61
Poznań,2011,553.56
Poznań,2012,550.74
Poznań,2013,548.03
Poznań,2014,545.68
Poznań,2015,542.35
Poznań,2016,540.37
Poznań,2017,538.63
Poznań,2018,536.44
Poznań,2019,534.81
Poznań,2020,547.78
Poznań,2021,545.07
Poznań,2022,541.32
Przemyśl,1995,8.85
Przemyśl,1996,8.85
Przemyśl,1997,8.86
Przemyśl,1998,8.85
Przemyśl,1999,8.57
Przemyśl,2000,8.55
Przemyśl,2001,8.55
Przemyśl,2002,8.57
Przemyśl,2003,8.64
Przemyśl,2004,8.62
Przemyśl,2005,8.64
Przemyśl,2006,8.65
Przemyśl,2007,8.68
Przemyśl,2008,8.75
Przemyśl,2009,8.76
Przemyśl,2010,8.79
Przemyśl,2011,8.79
Przemyśl,2012,8.77
Przemyśl,2013,8.77
Przemyśl,2014,8.79
Przemyśl,2015,8.79
Przemyśl,2016,8.78
Przemyśl,2017,8.77
Przemyśl,2018,8.77
Przemyśl,2019,8.71
Przemyśl,2020,8.6
Przemyśl,2021,8.55
Przemyśl,2022,8.51
Racibórz,1995,65.04
Racibórz,1996,64.96
Racibórz,1997,64.52
Racibórz,1998,64.27
Racibórz,1999,60.74
Racibórz,2000,60.13
Racibórz,2001,59.61
Racibórz,2002,59.29
Racibórz,2003,58.78
Racibórz,2004,58.31
Racibórz,2005,57.76
Racibórz,2006,57.17
Racibórz,2007,56.92
Racibórz,2008,56.73
Racibórz,2009,56.48
Racibórz,2010,56.35
Racibórz,2011,56.25
Racibórz,2012,56.08
Racibórz,2013,55.93
Racibórz,2014,55.71
Racibórz,2015,55.49
Racibórz,2016,55.4
Racibórz,2017,55.19
Racibórz,2018,54.88
Racibórz,2019,54.74
Racibórz,2020,51.38
Racibórz,2021,50.74
Racibórz,2022,50.13
Radom,1995,7.04
Radom,1996,7.11
Radom,1997,7.12
Radom,1998,7.1
Radom,1999,6.98
Radom,2000,7.02
Radom,2001,7.08
Radom,2002,7.08
Radom,2003,7.06
Radom,2004,7.07
Radom,2005,7.11
Radom,2006,7.14
Radom,2007,7.18
Radom,2008,7.23
Radom,2009,7.25
Radom,2010,7.37
Radom,2011,7.38
Radom,2012,7.41
Radom,2013,7.38
Radom,2014,7.43
Radom,2015,7.45
Radom,2016,7.38
Radom,2017,7.38
Radom,2018,7.33
Radom,2019,7.29
Radom,2020,6.97
Radom,2021,6.93
Radom,2022,6.84
Rybnik,1995,144.58
Rybnik,1996,144.88
Rybnik,1997,144.94
Rybnik,1998,144.58
Rybnik,1999,143.56
Rybnik,2000,143.22
Rybnik,2001,142.82
Rybnik,2002,142.74
Rybnik,2003,142.27
Rybnik,2004,141.76
Rybnik,2005,141.58
Rybnik,2006,141.39
Rybnik,2007,141.08
Rybnik,2008,141.18
Rybnik,2009,141.37
Rybnik,2010,141.04
Rybnik,2011,140.94
Rybnik,2012,140.79
Rybnik,2013,140.17
Rybnik,2014,140.05
Rybnik,2015,139.6
Rybnik,2016,139.25
Rybnik,2017,139.13
Rybnik,2018,138.7
Rybnik,2019,138.1
Rybnik,2020,134.05
Rybnik,2021,132.92
Rybnik,2022,131.74
Siedlce,1995,12.69
Siedlce,1996,12.8
Siedlce,1997,12.89
Siedlce,1998,12.98
Siedlce,1999,12.86
Siedlce,2000,12.95
Siedlce,2001,13.03
Siedlce,2002,13.16
Siedlce,2003,13.26
Siedlce,2004,13.31
Siedlce,2005,13.36
Siedlce,2006,13.39
Siedlce,2007,13.46
Siedlce,2008,13.54
Siedlce,2009,13.59
Siedlce,2010,13.82
Siedlce,2011,13.94
Siedlce,2012,14.02
Siedlce,2013,14.13
Siedlce,2014,14.2
Siedlce,2015,14.24
Siedlce,2016,14.33
Siedlce,2017,14.4
Siedlce,2018,14.5
Siedlce,2019,14.5
Siedlce,2020,14.34
Siedlce,2021,14.34
Siedlce,2022,14.36
Skawina,1995,40.87
Skawina,1996,41.15
Skawina,1997,41.23
Skawina,1998,41.43
Skawina,1999,41.09
Skawina,2000,41.11
Skawina,2001,41.09
Skawina,2002,41.12
Skawina,2003,41.19
Skawina,2004,41.26
Skawina,2005,41.43
Skawina,2006,41.48
Skawina,2007,41.49
Skawina,2008,41.71
Skawina,2009,41.95
Skawina,2010,42.69
Skawina,2011,42.81
Skawina,2012,43.01
Skawina,2013,43.09
Skawina,2014,43.14
Skawina,2015,43.18
Skawina,2016,43.35
Skawina,2017,43.37
Skawina,2018,43.5
Skawina,2019,43.59
Skawina,2020,43.95
Skawina,2021,44.0
Skawina,2022,44.03
Słupsk,1995,102.6
Słupsk,1996,102.46
Słupsk,1997,102.45
Słupsk,1998,102.37
Słupsk,1999,100.32
Słupsk,2000,100.39
Słupsk,2001,100.04
Słupsk,2002,99.53
Słupsk,2003,99.25
Słupsk,2004,98.76
Słupsk,2005,98.7
Słupsk,2006,98.09
Słupsk,2007,97.42
Słupsk,2008,97.33
Słupsk,2009,97.09
Słupsk,2010,96.02
Słupsk,2011,95.54
Słupsk,2012,94.85
Słupsk,2013,93.94
Słupsk,2014,93.21
Słupsk,2015,92.5
Słupsk,2016,91.94
Słupsk,2017,91.47
Słupsk,2018,91.01
Słupsk,2019,90.68
Słupsk,2020,88.06
Słupsk,2021,87.12
Słupsk,2022,86.37
Sopot,1995,43.58
Sopot,1996,43.36
Sopot,1997,43.03
Sopot,1998,42.78
Sopot,1999,42.87
Sopot,2000,42.35
Sopot,2001,42.04
Sopot,2002,41.41
Sopot,2003,41.02
Sopot,2004,40.55
Sopot,2005,40.08
Sopot,2006,39.62
Sopot,2007,39.15
Sopot,2008,38.82
Sopot,2009,38.46
Sopot,2010,38.86
Sopot,2011,38.58
Sopot,2012,38.22
Sopot,2013,37.9
Sopot,2014,37.65
Sopot,2015,37.23
Sopot,2016,36.85
Sopot,2017,36.53
Sopot,2018,36.05
Sopot,2019,35.72
Sopot,2020,33.13
Sopot,2021,32.74
Sopot,2022,32.28
Sosnowiec,1995,247.5
Sosnowiec,1996,246.31
Sosnowiec,1997,244.09
Sosnowiec,1998,244.1
Sosnowiec,1999,235.66
Sosnowiec,2000,234.49
Sosnowiec,2001,233.2
Sosnowiec,2002,231.54
Sosnowiec,2003,229.99
Sosnowiec,2004,228.19
Sosnowiec,2005,226.03
Sosnowiec,2006,224.24
Sosnowiec,2007,222.59
Sosnowiec,2008,221.26
Sosnowiec,2009,219.3
Sosnowiec,2010,216.96
Sosnowiec,2011,215.26
Sosnowiec,2012,213.51
Sosnowiec,2013,211.28
Sosnowiec,2014,209.27
Sosnowiec,2015,207.38
Sosnowiec,2016,205.87
Sosnowiec,2017,204.01
Sosnowiec,2018,202.04
Sosnowiec,2019,199.97
Sosnowiec,2020,194.44
Sosnowiec,2021,191.68
Sosnowiec,2022,189.18
Starachowice,1995,57.33
Starachowice,1996,57.53
Starachowice,1997,57.38
Starachowice,1998,57.08
Starachowice,1999,55.28
Starachowice,2000,55.03
Starachowice,2001,54.72
Starachowice,2002,54.46
Starachowice,2003,54.02
Starachowice,2004,53.76
Starachowice,2005,53.34
Starachowice,2006,52.97
Starachowice,2007,52.61
Starachowice,2008,52.32
Starachowice,2009,51.88
Starachowice,2010,52.51
Starachowice,2011,52.09
Starachowice,2012,51.7
Starachowice,2013,51.16
Starachowice,2014,50.68
Starachowice,2015,50.36
Starachowice,2016,49.94
Starachowice,2017,49.51
Starachowice,2018,48.97
Starachowice,2019,48.4
Starachowice,2020,46.44
Starachowice,2021,45.68
Starachowice,2022,44.99
Strzelce Opolskie,1995,35.79
Strzelce Opolskie,1996,35.66
Strzelce Opolskie,1997,35.63
Strzelce Opolskie,1998,35.53
Strzelce Opolskie,1999,34.97
Strzelce Opolskie,2000,34.8
Strzelce Opolskie,2001,34.49
Strzelce Opolskie,2002,34.3
Strzelce Opolskie,2003,34.02
Strzelce Opolskie,2004,33.75
Strzelce Opolskie,2005,33.56
Strzelce Opolskie,2006,33.33
Strzelce Opolskie,2007,33.12
Strzelce Opolskie,2008,33.01
Strzelce Opolskie,2009,32.98
Strzelce Opolskie,2010,31.83
Strzelce Opolskie,2011,31.71
Strzelce Opolskie,2012,31.52
Strzelce Opolskie,2013,31.3
Strzelce Opolskie,2014,31.19
Strzelce Opolskie,2015,31.04
Strzelce Opolskie,2016,30.94
Strzelce Opolskie,2017,30.76
Strzelce Opolskie,2018,30.69
Strzelce Opolskie,2019,30.52
Strzelce Opolskie,2020,29.78
Strzelce Opolskie,2021,29.53
Strzelce Opolskie,2022,29.28
Suwałki,1995,66.62
Suwałki,1996,67.25
Suwałki,1997,67.74
Suwałki,1998,68.33
Suwałki,1999,68.61
Suwałki,2000,68.89
Suwałki,2001,68.85
Suwałki,2002,69.03
Suwałki,2003,69.01
Suwałki,2004,69.11
Suwałki,2005,69.27
Suwałki,2006,69.25
Suwałki,2007,69.28
Suwałki,2008,69.55
Suwałki,2009,69.5
Suwałki,2010,69.25
Suwałki,2011,69.21
Suwałki,2012,69.4
Suwałki,2013,69.32
Suwałki,2014,69.32
Suwałki,2015,69.37
Suwałki,2016,69.63
Suwałki,2017,69.55
Suwałki,2018,69.83
Suwałki,2019,69.76
Suwałki,2020,69.27
Suwałki,2021,68.84
Suwałki,2022,68.53
Szczecin,1995,418.16
Szczecin,1996,418.83
Szczecin,1997,418.99
Szczecin,1998,416.99
Szczecin,1999,416.79
Szczecin,2000,416.66
Szczecin,2001,415.75
Szczecin,2002,415.12
Szczecin,2003,414.03
Szczecin,2004,411.9
Szczecin,2005,411.12
Szczecin,2006,409.07
Szczecin,2007,407.81
Szczecin,2008,406.94
Szczecin,2009,406.31
Szczecin,2010,410.25
Szczecin,2011,409.6
Szczecin,2012,408.91
Szczecin,2013,408.17
Szczecin,2014,407.18
Szczecin,2015,405.66
Szczecin,2016,404.88
Szczecin,2017,403.88
Szczecin,2018,402.47
Szczecin,2019,401.91
Szczecin,2020,397.29
Szczecin,2021,394.48
Szczecin,2022,391.57
Szczecinek,1995,42.25
Szczecinek,1996,42.34
Szczecinek,1997,42.42
Szczecinek,1998,42.35
Szczecinek,1999,39.81
Szczecinek,2000,39.65
Szczecinek,2001,39.4
Szczecinek,2002,39.09
Szczecinek,2003,39.04
Szczecinek,2004,38.93
Szczecinek,2005,38.86
Szczecinek,2006,38.63
Szczecinek,2007,38.49
Szczecinek,2008,38.23
Szczecinek,2009,38.17
Szczecinek,2010,40.86
Szczecinek,2011,40.8
Szczecinek,2012,40.72
Szczecinek,2013,40.62
Szczecinek,2014,40.54
Szczecinek,2015,40.44
Szczecinek,2016,40.36
Szczecinek,2017,40.29
Szczecinek,2018,40.11
Szczecinek,2019,40.04
Szczecinek,2020,38.49
Szczecinek,2021,38.15
Szczecinek,2022,37.9
Tarnów,1995,121.93
Tarnów,1996,122.36
Tarnów,1997,121.73
Tarnów,1998,121.49
Tarnów,1999,120.43
Tarnów,2000,120.82
Tarnów,2001,120.09
Tarnów,2002,119.56
Tarnów,2003,118.67
Tarnów,2004,118.27
Tarnów,2005,117.56
Tarnów,2006,116.97
Tarnów,2007,116.12
Tarnów,2008,115.52
Tarnów,2009,115.16
Tarnów,2010,114.18
Tarnów,2011,113.59
Tarnów,2012,112.95
Tarnów,2013,112.12
Tarnów,2014,111.38
Tarnów,2015,110.64
Tarnów,2016,110.11
Tarnów,2017,109.65
Tarnów,2018,109.06
Tarnów,2019,108.47
Tarnów,2020,106.6
Tarnów,2021,105.01
Tarnów,2022,103.96
Toruń,1995,204.66
Toruń,1996,205.12
Toruń,1997,205.84
Toruń,1998,206.16
Toruń,1999,211.96
Toruń,2000,210.19
Toruń,2001,211.27
Toruń,2002,210.7
Toruń,2003,208.94
Toruń,2004,208.28
Toruń,2005,208.01
Toruń,2006,207.19
Toruń,2007,206.62
Toruń,2008,206.01
Toruń,2009,205.72
Toruń,2010,205.13
Toruń,2011,204.92
Toruń,2012,204.3
Toruń,2013,203.45
Toruń,2014,203.16
Toruń,2015,202.69
Toruń,2016,202.52
Toruń,2017,202.56
Toruń,2018,202.07
Toruń,2019,201.45
Toruń,2020,198.8
Toruń,2021,197.11
Toruń,2022,195.69
Trzebinia,1995,35.41
Trzebinia,1996,35.37
Trzebinia,1997,35.29
Trzebinia,1998,35.18
Trzebinia,1999,34.45
Trzebinia,2000,34.4
Trzebinia,2001,34.28
Trzebinia,2002,34.19
Trzebinia,2003,34.13
Trzebinia,2004,34.09
Trzebinia,2005,34.04
Trzebinia,2006,33.96
Trzebinia,2007,34.0
Trzebinia,2008,34.03
Trzebinia,2009,34.18
Trzebinia,2010,34.5
Trzebinia,2011,34.45
Trzebinia,2012,34.45
Trzebinia,2013,34.41
Trzebinia,2014,34.26
Trzebinia,2015,34.2
Trzebinia,2016,34.18
Trzebinia,2017,34.11
Trzebinia,2018,34.0
Trzebinia,2019,33.78
Trzebinia,2020,33.13
Trzebinia,2021,32.85
Trzebinia,2022,32.6
Tychy,1995,133.76
Tychy,1996,133.65
Tychy,1997,133.26
Tychy,1998,133.18
Tychy,1999,135.31
Tychy,2000,133.46
Tychy,2001,133.05
Tychy,2002,132.55
Tychy,2003,132.15
Tychy,2004,131.55
Tychy,2005,131.15
Tychy,2006,130.49
Tychy,2007,129.78
Tychy,2008,129.48
Tychy,2009,129.45
Tychy,2010,129.51
Tychy,2011,129.32
Tychy,2012,129.11
Tychy,2013,128.8
Tychy,2014,128.62
Tychy,2015,128.44
Tychy,2016,128.35
Tychy,2017,128.21
Tychy,2018,127.83
Tychy,2019,127.59
Tychy,2020,125.22
Tychy,2021,124.14
Tychy,2022,123.11
Ustroń,1995,15.79
Ustroń,1996,15.87
Ustroń,1997,15.95
Ustroń,1998,15.97
Ustroń,1999,15.43
Ustroń,2000,15.47
Ustroń,2001,15.32
Ustroń,2002,15.46
Ustroń,2003,15.37
Ustroń,2004,15.42
Ustroń,2005,15.44
Ustroń,2006,15.43
Ustroń,2007,15.42
Ustroń,2008,15.47
Ustroń,2009,15.49
Ustroń,2010,15.93
Ustroń,2011,15.98
Ustroń,2012,16.0
Ustroń,2013,16.0
Ustroń,2014,16.07
Ustroń,2015,16.01
Ustroń,2016,16.07
Ustroń,2017,16.11
Ustroń,2018,16.05
Ustroń,2019,16.07
Ustroń,2020,16.15
Ustroń,2021,16.04
Ustroń,2022,16.01
Wałbrzych,2003,128.81
Wałbrzych,2004,127.57
Wałbrzych,2005,126.47
Wałbrzych,2006,124.99
Wałbrzych,2007,123.64
Wałbrzych,2008,122.41
Wałbrzych,2009,121.36
Wałbrzych,2010,121.15
Wałbrzych,2011,119.96
Wałbrzych,2012,119.17
Warszawa,1995,1635.11
Warszawa,1996,1628.51
Warszawa,1997,1624.84
Warszawa,1998,1618.47
Warszawa,1999,1677.32
Warszawa,2000,1672.42
Warszawa,2001,1671.73
Włocławek,1995,123.13
Włocławek,1996,123.2
Włocławek,1997,123.3
Włocławek,1998,123.37
Włocławek,1999,121.92
Włocławek,2000,121.83
Włocławek,2001,121.37
Włocławek,2002,121.11
Włocławek,2003,120.73
Włocławek,2004,120.37
Włocławek,2005,119.94
Włocławek,2006,119.26
Włocławek,2007,118.43
Włocławek,2008,118.04
Włocławek,2009,117.4
Włocławek,2010,117.03
Włocławek,2011,116.35
Włocławek,2012,115.55
Włocławek,2013,114.89
Włocławek,2014,113.94
Włocławek,2015,113.04
Włocławek,2016,112.48
Włocławek,2017,111.75
Włocławek,2018,110.8
Włocławek,2019,109.88
Włocławek,2020,105.18
Włocławek,2021,103.54
Włocławek,2022,102.1
Wrocław,1995,641.97
Wrocław,1996,640.6
Wrocław,1997,639.4
Wrocław,1998,637.88
Wrocław,1999,643.52
Wrocław,2000,640.61
Wrocław,2001,640.8
Wrocław,2002,639.15
Wrocław,2003,637.55
Wrocław,2004,636.27
Wrocław,2005,635.93
Wrocław,2006,634.63
Wrocław,2007,632.93
Wrocław,2008,632.16
Wrocław,2009,632.15
Wrocław,2010,630.69
Wrocław,2011,631.24
Wrocław,2012,631.19
Wrocław,2013,632.07
Wrocław,2014,634.49
Wrocław,2015,635.76
Wrocław,2016,637.68
Wrocław,2017,638.59
Wrocław,2018,640.65
Wrocław,2019,642.87
Wrocław,2020,673.59
Wrocław,2021,674.31
Wrocław,2022,674.08
Zabrze,1995,201.3
Zabrze,1996,201.12
Zabrze,1997,200.98
Zabrze,1998,200.18
Zabrze,1999,198.35
Zabrze,2000,197.11
Zabrze,2001,195.67
Zabrze,2002,194.64
Zabrze,2003,193.67
Zabrze,2004,192.55
Zabrze,2005,191.25
Zabrze,2006,190.11
Zabrze,2007,189.06
Zabrze,2008,188.4
Zabrze,2009,187.67
Zabrze,2010,181.4
Zabrze,2011,180.33
Zabrze,2012,179.45
Zabrze,2013,178.36
Zabrze,2014,177.19
Zabrze,2015,176.33
Zabrze,2016,175.46
Zabrze,2017,174.35
Zabrze,2018,173.37
Zabrze,2019,172.36
Zabrze,2020,158.92
Zabrze,2021,156.94
Zabrze,2022,155.43
Zakopane,1995,29.69
Zakopane,1996,29.78
Zakopane,1997,29.85
Zakopane,1998,29.82
Zakopane,1999,28.54
Zakopane,2000,28.19
Zakopane,2001,28.21
Zakopane,2002,28.05
Zakopane,2003,27.9
Zakopane,2004,27.74
Zakopane,2005,27.61
Zakopane,2006,27.26
Zakopane,2007,27.09
Zakopane,2008,26.85
Zakopane,2009,26.74
Zakopane,2010,27.88
Zakopane,2011,27.88
Zakopane,2012,27.84
Zakopane,2013,27.72
Zakopane,2014,27.56
Zakopane,2015,27.44
Zakopane,2016,27.31
Zakopane,2017,27.27
Zakopane,2018,27.19
Zakopane,2019,27.01
Zakopane,2020,25.87
Zakopane,2021,25.56
Zakopane,2022,25.39
Zamość,1995,9.61
Zamość,1996,9.67
Zamość,1997,9.64
Zamość,1998,9.69
Zamość,1999,9.59
Zamość,2000,9.66
Zamość,2001,9.64
Zamość,2002,9.67
Zamość,2003,9.63
Zamość,2004,9.62
Zamość,2005,9.58
Zamość,2006,9.64
Zamość,2007,9.64
Zamość,2008,9.65
Zamość,2009,9.66
Zamość,2010,9.68
Zamość,2011,9.65
Zamość,2012,9.65
Zamość,2013,9.65
Zamość,2014,9.63
Zamość,2015,9.66
