city,date,residents_per_1km2
Zabrze,2005,2376.6
Zabrze,2006,2364.6
Zabrze,2007,2351.5
Zabrze,2008,2343.3
Zabrze,2009,2334.3
Zabrze,2010,2256.2
Zabrze,2011,2242.9
Zabrze,2012,2232.0
Zabrze,2013,2218.4
Zabrze,2014,2203.8
Zabrze,2015,2193.1
Zabrze,2016,2182.3
Zabrze,2017,2168.5
Zabrze,2018,2156.4
Zabrze,2019,2143.8
Zabrze,2020,1976.7
Zabrze,2021,1951.9
Zabrze,2022,1932.7
Zakopane,2002,332.5
Zakopane,2003,330.8
Zakopane,2004,328.9
Zakopane,2005,327.3
Zakopane,2006,323.5
Zakopane,2007,321.4
Zakopane,2008,318.6
Zakopane,2009,317.3
Zakopane,2010,330.8
Zakopane,2011,330.9
Zakopane,2012,330.4
Zakopane,2013,329.0
Zakopane,2014,327.0
Zakopane,2015,325.7
Zakopane,2016,324.1
Zakopane,2017,323.6
Zakopane,2018,322.7
Zakopane,2019,320.6
Zakopane,2020,307.0
Zakopane,2021,303.4
Zakopane,2022,301.3
Zamość,2002,59.1
Zamość,2003,58.9
Zamość,2004,58.8
Zamość,2005,58.6
Zamość,2006,59.1
Zamość,2007,59.1
Zamość,2008,59.2
Zamość,2009,59.2
Zamość,2010,59.3
Zamość,2011,59.1
Zamość,2012,59.1
Zamość,2013,59.1
Zamość,2014,59.0
Zamość,2015,59.2
Zamość,2016,59.3
Zamość,2017,59.3
Zamość,2018,59.2
Zamość,2019,59.3
Zamość,2020,57.9
Zamość,2021,57.4
Zamość,2022,57.3
Żary,2002,225.3
Żary,2003,225.6
Żary,2004,224.9
Żary,2005,225.5
Żary,2006,226.4
Żary,2007,227.5
Żary,2008,228.8
Żary,2009,229.4
Żary,2010,232.1
Żary,2011,233.1
Żary,2012,233.6
Żary,2013,233.7
Żary,2014,233.4
Żary,2015,233.0
Żary,2016,232.2
Żary,2017,232.3
Żary,2018,231.6
Żary,2019,231.1
Żary,2020,231.6
Żary,2021,230.6
Żary,2022,229.5
Zawiercie,2002,633.1
Zawiercie,2003,629.3
Zawiercie,2004,626.0
Zawiercie,2005,622.6
Zawiercie,2006,619.2
Zawiercie,2007,615.1
Zawiercie,2008,613.4
Zawiercie,2009,609.5
Zawiercie,2010,612.6
Zawiercie,2011,608.6
Zawiercie,2012,606.3
Zawiercie,2013,601.3
Zawiercie,2014,598.1
Zawiercie,2015,594.0
Zawiercie,2016,589.7
Zawiercie,2017,585.4
Zawiercie,2018,581.4
Zawiercie,2019,577.2
Zawiercie,2020,560.9
Zawiercie,2021,553.9
Zawiercie,2022,547.9
Zgierz,2002,1377.6
Zgierz,2003,1375.3
Zgierz,2004,1376.1
Zgierz,2005,1378.8
Zgierz,2006,1376.6
Zgierz,2007,1374.1
Zgierz,2008,1371.5
Zgierz,2009,1370.2
Zgierz,2010,1378.8
Zgierz,2011,1374.0
Zgierz,2012,1365.5
Zgierz,2013,1358.4
Zgierz,2014,1355.8
Zgierz,2015,1352.1
Zgierz,2016,1344.9
Zgierz,2017,1339.2
Zgierz,2018,1335.4
Zgierz,2019,1327.4
Zgierz,2020,1305.2
Zgierz,2021,1288.7
Zgierz,2022,1276.0
Zielona Góra,2002,2029.5
Zielona Góra,2003,2035.8
Zielona Góra,2004,2032.2
Zielona Góra,2005,2027.1
Zielona Góra,2006,2024.6
Zielona Góra,2007,2014.4
Zielona Góra,2008,2015.0
Zielona Góra,2009,2014.1
Zielona Góra,2010,2038.9
Zielona Góra,2011,2043.1
Zielona Góra,2012,2040.2
Zielona Góra,2013,2029.6
Zielona Góra,2014,2038.4
Zielona Góra,2015,498.4
Zielona Góra,2016,500.6
Zielona Góra,2017,502.4
Zielona Góra,2018,504.1
Zielona Góra,2019,507.4
Zielona Góra,2020,503.5
Zielona Góra,2021,501.9
Zielona Góra,2022,500.5
Żyrardów,2002,2895.3
Żyrardów,2003,2895.7
Żyrardów,2004,2886.8
Żyrardów,2005,2873.4
Żyrardów,2006,2859.6
Żyrardów,2007,2860.8
Żyrardów,2008,2864.8
Żyrardów,2009,2867.1
Żyrardów,2010,2900.1
Żyrardów,2011,2893.8
Żyrardów,2012,2879.3
Żyrardów,2013,2863.8
Żyrardów,2014,2857.4
Żyrardów,2015,2832.9
Żyrardów,2016,2822.6
Żyrardów,2017,2804.4
Żyrardów,2018,2786.9
Żyrardów,2019,2775.5
Żyrardów,2020,2751.3
Żyrardów,2021,2722.6
Żyrardów,2022,2702.7
Żywiec,2002,633.4
Żywiec,2003,637.6
Żywiec,2004,636.7
Żywiec,2005,634.8
Żywiec,2006,637.2
Żywiec,2007,635.7
Żywiec,2008,635.8
Żywiec,2009,633.9
Żywiec,2010,642.3
Żywiec,2011,641.7
Żywiec,2012,639.9
Żywiec,2013,634.8
Żywiec,2014,632.0
Żywiec,2015,629.5
Żywiec,2016,626.5
Żywiec,2017,624.5
Żywiec,2018,621.1
Żywiec,2019,615.2
Żywiec,2020,602.8
Żywiec,2021,594.4
Żywiec,2022,591.9
